0: [[73], [3, 24, 5], [4, 36], [9], [1, 31, 48, 13, 23], [2, 17, 12, 22], [11, 21, 6, 34], [7, 18], [29, 27], [38, 16], [19], [49, 59], [14, 15, 63], [56, 45], [20, 32, 42], [35, 30], [40], [25], [47, 26, 28, 37, 33], [51, 57], [41, 46, 60], [50], [52, 53], [55, 54, 58], [62, 43], [66], [44, 69, 39, 8, 10], [61, 64, 67], [65], [70, 68, 72], [71, 74], [75, 77, 78], [80, 76], [79, 82], [84, 86], [81, 87], [83, 85, 88]]
102: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 38, 37, 43, 41, 42, 46, 47, 54, 49, 48, 50, 51, 53, 52, 58, 60, 55, 57, 62, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
103: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 38, 50, 42, 41, 53, 58, 54, 61, 48, 37, 62, 49, 46, 47, 51, 52, 63, 57, 60, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
104: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 38, 37, 41, 35, 42, 46, 47, 53, 50, 49, 55, 54, 51, 48, 52, 62, 61, 57, 58, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
105: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 41, 51, 42, 38, 46, 43, 47, 50, 54, 49, 52, 48, 55, 53, 57, 58, 61, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
106: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 27, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 37, 38, 42, 50, 41, 46, 47, 55, 53, 49, 54, 43, 51, 48, 60, 52, 57, 61, 58, 63, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
107: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 30, 45, 39, 33, 25, 34, 44, 27, 10], [40, 32, 35, 42, 37, 41, 58, 43, 47, 38, 48, 63, 49, 46, 50, 52, 51, 57, 54, 53, 55, 60, 61, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
108: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 29, 21, 23, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 43, 38, 35, 37, 41, 47, 42, 46, 48, 55, 54, 49, 50, 52, 51, 53, 57, 61, 60, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
109: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 25, 29, 23, 27, 45, 39, 33, 21, 34, 44, 30], [40, 32, 35, 46, 37, 51, 42, 38, 53, 54, 41, 43, 47, 55, 52, 60, 49, 48, 61, 50, 57, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
110: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 25, 45, 39, 33, 30, 34, 44, 23], [40, 32, 43, 35, 37, 46, 42, 38, 41, 51, 52, 47, 60, 54, 48, 50, 49, 53, 63, 61, 57, 58, 55, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
111: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 37, 42, 54, 43, 41, 38, 63, 51, 53, 49, 46, 47, 55, 48, 50, 58, 52, 57, 60, 61, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
112: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 27, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 43, 37, 42, 62, 41, 46, 38, 49, 47, 61, 48, 50, 51, 52, 60, 53, 57, 54, 55, 63, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
113: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 43, 37, 35, 38, 42, 41, 51, 62, 46, 55, 47, 60, 49, 53, 48, 50, 61, 57, 52, 54, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
114: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 30, 27, 45, 39, 33, 25, 34, 44, 23], [40, 32, 35, 42, 37, 41, 46, 43, 54, 63, 38, 57, 60, 47, 58, 48, 52, 53, 62, 61, 49, 50, 51, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
115: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 29, 21, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 43, 35, 37, 38, 41, 42, 47, 46, 53, 54, 51, 48, 49, 50, 61, 55, 52, 57, 60, 62, 63, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
116: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 43, 37, 42, 46, 38, 47, 49, 53, 48, 54, 52, 50, 60, 51, 55, 57, 58, 62, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
117: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 25, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 42, 37, 58, 38, 43, 54, 41, 55, 49, 52, 46, 47, 50, 48, 51, 53, 57, 62, 61, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
118: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 27, 45, 39, 33, 29, 34, 44, 30], [40, 32, 35, 42, 38, 46, 37, 41, 47, 43, 48, 60, 52, 54, 50, 55, 49, 61, 53, 58, 62, 51, 57, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
119: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 23, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 37, 41, 38, 42, 43, 47, 49, 62, 58, 53, 52, 54, 46, 48, 63, 50, 57, 51, 55, 60, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
120: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 23, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 42, 38, 46, 43, 47, 41, 52, 55, 37, 54, 49, 51, 48, 61, 53, 62, 50, 57, 58, 63, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
121: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 25, 29, 45, 39, 33, 27, 34, 44, 30], [40, 32, 35, 41, 37, 38, 43, 42, 58, 46, 61, 52, 54, 49, 51, 47, 48, 57, 50, 53, 63, 55, 60, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
122: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 29, 25, 45, 39, 33, 30, 34, 44, 23], [40, 32, 43, 35, 38, 47, 37, 41, 58, 42, 50, 60, 49, 51, 46, 55, 54, 52, 48, 57, 53, 62, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
123: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 30, 45, 39, 33, 23, 34, 44, 25], [40, 32, 35, 37, 41, 38, 43, 42, 46, 62, 54, 52, 49, 47, 51, 48, 50, 53, 55, 60, 61, 57, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
124: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 30, 34, 44, 25], [40, 32, 35, 49, 42, 46, 38, 37, 47, 43, 41, 48, 54, 60, 52, 50, 51, 61, 55, 53, 57, 62, 58, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
125: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 10, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 27, 21, 23, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 43, 37, 46, 38, 41, 42, 54, 47, 60, 48, 55, 49, 51, 58, 61, 50, 53, 52, 57, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
126: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 29, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 38, 58, 46, 42, 51, 37, 43, 62, 47, 60, 48, 53, 49, 50, 52, 63, 54, 57, 61, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
127: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 6, 17, 5, 8, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30, 10], [40, 32, 43, 35, 38, 37, 41, 46, 42, 47, 54, 49, 52, 58, 50, 55, 48, 51, 53, 57, 61, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
128: [[73, 22, 3, 24, 4, 36, 2, 1, 28, 12, 13], [20, 7, 9, 17, 5, 8, 6, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 27, 25, 45, 39, 33, 29, 34, 44, 30, 10], [40, 32, 43, 35, 38, 37, 42, 46, 54, 41, 63, 53, 48, 50, 49, 47, 51, 52, 61, 57, 55, 58, 60, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
129: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 23, 21, 29, 27, 45, 39, 33, 25, 34, 44, 30], [40, 32, 35, 41, 37, 43, 38, 42, 47, 46, 53, 50, 54, 48, 52, 49, 51, 55, 61, 57, 60, 58, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
130: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 19, 31, 15, 16, 26, 18, 14, 56, 59, 21, 29, 27, 30, 45, 39, 33, 25, 34, 44, 23], [40, 32, 35, 43, 37, 42, 38, 41, 62, 46, 48, 49, 54, 50, 52, 60, 63, 57, 51, 53, 47, 55, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
131: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 5], [20, 7, 9, 14, 17, 6, 8, 11, 10, 19, 31, 15, 16, 26, 18, 27, 56, 59, 25, 21, 23, 29, 45, 39, 33, 28, 34, 44, 30], [60, 32, 35, 37, 38, 40, 42, 41, 51, 43, 46, 63, 50, 55, 57, 53, 47, 49, 48, 52, 54, 58, 61, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
132: [[73, 22, 3, 24, 4, 36, 1, 2, 28, 12, 13], [20, 7, 9, 6, 17, 5, 8, 10, 27, 11, 15, 21, 16, 26, 18, 19, 57, 59, 23, 29, 30, 61, 39, 33, 31, 25, 44, 34, 14], [40, 32, 35, 43, 38, 42, 37, 47, 49, 62, 53, 50, 41, 45, 52, 51, 48, 46, 54, 55, 58, 60, 56, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
133: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 13, 28], [20, 7, 9, 5, 17, 6, 8, 10, 19, 15, 31, 11, 16, 26, 18, 14, 57, 59, 27, 23, 30, 29, 45, 39, 21, 25, 40, 44, 42], [34, 32, 33, 41, 38, 61, 35, 37, 47, 55, 53, 46, 43, 49, 50, 51, 54, 63, 48, 58, 52, 56, 60, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
134: [[73, 22, 3, 24, 12, 4, 6, 2, 1, 13, 28], [20, 7, 9, 16, 17, 5, 8, 11, 25, 19, 31, 15, 18, 26, 14, 10, 56, 59, 23, 21, 27, 29, 45, 39, 30, 33, 40, 62, 34], [36, 32, 35, 38, 37, 55, 42, 41, 43, 44, 53, 57, 46, 47, 54, 48, 50, 52, 49, 63, 60, 51, 58, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
135: [[73, 22, 3, 24, 12, 4, 2, 1, 21, 13, 28], [20, 7, 9, 6, 17, 5, 8, 11, 15, 19, 31, 29, 16, 26, 14, 10, 59, 55, 18, 23, 27, 45, 39, 33, 41, 25, 44, 30, 34], [40, 32, 43, 35, 37, 38, 46, 42, 36, 47, 54, 50, 53, 48, 52, 51, 56, 57, 61, 49, 58, 62, 63, 60, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
136: [[73, 22, 3, 24, 12, 4, 36, 1, 28, 13, 14], [20, 7, 9, 6, 17, 5, 8, 11, 15, 31, 16, 2, 18, 26, 10, 30, 57, 19, 21, 25, 23, 29, 45, 35, 33, 50, 34, 46, 27], [40, 32, 44, 37, 39, 42, 41, 38, 43, 47, 53, 59, 52, 48, 51, 54, 55, 56, 58, 49, 61, 60, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
137: [[73, 22, 3, 24, 12, 4, 32, 1, 2, 13, 28], [20, 7, 9, 6, 17, 5, 8, 10, 11, 23, 31, 25, 18, 15, 16, 14, 56, 59, 21, 29, 19, 26, 39, 37, 27, 50, 34, 62, 30], [40, 33, 43, 36, 35, 46, 41, 38, 47, 57, 52, 42, 54, 48, 51, 55, 44, 45, 49, 53, 61, 60, 63, 58, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
138: [[73, 22, 3, 24, 12, 4, 2, 14, 1, 13, 28], [20, 7, 9, 6, 17, 5, 8, 11, 15, 23, 31, 10, 26, 18, 16, 60, 58, 19, 21, 29, 27, 30, 45, 39, 25, 34, 33, 46, 35], [40, 32, 43, 37, 36, 42, 38, 41, 62, 47, 44, 50, 54, 49, 48, 53, 51, 57, 55, 52, 61, 56, 59, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
139: [[73, 22, 3, 24, 12, 4, 36, 2, 5, 1, 28], [20, 7, 9, 6, 17, 13, 8, 10, 11, 23, 31, 15, 26, 18, 16, 14, 57, 59, 29, 19, 21, 25, 39, 37, 27, 58, 34, 44, 30], [40, 32, 35, 33, 41, 46, 43, 42, 45, 38, 49, 54, 47, 55, 48, 52, 51, 53, 60, 50, 61, 62, 56, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
140: [[73, 22, 3, 24, 12, 4, 32, 1, 2, 6, 13], [20, 7, 9, 10, 17, 5, 8, 11, 14, 31, 15, 16, 18, 26, 19, 60, 59, 27, 21, 29, 23, 25, 45, 39, 41, 34, 28, 46, 30], [40, 33, 35, 42, 37, 43, 36, 38, 58, 44, 52, 50, 57, 47, 54, 48, 49, 55, 51, 53, 56, 63, 61, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
141: [[73, 22, 3, 24, 12, 4, 5, 2, 1, 13, 14], [20, 7, 9, 6, 17, 11, 8, 10, 23, 19, 31, 15, 16, 26, 18, 25, 58, 59, 27, 29, 21, 28, 45, 55, 33, 41, 36, 35, 30], [40, 32, 43, 34, 37, 38, 42, 39, 46, 47, 44, 48, 51, 49, 52, 57, 62, 50, 54, 53, 60, 61, 56, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
142: [[73, 22, 3, 24, 4, 36, 2, 11, 1, 12, 13], [20, 7, 9, 6, 17, 5, 8, 27, 19, 15, 29, 18, 16, 21, 40, 58, 57, 23, 26, 30, 43, 39, 37, 25, 31, 44, 28, 14, 10], [33, 32, 35, 38, 34, 46, 41, 45, 42, 50, 47, 52, 54, 48, 49, 55, 51, 53, 56, 59, 62, 60, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
143: [[73, 22, 3, 24, 4, 36, 32, 1, 2, 28, 12, 13], [20, 7, 9, 6, 17, 5, 8, 11, 27, 31, 16, 26, 18, 14, 56, 59, 23, 29, 15, 19, 37, 21, 49, 42, 40, 44, 30, 10], [25, 33, 43, 34, 35, 38, 41, 47, 39, 46, 62, 48, 45, 51, 50, 52, 53, 55, 54, 57, 63, 58, 60, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
144: [[73, 22, 3, 24, 12, 4, 6, 2, 5, 1, 28], [20, 7, 9, 10, 17, 13, 8, 14, 15, 19, 11, 23, 16, 26, 18, 27, 58, 59, 21, 29, 51, 30, 37, 39, 25, 36, 34, 52, 54], [40, 32, 35, 43, 41, 42, 38, 31, 63, 46, 53, 50, 33, 48, 44, 45, 47, 57, 55, 49, 56, 60, 62, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
145: [[73, 22, 3, 24, 4, 36, 2, 1, 21, 12, 28], [20, 7, 9, 6, 17, 5, 8, 10, 27, 31, 15, 11, 18, 13, 14, 40, 58, 59, 16, 29, 19, 55, 37, 39, 23, 50, 44, 25, 26], [30, 32, 35, 33, 38, 43, 42, 54, 41, 46, 53, 34, 45, 52, 47, 48, 49, 51, 57, 56, 61, 62, 60, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
146: [[73, 22, 3, 24, 4, 36, 1, 2, 8, 11, 12, 13], [20, 7, 9, 6, 17, 5, 27, 31, 15, 14, 26, 18, 16, 60, 56, 19, 29, 21, 30, 23, 45, 39, 25, 50, 34, 44, 28, 10], [40, 32, 43, 35, 38, 42, 41, 33, 37, 47, 46, 49, 51, 54, 52, 48, 53, 55, 58, 59, 57, 61, 62, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
147: [[73, 22, 3, 24, 12, 4, 36, 2, 1, 9, 28], [20, 7, 6, 14, 17, 13, 8, 10, 11, 31, 15, 23, 16, 26, 18, 30, 57, 27, 29, 21, 5, 19, 47, 37, 33, 25, 34, 45, 39], [40, 32, 35, 43, 38, 46, 44, 41, 62, 42, 52, 53, 54, 48, 49, 51, 59, 50, 55, 60, 58, 56, 61, 63, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
148: [[73, 22, 3, 24, 4, 36, 32, 1, 21, 12, 13], [20, 7, 9, 6, 17, 5, 8, 2, 19, 23, 15, 26, 18, 11, 14, 57, 59, 16, 25, 27, 28, 47, 39, 29, 50, 34, 46, 30, 10], [40, 31, 43, 35, 33, 58, 38, 37, 42, 44, 55, 45, 52, 48, 49, 53, 41, 61, 51, 54, 63, 60, 56, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
149: [[73, 22, 3, 24, 12, 4, 36, 2, 8, 13, 1], [20, 7, 9, 6, 17, 5, 10, 11, 15, 19, 31, 28, 16, 26, 18, 30, 57, 27, 29, 21, 23, 25, 47, 33, 41, 38, 34, 60, 14], [40, 32, 35, 42, 37, 43, 46, 39, 58, 44, 56, 53, 55, 45, 50, 48, 51, 54, 52, 63, 49, 59, 62, 61, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
150: [[73, 22, 3, 24, 12, 4, 2, 1, 5, 13, 28], [20, 7, 9, 6, 17, 16, 8, 10, 27, 19, 15, 23, 26, 18, 30, 44, 57, 63, 21, 29, 31, 11, 47, 37, 25, 34, 36, 38, 14], [40, 32, 43, 35, 46, 41, 33, 39, 52, 42, 45, 53, 48, 49, 51, 55, 56, 50, 59, 60, 61, 54, 58, 62, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
151: [[73, 22, 3, 24, 12, 4, 2, 1, 8, 13, 28], [20, 7, 9, 6, 17, 5, 11, 10, 27, 19, 15, 16, 26, 18, 25, 30, 58, 29, 23, 21, 31, 61, 47, 33, 41, 34, 44, 36, 14], [40, 32, 35, 37, 39, 42, 43, 38, 45, 63, 60, 48, 51, 62, 50, 53, 54, 46, 52, 49, 55, 57, 56, 59, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
152: [[73, 22, 3, 24, 4, 36, 6, 1, 17, 13, 28], [20, 7, 9, 2, 11, 5, 8, 10, 27, 19, 15, 12, 18, 16, 23, 26, 56, 59, 21, 29, 30, 63, 39, 33, 31, 25, 44, 34, 14], [40, 32, 43, 35, 37, 42, 41, 38, 58, 45, 50, 53, 46, 47, 48, 49, 51, 52, 60, 61, 57, 54, 62, 55, 68, 81, 64], [67, 65, 70, 66, 77, 69, 78, 71, 75, 72, 74, 76, 79, 82, 84, 80, 86, 87, 83, 85, 88]]
