0: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33], [32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82], [78, 80, 77], [85], [83, 81, 86], [84, 87, 88]]
102: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
103: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63], [57, 67], [70, 65, 64], [69, 73, 76], [66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
104: [[39], [10, 9, 37], [7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40], [56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66], [75, 71, 74], [72, 79, 82], [78, 80], [77, 85, 83], [81, 86], [84, 87, 88]]
105: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
106: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36], [43, 52, 44], [51, 53], [49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
107: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36], [43, 52], [44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79], [82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
108: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79], [82], [78, 80, 77], [85, 83], [81, 86, 84], [87, 88]]
109: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66], [75, 71], [74, 72, 79], [82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
110: [[39, 10, 9], [37, 7], [4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80, 77], [85, 83], [81, 86, 84], [87, 88]]
111: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23], [19, 20, 29], [21, 59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43, 52, 44, 51, 53, 49, 48, 61, 50], [54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75], [71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
112: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32], [35, 46, 42], [38, 40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65, 64, 69, 73, 76, 66, 75, 71], [74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
113: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49], [48, 61, 50], [54, 55, 60], [63, 57], [67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81], [86], [84, 87, 88]]
114: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36], [43, 52, 44], [51, 53, 49, 48], [61, 50, 54, 55], [60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
115: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31], [26, 58, 62], [34, 30], [33, 32, 35], [46, 42, 38], [40, 56], [45, 47], [36, 43, 52], [44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71], [74, 72, 79], [82, 78], [80, 77, 85, 83, 81, 86, 84, 87, 88]]
116: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83], [81, 86, 84], [87, 88]]
117: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83], [81, 86, 84], [87, 88]]
118: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73], [76, 66, 75], [71], [74, 72, 79], [82, 78, 80], [77, 85, 83, 81, 86, 84, 87, 88]]
119: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81], [86, 84, 87, 88]]
120: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85], [83, 81, 86], [84, 87, 88]]
121: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68], [14, 41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85], [83, 81, 86], [84, 87, 88]]
122: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21], [59, 25, 27], [31, 26, 58, 62, 34, 30, 33, 32], [35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
123: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
124: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41], [15, 18, 11], [17, 28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46], [42, 38, 40], [56, 45, 47], [36, 43], [52, 44, 51], [53, 49], [48, 61, 50], [54, 55], [60, 63, 57], [67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82, 78, 80, 77, 85], [83, 81], [86, 84, 87, 88]]
125: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68], [14], [41, 15, 18], [11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
126: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12], [13, 22, 24], [16, 23, 19], [20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73], [76, 66, 75], [71, 74], [72, 79, 82], [78, 80, 77, 85], [83, 81, 86], [84], [87, 88]]
127: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
128: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41], [15, 18], [11, 17, 28], [12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77], [85, 83], [81, 86, 84], [87, 88]]
129: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59], [25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50], [54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66], [75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
130: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59], [25, 27], [31, 26], [58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
131: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70], [65, 64, 69, 73], [76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
132: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53], [49, 48], [61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
133: [[39, 10, 9], [37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26, 58, 62, 34, 30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53], [49, 48], [61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76], [66, 75, 71], [74, 72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
134: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58], [62, 34, 30, 33, 32, 35, 46, 42, 38], [40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49], [48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
135: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31], [26, 58, 62], [34, 30, 33], [32], [35, 46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61, 50], [54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
136: [[39, 10, 9], [37, 7], [4, 3, 1, 6], [5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67], [70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
137: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30, 33, 32], [35, 46, 42], [38, 40, 56], [45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63], [57, 67, 70], [65, 64], [69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85, 83], [81, 86, 84], [87, 88]]
138: [[39, 10], [9, 37], [7, 4], [3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23, 19], [20, 29, 21], [59, 25], [27, 31, 26], [58, 62], [34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83, 81], [86, 84, 87], [88]]
139: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36], [43, 52], [44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82], [78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
140: [[39, 10], [9, 37], [7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28], [12, 13], [22, 24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49], [48, 61, 50], [54, 55], [60, 63, 57], [67, 70], [65, 64], [69, 73, 76], [66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
141: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50], [54, 55], [60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
142: [[39, 10, 9], [37, 7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24, 16], [23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52], [44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70], [65, 64, 69, 73, 76], [66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
143: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42], [38, 40, 56], [45, 47, 36], [43, 52, 44], [51, 53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66], [75, 71, 74], [72, 79, 82], [78, 80, 77], [85, 83], [81, 86, 84], [87, 88]]
144: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23], [19, 20], [29, 21, 59], [25, 27, 31], [26, 58], [62, 34, 30], [33], [32, 35, 46], [42, 38, 40], [56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
145: [[39, 10], [9, 37], [7, 4, 3], [1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49], [48, 61], [50, 54, 55], [60, 63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
146: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16, 23], [19, 20, 29], [21, 59, 25], [27, 31, 26], [58, 62, 34], [30], [33, 32, 35], [46, 42], [38, 40, 56], [45, 47], [36, 43, 52], [44, 51], [53, 49, 48], [61, 50], [54, 55, 60], [63, 57, 67], [70, 65, 64], [69, 73, 76, 66, 75, 71, 74], [72, 79], [82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
147: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45, 47], [36, 43, 52], [44, 51, 53], [49, 48, 61], [50, 54, 55], [60, 63, 57], [67, 70], [65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83], [81, 86, 84, 87, 88]]
148: [[39, 10], [9, 37], [7, 4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11, 17], [28, 12, 13], [22, 24], [16, 23, 19], [20, 29, 21], [59, 25, 27], [31, 26, 58], [62, 34, 30], [33, 32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44, 51], [53, 49, 48], [61, 50, 54], [55, 60, 63], [57, 67, 70], [65, 64, 69], [73, 76, 66], [75, 71], [74, 72, 79], [82, 78, 80], [77, 85, 83], [81, 86, 84], [87, 88]]
149: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15, 18], [11, 17, 28], [12, 13, 22], [24, 16], [23, 19, 20], [29, 21, 59], [25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79], [82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
150: [[39, 10], [9, 37], [7, 4], [3, 1, 6], [5, 8, 2], [68, 14, 41], [15, 18, 11], [17, 28, 12], [13, 22, 24], [16, 23, 19], [20, 29, 21], [59], [25, 27, 31], [26, 58, 62], [34, 30, 33], [32, 35], [46, 42, 38], [40, 56, 45], [47, 36, 43], [52, 44], [51, 53, 49], [48, 61, 50], [54, 55, 60], [63, 57], [67, 70, 65], [64, 69, 73], [76, 66, 75], [71, 74, 72], [79, 82, 78], [80, 77, 85], [83, 81, 86], [84, 87, 88]]
151: [[39, 10], [9, 37, 7], [4, 3, 1], [6, 5, 8], [2, 68, 14], [41, 15], [18], [11, 17, 28], [12, 13, 22], [24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47, 36, 43, 52, 44, 51, 53, 49, 48, 61, 50, 54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
152: [[39, 10], [9, 37, 7], [4, 3], [1, 6, 5], [8, 2, 68], [14, 41, 15], [18, 11], [17, 28, 12, 13, 22, 24, 16, 23, 19, 20, 29, 21, 59, 25, 27, 31, 26, 58, 62, 34, 30, 33, 32, 35, 46, 42, 38, 40, 56, 45, 47], [36, 43, 52, 44], [51, 53, 49, 48, 61, 50], [54, 55, 60, 63, 57, 67, 70, 65, 64, 69, 73, 76, 66, 75, 71, 74, 72, 79, 82, 78, 80, 77, 85, 83, 81, 86, 84, 87, 88]]
