0: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12], [42, 5, 38], [22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8, 79], [80, 14, 41, 15], [4, 3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72], [48, 61], [68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
102: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
103: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41, 15], [4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
104: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33], [6, 57], [35, 51, 52], [64, 21, 17], [32, 54], [28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
105: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60], [62, 43], [71, 72, 48], [61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
106: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29], [9, 20, 31], [33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
107: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1, 19], [46, 7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25], [36, 56], [66, 59], [44, 40, 60], [62, 43, 71], [72, 48], [61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
108: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17], [32, 54, 28], [25, 36], [56, 66, 59], [44, 40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76, 84], [67, 82], [81, 74]]
109: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12], [42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35], [51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
110: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86], [23, 13], [70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68, 77], [63, 73, 76], [84, 67, 82], [81, 74]]
111: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8, 79], [80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35], [51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56], [66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
112: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27, 83], [10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88], [8, 79, 80], [14, 41], [15, 4, 3], [16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56], [66, 59, 44], [40, 60, 62], [43, 71], [72, 48, 61], [68, 77, 63], [73, 76], [84, 67, 82], [81, 74]]
113: [[53, 55], [39, 30, 58], [85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15], [4, 3, 16], [34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
114: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79, 80], [14, 41, 15, 4], [3, 16], [34, 37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25, 36], [56, 66, 59], [44, 40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76, 84], [67, 82, 81, 74]]
115: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38], [22, 50], [49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
116: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52], [64, 21, 17], [32, 54, 28, 25], [36, 56, 66, 59], [44, 40, 60, 62], [43, 71, 72], [48, 61, 68, 77], [63, 73, 76, 84], [67, 82, 81], [74]]
117: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87], [18, 65], [2, 86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4], [3, 16, 34], [37, 26], [75, 29, 9], [20, 31, 33], [6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61], [68, 77], [63, 73, 76, 84, 67, 82, 81, 74]]
118: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70], [24, 12], [42, 5, 38], [22, 50, 49, 1], [19, 46], [7, 45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9], [20, 31, 33], [6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
119: [[53, 55], [39, 30], [58, 85, 78], [11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37], [26, 75, 29], [9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62], [43, 71], [72, 48], [61, 68, 77], [63, 73, 76], [84, 67], [82, 81, 74]]
120: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
121: [[53, 55], [39, 30, 58, 85], [78, 11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43], [71, 72], [48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
122: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6], [57, 35], [51, 52, 64], [21, 17], [32, 54], [28, 25, 36], [56, 66, 59], [44, 40], [60, 62, 43], [71, 72, 48, 61], [68, 77, 63], [73, 76], [84, 67, 82], [81, 74]]
123: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2], [86, 23], [13, 70, 24], [12, 42], [5, 38], [22, 50, 49], [1, 19, 46], [7, 45], [69, 88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21, 17], [32, 54, 28], [25, 36], [56, 66], [59, 44, 40], [60, 62, 43], [71, 72, 48], [61, 68, 77], [63, 73], [76, 84, 67], [82, 81, 74]]
124: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83, 10], [87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14], [41, 15, 4], [3, 16, 34], [37, 26], [75, 29], [9, 20, 31], [33, 6, 57], [35, 51], [52, 64, 21], [17, 32, 54], [28, 25, 36], [56, 66, 59], [44, 40, 60], [62, 43, 71], [72, 48, 61], [68, 77, 63], [73, 76], [84, 67, 82], [81, 74]]
125: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22], [50, 49, 1], [19, 46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15], [4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56], [66, 59, 44], [40, 60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
126: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52], [64, 21, 17], [32, 54], [28, 25, 36], [56, 66], [59, 44], [40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
127: [[53, 55, 39, 30], [58, 85, 78], [11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13], [70, 24], [12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45], [69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28], [25, 36, 56], [66, 59, 44], [40, 60], [62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
128: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18, 65], [2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14], [41, 15, 4], [3, 16], [34, 37, 26], [75, 29], [9, 20, 31], [33, 6, 57], [35, 51], [52, 64, 21], [17, 32], [54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
129: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10], [87, 18], [65, 2], [86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31], [33, 6], [57, 35], [51, 52, 64], [21, 17, 32], [54, 28], [25, 36, 56], [66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
130: [[53, 55], [39, 30], [58, 85, 78], [11, 47], [27, 83, 10], [87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62], [43, 71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
131: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64], [21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
132: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1], [19, 46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51, 52], [64, 21], [17], [32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76], [84, 67, 82, 81, 74]]
133: [[53, 55, 39], [30, 58], [85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16, 34], [37, 26], [75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
134: [[53, 55, 39], [30, 58, 85], [78, 11], [47, 27], [83, 10, 87], [18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32, 54], [28, 25, 36], [56, 66, 59], [44, 40, 60], [62, 43, 71], [72, 48], [61, 68, 77], [63, 73], [76, 84, 67], [82, 81, 74]]
135: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7], [45, 69, 88], [8, 79, 80], [14, 41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31], [33, 6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60, 62], [43, 71, 72, 48], [61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
136: [[53, 55], [39, 30], [58, 85, 78], [11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45], [69, 88, 8], [79, 80, 14, 41, 15, 4, 3, 16, 34, 37], [26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
137: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22], [50, 49, 1], [19, 46, 7], [45, 69], [88, 8, 79], [80, 14], [41, 15], [4, 3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52], [64, 21], [17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60, 62, 43, 71], [72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
138: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22, 50], [49, 1], [19, 46, 7], [45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34], [37, 26, 75], [29, 9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28], [25, 36], [56, 66, 59], [44, 40], [60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
139: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18, 65], [2, 86, 23, 13], [70, 24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6], [57, 35], [51, 52], [64, 21, 17], [32, 54, 28], [25, 36], [56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
140: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70, 24], [12, 42, 5], [38, 22, 50], [49, 1, 19], [46, 7, 45], [69, 88], [8, 79, 80], [14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20], [31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28], [25, 36, 56], [66, 59], [44, 40, 60], [62, 43], [71, 72], [48, 61, 68], [77, 63, 73], [76, 84, 67], [82, 81, 74]]
141: [[53, 55, 39], [30, 58], [85, 78, 11], [47, 27, 83], [10, 87], [18, 65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14], [41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
142: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2, 86], [23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44], [40, 60], [62, 43, 71], [72, 48, 61], [68, 77], [63, 73], [76, 84, 67], [82, 81, 74]]
143: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5], [38, 22, 50], [49, 1, 19], [46, 7], [45, 69], [88, 8], [79, 80, 14], [41, 15, 4], [3, 16, 34], [37, 26], [75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
144: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22, 50], [49, 1], [19, 46], [7, 45], [69, 88, 8], [79, 80], [14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28], [25, 36, 56], [66, 59], [44, 40], [60, 62, 43], [71, 72, 48], [61, 68], [77, 63], [73, 76], [84, 67, 82], [81, 74]]
145: [[53, 55], [39, 30, 58, 85], [78, 11, 47, 27], [83, 10, 87], [18, 65, 2], [86, 23], [13, 70, 24], [12, 42], [5, 38, 22], [50, 49, 1], [19, 46, 7, 45], [69, 88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6], [57, 35, 51], [52, 64], [21, 17, 32], [54, 28, 25], [36, 56], [66, 59, 44], [40, 60], [62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
146: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24, 12], [42, 5, 38], [22, 50], [49, 1, 19], [46, 7, 45], [69, 88, 8], [79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
147: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5, 38], [22, 50, 49], [1, 19, 46], [7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4, 3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
148: [[53, 55], [39, 30], [58, 85], [78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13, 70], [24, 12, 42], [5, 38, 22], [50, 49], [1, 19, 46], [7, 45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20], [31, 33, 6], [57, 35, 51], [52, 64, 21], [17, 32], [54, 28, 25], [36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
149: [[53, 55], [39, 30], [58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65], [2, 86, 23], [13, 70], [24, 12, 42], [5, 38, 22], [50, 49, 1], [19, 46], [7, 45], [69, 88], [8, 79], [80, 14, 41], [15, 4], [3, 16], [34, 37, 26], [75, 29, 9], [20, 31, 33], [6, 57, 35], [51, 52, 64], [21, 17, 32], [54, 28, 25], [36, 56, 66], [59, 44, 40], [60, 62, 43, 71], [72, 48], [61, 68], [77, 63, 73], [76, 84, 67, 82], [81, 74]]
150: [[53, 55], [39, 30, 58], [85, 78, 11], [47, 27, 83], [10, 87, 18], [65, 2], [86, 23, 13], [70, 24], [12, 42, 5], [38, 22, 50], [49, 1], [19, 46, 7], [45, 69], [88, 8, 79], [80, 14, 41], [15, 4, 3], [16, 34, 37], [26, 75, 29], [9, 20, 31], [33, 6, 57], [35, 51], [52, 64], [21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
151: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83, 10], [87, 18, 65, 2, 86, 23, 13, 70, 24, 12, 42, 5, 38, 22], [50, 49, 1, 19, 46, 7, 45, 69, 88, 8, 79, 80, 14, 41, 15, 4], [3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
152: [[53, 55, 39], [30, 58, 85], [78, 11, 47], [27, 83], [10, 87, 18], [65, 2, 86], [23, 13], [70, 24, 12], [42, 5], [38, 22, 50], [49, 1], [19, 46, 7], [45, 69, 88], [8, 79], [80, 14, 41], [15, 4], [3, 16, 34, 37, 26, 75, 29, 9, 20, 31, 33, 6, 57, 35, 51, 52, 64, 21, 17, 32, 54, 28, 25, 36, 56, 66, 59, 44, 40, 60, 62, 43, 71, 72, 48, 61, 68, 77, 63, 73, 76, 84, 67, 82, 81, 74]]
