0: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38], [35, 63, 57], [45, 47, 40, 46], [61, 48, 55], [51, 54, 49], [53, 52, 60, 59], [62, 58, 80], [70, 69, 64, 65], [66, 68, 75], [71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
102: [[11, 17, 21], [74, 15, 41], [14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22], [13, 16], [23, 24, 18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 45, 47], [46, 52, 61, 49, 48, 53], [51, 54, 57, 59, 55, 58, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87], [88]]
103: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 52, 61, 51, 48, 49, 53, 55, 54, 59, 57, 58, 60], [62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
104: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25], [27, 30, 31], [56, 33, 32, 43], [39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 62, 61], [48, 51, 49, 52], [54, 53, 57, 59], [58, 55, 60], [80, 70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
105: [[11, 17, 21], [74, 15, 41, 14], [67, 37], [7, 1, 3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31], [56, 33, 32], [43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 52, 61, 48, 55, 51, 54, 49, 57, 53, 59, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
106: [[11, 17, 21], [74, 15], [41, 14, 67], [37, 7], [1, 3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18, 19], [20, 50, 26], [25, 27, 30, 31, 56], [33], [32, 43, 39, 34, 44, 36], [42, 38], [35, 63, 40, 45, 47, 46, 51, 60, 48, 49, 53, 54, 52, 55, 57, 58, 59, 61, 62, 80, 70, 69, 64, 65, 66, 68], [75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
107: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19], [20, 50, 26, 25], [27, 30, 31, 56], [33, 32], [43, 39, 34, 44], [36, 42, 38, 35, 63, 40], [45, 47, 46, 53, 61, 52, 48, 49, 51, 54, 57, 55, 62, 58, 59, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78], [79, 82, 83, 81, 84, 85, 86, 87, 88]]
108: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10], [29, 28, 12, 22, 13], [16, 23, 24, 18, 19, 20, 50, 26], [25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 48], [61, 52, 55, 49, 51, 53, 54, 60, 57, 59, 62, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
109: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18], [19, 20, 50], [26, 25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63], [40, 45], [47, 46, 54, 61], [49, 51, 48], [53, 55, 52], [57, 58, 59], [60, 62, 80, 70], [69, 64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79, 82, 83], [81, 84, 85, 86], [87, 88]]
110: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1], [3], [2, 4, 5], [6, 8, 9], [10, 29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63], [57, 45, 47], [46, 48, 61], [40, 54, 52, 49], [55, 53], [60, 59, 51, 62, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
111: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 48, 61, 49], [55, 53, 51, 52], [54, 58], [59, 57, 62], [60, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82, 83], [81, 84], [85, 86, 87, 88]]
112: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25, 27], [30, 31, 56, 33], [32, 43, 39], [34], [44, 36, 42], [38, 35, 63], [40, 45, 47], [46, 48, 61], [49, 51, 52], [54, 53, 55, 57], [58, 59, 60], [62, 80, 70], [69, 64, 65], [66, 68], [75, 71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
113: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56], [33, 32], [43, 39], [34, 44, 36, 42], [38, 35, 63, 40], [45, 47, 46], [48, 61, 49, 53], [54, 55, 51, 62], [59, 57, 58], [52, 60, 80], [70, 69, 64], [65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
114: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34], [44, 36, 42, 38], [35, 63, 40], [45, 47], [46, 53, 57, 52], [51, 48, 54, 49], [58, 59, 61, 55], [62, 60, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77], [73, 76, 78], [79, 82, 83, 81], [84, 85, 86, 87, 88]]
115: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29], [28, 12, 22, 13, 16], [23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 57, 61, 48, 51, 55, 52, 49, 54, 53, 58, 59, 60, 62, 80, 70, 69, 64, 65, 66], [68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
116: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24, 18], [19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44, 36], [42, 38, 35, 63], [40, 47, 45, 46], [53, 61, 49], [54, 48, 52], [51, 55, 59, 57], [62, 58, 60], [80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
117: [[11, 17, 21], [74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5], [6, 8, 9], [10, 29, 28], [12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25, 27], [30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 53, 61, 49, 54, 55, 48, 51, 52, 57, 59, 58, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
118: [[11, 17], [21, 74, 15], [41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25], [27, 30, 31, 56], [33, 32, 43, 39, 34, 44], [36, 42, 38, 35, 63, 40, 45, 47, 46, 53, 61, 52, 48, 49, 51, 54, 55, 60, 62, 58, 57, 59, 80, 70, 69, 64, 65, 66, 68, 75], [71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
119: [[11, 17, 21], [74, 15], [41, 14, 67, 37], [7, 1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36], [42, 38, 35], [63, 40, 45], [47, 46, 48], [61, 53], [52, 51, 49, 54], [55, 59, 62, 58], [57, 60, 80], [70, 69, 64], [65, 66, 68], [75, 71, 72], [77, 73, 76], [78, 79], [82, 83, 81, 84], [85, 86, 87, 88]]
120: [[11, 17, 21], [74, 15, 41], [14, 67], [37, 7, 1], [3, 2], [4, 5, 6, 8], [9, 10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 59, 61, 53, 48, 51, 49, 52, 55, 57, 58, 60, 54, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82], [83, 81, 84, 85, 86, 87, 88]]
121: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8, 9], [10, 29, 28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26], [25, 27, 30, 31], [56, 33, 32], [43, 39, 34], [44, 36, 42], [38, 35, 63], [40, 47, 45, 46], [53], [61, 49], [51, 52, 54, 48, 59, 62, 55, 58, 60, 57, 80, 70, 69], [64, 65, 66, 68, 75, 71, 72, 77, 73], [76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
122: [[11, 17, 21], [74, 15], [41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16], [23, 24, 18], [19, 20, 50], [26, 25, 27], [30, 31, 56], [33, 32], [43, 39, 34, 44], [36, 42, 38, 35], [63, 40, 45, 47], [46, 49, 48, 53], [51, 52, 55], [54, 58, 62, 59], [57, 60, 61], [80, 70, 69, 64], [65, 66, 68, 75], [71, 72, 77], [73, 76, 78, 79], [82, 83], [81, 84], [85, 86, 87, 88]]
123: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16, 23], [24], [18, 19, 20], [50, 26, 25, 27], [30, 31, 56], [33, 32, 43, 39], [34, 44, 36, 42], [38, 35, 63], [40, 47, 45, 46], [49, 61, 48], [54, 52, 51, 53], [57, 59, 58, 55], [62, 60, 80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79, 82, 83], [81, 84], [85, 86, 87, 88]]
124: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6, 8], [9], [10, 29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50, 26, 25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44, 36], [42, 38, 35, 63], [40, 45, 47, 46, 48, 61, 49, 51, 53, 52, 54, 59, 57, 55, 62, 58, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
125: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3, 2], [4, 5, 6], [8, 9, 10, 29], [28, 12, 22, 13], [16, 23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56], [33, 32, 43, 39], [34, 44, 36, 42], [38, 35], [63, 40, 45], [47, 46, 53], [61, 48, 54], [52, 51, 49, 55], [58, 57, 60, 59], [62, 80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73, 76], [78, 79, 82, 83], [81, 84, 85, 86], [87, 88]]
126: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22, 13, 16, 23], [24, 18, 19, 20], [50, 26, 25], [27, 30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63, 40], [47, 45, 46, 48], [60, 51, 54, 53], [55, 59, 58], [52, 49, 62, 57], [61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83], [81, 84, 85, 86, 87, 88]]
127: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7], [1, 3, 2], [4, 5, 6], [8], [9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43], [39, 34, 44, 36], [42, 38, 35], [63, 40, 45], [47, 46, 52, 61], [53, 48], [49, 55, 54, 57], [60, 51, 58], [59, 62, 80], [70, 69, 64], [65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79], [82, 83, 81, 84], [85, 86, 87, 88]]
128: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4], [5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19], [20, 50, 26, 25], [27, 30, 31], [56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40], [45, 47, 46, 53], [61, 48, 55, 49], [52, 51, 59, 60], [62, 58, 54], [57, 80, 70, 69], [64, 65, 66], [68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
129: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2], [4, 5, 6, 8], [9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32], [43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 49], [61, 48, 54, 52, 55, 53, 59, 51, 58, 62, 60, 57, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
130: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6], [8, 9, 10, 29], [28], [12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35], [63, 40, 45], [47, 46, 48], [61, 51, 49, 52], [62, 53, 55, 54], [58, 59], [60, 57, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
131: [[11, 17, 21, 74, 15], [41, 14, 67], [37, 7, 1, 3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30, 31], [56, 33, 32, 43], [39, 34, 44, 36], [42, 38, 35], [63, 40, 47, 45], [46, 49], [53, 57, 55], [52, 51, 48, 54], [59, 60, 58], [61, 62, 80], [70, 69, 64], [65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
132: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1], [3, 2, 4], [5, 6], [8, 9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50], [26, 25, 27, 30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40], [45, 47, 46, 48], [60, 51, 49, 53], [62, 54], [55, 52, 58, 59], [61, 57, 80, 70], [69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
133: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2, 4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13, 16, 23], [24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 48, 61, 51, 55, 52, 49, 54, 60, 59, 53, 57, 62, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
134: [[11, 17, 21], [74, 15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8, 9], [10, 29, 28, 12], [22, 13, 16, 23], [24, 18, 19], [20, 50, 26], [25, 27, 30], [31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35], [63, 40, 45], [47, 46, 53], [52, 48, 51], [49, 54, 55, 58, 57], [59, 60, 62], [61, 80, 70, 69, 64], [65], [66, 68, 75, 71, 72], [77, 73, 76], [78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
135: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5], [6, 8, 9, 10], [29], [28, 12, 22, 13], [16, 23, 24], [18, 19, 20], [50, 26, 25], [27], [30, 31, 56, 33], [32, 43, 39, 34], [44, 36, 42], [38, 35, 63], [40, 47, 45, 46], [52, 61, 48, 51], [53, 62], [49, 55, 54, 58], [59, 57, 60, 80], [70, 69, 64], [65, 66, 68, 75], [71, 72, 77, 73], [76, 78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
136: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4], [5, 6, 8, 9], [10, 29], [28, 12, 22, 13], [16, 23], [24, 18, 19, 20], [50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 52, 53, 48, 51, 49, 54, 57, 55, 59, 61, 58, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
137: [[11, 17, 21, 74], [15, 41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16], [23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35], [63, 40, 47, 45, 46, 48, 61, 49, 55, 54, 51, 53, 52, 60], [57, 58, 59, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
138: [[11, 17], [21, 74, 15], [41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8], [9], [10, 29], [28, 12, 22], [13, 16], [23, 24, 18], [19, 20, 50], [26], [25, 27, 30, 31], [56, 33, 32, 43], [39, 34, 44], [36, 42, 38], [35, 63, 40, 47], [45, 46, 49, 61], [48, 51, 53], [52, 62, 55, 57], [54, 58, 59], [60, 80, 70], [69, 64, 65, 66], [68, 75, 71, 72], [77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
139: [[11, 17, 21, 74], [15, 41, 14, 67], [37], [7, 1, 3, 2], [4, 5, 6, 8], [9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 60, 54, 61, 48, 46, 53, 51, 62, 55, 49, 52, 59, 57, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73], [76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
140: [[11, 17, 21], [74, 15], [41, 14, 67], [37, 7], [1, 3, 2], [4, 5, 6], [8, 9, 10], [29, 28, 12], [22], [13, 16, 23], [24, 18, 19], [20, 50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36, 42], [38, 35, 63, 40], [45, 47, 46], [49, 61, 48], [55, 51, 54, 53], [52, 57, 62, 59], [60, 58, 80, 70], [69, 64, 65], [66, 68, 75, 71, 72], [77, 73, 76, 78], [79, 82, 83], [81, 84, 85, 86], [87, 88]]
141: [[11, 17, 21], [74, 15], [41, 14, 67, 37], [7, 1, 3], [2, 4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25, 27], [30], [31, 56, 33, 32], [43, 39, 34, 44], [36, 42, 38], [35, 63, 40, 45], [47, 46, 48], [61, 49, 54, 51], [52, 55, 53, 57], [59, 58, 62, 60], [80, 70, 69], [64, 65, 66, 68], [75, 71, 72, 77], [73, 76, 78], [79, 82, 83], [81, 84, 85], [86, 87, 88]]
142: [[11, 17], [21, 74, 15], [41, 14, 67], [37, 7, 1], [3, 2, 4], [5, 6, 8], [9, 10, 29], [28, 12, 22], [13, 16, 23], [24, 18, 19], [20, 50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36, 42, 38], [35, 63, 40, 45], [47, 46, 48], [61, 49, 51], [53, 59, 52, 55], [54, 60, 57], [62, 58, 80], [70, 69, 64], [65], [66, 68, 75, 71], [72, 77, 73, 76], [78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
143: [[11, 17, 21], [74, 15], [41, 14, 67], [37, 7, 1, 3], [2, 4, 5, 6], [8, 9, 10, 29], [28, 12, 22], [13, 16, 23, 24], [18, 19, 20], [50, 26, 25], [27, 30, 31], [56, 33, 32, 43], [39, 34, 44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 52, 61], [48, 54, 53, 55], [51, 57, 60], [59, 62, 49, 58], [80, 70, 69], [64, 65, 66], [68, 75, 71, 72], [77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
144: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1], [3, 2, 4], [5], [6, 8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36], [42, 38, 35, 63], [40, 45, 47], [46, 60, 61, 49], [51, 55, 52, 54], [48, 57, 58, 59], [53, 62, 80, 70], [69, 64, 65, 66], [68, 75, 71], [72, 77, 73, 76], [78, 79, 82], [83, 81, 84, 85], [86, 87, 88]]
145: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4], [5, 6, 8, 9], [10, 29, 28, 12], [22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 52, 61, 49, 53, 48, 55, 51, 58, 62, 54, 59, 57, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72], [77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
146: [[11, 17, 21, 74, 15], [41, 14, 67], [37, 7, 1, 3, 2, 4], [5, 6, 8], [9, 10, 29, 28], [12, 22, 13, 16], [23, 24, 18], [19, 20, 50, 26], [25, 27, 30], [31, 56, 33], [32, 43, 39], [34, 44, 36], [42, 38, 35], [63], [40, 47, 46, 45], [49, 57, 48, 51], [53, 54, 52], [55, 58, 60], [59, 61, 62, 80], [70, 69, 64, 65], [66, 68, 75, 71], [72, 77, 73], [76, 78, 79, 82], [83, 81, 84], [85, 86, 87, 88]]
147: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42], [38, 35, 63, 40, 45, 47, 46, 49, 53, 48, 54, 51, 52, 55, 60, 59, 57, 58, 62, 61, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
148: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7], [1, 3, 2, 4, 5, 6, 8], [9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 49, 53, 54, 52, 55, 48, 59, 57, 61, 58, 51, 60, 62, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
149: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2], [4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13, 16, 23, 24, 18, 19, 20, 50, 26], [25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 47, 45, 46, 52, 61, 49, 51, 48, 53, 55, 54, 59, 60, 62, 57, 58, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
150: [[11, 17, 21], [74, 15, 41], [14, 67, 37], [7, 1, 3], [2, 4, 5, 6], [8, 9, 10], [29, 28, 12, 22], [13, 16, 23], [24, 18, 19, 20], [50, 26, 25], [27, 30, 31, 56], [33, 32, 43], [39, 34, 44, 36], [42, 38, 35], [63, 40, 47], [45, 46], [53, 61, 55], [51, 48, 49, 54], [58, 52], [59, 62, 60, 57], [80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
151: [[11, 17, 21], [74, 15, 41], [14], [67, 37, 7, 1], [3, 2, 4, 5], [6, 8], [9, 10, 29, 28], [12, 22, 13, 16, 23, 24], [18, 19, 20, 50, 26, 25, 27, 30, 31, 56, 33, 32, 43, 39, 34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 53, 61, 48, 52, 51], [49, 54, 59, 62, 55, 58, 57, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
152: [[11, 17, 21, 74], [15, 41, 14], [67, 37, 7, 1], [3, 2, 4, 5, 6, 8, 9, 10, 29, 28, 12, 22, 13], [16, 23, 24, 18, 19, 20, 50, 26, 25, 27, 30, 31, 56], [33, 32, 43, 39], [34, 44, 36, 42, 38, 35, 63, 40, 45, 47, 46, 52, 61, 49, 48, 51, 53, 55, 54, 59, 58, 57, 62, 60, 80, 70, 69, 64, 65, 66, 68, 75, 71, 72, 77, 73, 76, 78, 79, 82, 83, 81, 84, 85, 86, 87, 88]]
