0: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84, 80], [79, 82], [81, 87, 85], [86, 88]]
102: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7, 12], [22, 11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64], [65, 69, 67], [70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
103: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78, 83], [84, 80], [79, 82, 81], [87, 85, 86, 88]]
104: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32, 44, 40, 54, 37, 34], [36, 47, 43], [38, 42, 45], [49, 35, 51, 57, 48], [61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
105: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55, 59], [62, 56, 58, 63], [64, 65], [69, 67, 70], [66, 76, 68], [73, 71, 74, 77], [75, 72, 78, 83], [84, 80, 79], [82, 81], [87, 85, 86, 88]]
106: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60], [25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34], [36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63], [64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
107: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8, 14], [4, 15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52], [55, 59, 62, 56, 58, 63, 64], [65, 69, 67, 70, 66, 76, 68], [73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
108: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24, 29], [13, 23, 16, 28], [27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40], [54, 37], [34, 36, 47], [43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
109: [[50, 5, 19], [39, 10, 9], [6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17], [21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44], [40, 54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74], [77, 75, 72, 78], [83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
110: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28], [27, 18, 41, 60], [25, 20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34], [36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
111: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62, 56], [58, 63, 64], [65, 69], [67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
112: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54], [37, 34], [36, 47, 43, 38], [42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
113: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71], [74, 77], [75, 72, 78, 83, 84], [80, 79, 82, 81, 87, 85, 86, 88]]
114: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26], [31, 32, 44, 40], [54, 37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78], [83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
115: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13, 23], [16], [28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
116: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66], [76, 68], [73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
117: [[50, 5, 19, 39], [10, 9, 6], [3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13], [23, 16], [28, 27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47, 43], [38, 42, 45], [49, 35, 51], [57, 48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65, 69], [67, 70, 66], [76, 68, 73, 71], [74, 77, 75], [72, 78], [83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
118: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20], [30, 46, 33, 26], [31, 32, 44, 40], [54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71, 74, 77], [75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
119: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17], [21, 24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53], [52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70], [66, 76], [68, 73, 71, 74], [77, 75, 72, 78], [83, 84, 80, 79], [82, 81, 87, 85, 86], [88]]
120: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56], [58, 63, 64, 65, 69], [67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
121: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56, 58], [63, 64, 65], [69, 67, 70, 66, 76, 68, 73], [71, 74, 77, 75, 72, 78, 83], [84, 80, 79], [82, 81, 87, 85, 86, 88]]
122: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57, 48, 61], [53, 52, 55, 59], [62, 56, 58], [63, 64, 65], [69, 67, 70], [66, 76, 68], [73, 71, 74], [77, 75, 72, 78], [83, 84, 80, 79], [82, 81, 87], [85, 86, 88]]
123: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20], [30, 46], [33, 26, 31], [32, 44], [40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
124: [[50, 5], [19, 39], [10, 9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57], [48, 61, 53], [52, 55], [59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
125: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20], [30, 46], [33, 26, 31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77], [75, 72], [78, 83, 84, 80], [79, 82, 81], [87, 85, 86, 88]]
126: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7, 12], [22, 11, 17, 21], [24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20], [30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43, 38], [42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62], [56, 58, 63, 64], [65, 69, 67], [70, 66, 76, 68], [73, 71, 74], [77, 75, 72], [78, 83, 84, 80], [79, 82, 81], [87, 85, 86, 88]]
127: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7, 12], [22, 11, 17, 21], [24, 29, 13, 23], [16, 28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52], [55, 59], [62, 56, 58, 63], [64, 65, 69], [67, 70], [66, 76, 68], [73, 71], [74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
128: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54], [37, 34], [36, 47, 43, 38], [42, 45, 49, 35], [51, 57, 48], [61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73], [71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87], [85, 86, 88]]
129: [[50, 5, 19], [39, 10], [9, 6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46, 33], [26, 31, 32, 44], [40, 54, 37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69], [67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83], [84, 80, 79], [82, 81, 87], [85, 86, 88]]
130: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17], [21, 24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38], [42, 45, 49, 35, 51, 57, 48, 61, 53], [52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68], [73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
131: [[50, 5], [19, 39, 10], [9, 6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34], [36, 47, 43], [38, 42, 45, 49], [35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63, 64], [65, 69], [67, 70, 66], [76, 68, 73], [71, 74, 77], [75, 72, 78, 83], [84, 80, 79, 82], [81, 87, 85], [86, 88]]
132: [[50, 5, 19], [39, 10], [9, 6, 3], [1, 8, 14], [4, 15, 2], [7, 12, 22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35, 51], [57, 48, 61], [53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69], [67, 70, 66, 76], [68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
133: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8, 14], [4, 15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66], [76, 68, 73], [71, 74, 77, 75, 72, 78, 83], [84, 80, 79, 82, 81, 87, 85, 86, 88]]
134: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18], [41, 60, 25, 20], [30, 46, 33, 26], [31, 32, 44], [40, 54, 37], [34, 36, 47], [43, 38], [42, 45, 49, 35], [51, 57, 48], [61, 53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
135: [[50, 5, 19], [39, 10], [9, 6], [3, 1, 8], [14, 4, 15], [2, 7, 12], [22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26], [31, 32], [44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68], [73, 71, 74], [77, 75, 72, 78], [83, 84, 80, 79], [82, 81, 87], [85, 86, 88]]
136: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38], [42, 45], [49, 35, 51], [57, 48], [61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76], [68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
137: [[50, 5, 19], [39, 10], [9, 6], [3, 1], [8, 14, 4], [15, 2], [7, 12, 22], [11, 17, 21], [24, 29, 13], [23, 16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47, 43], [38, 42, 45], [49, 35, 51], [57, 48], [61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67], [70, 66, 76, 68], [73, 71, 74], [77, 75, 72, 78], [83, 84, 80, 79], [82, 81], [87, 85, 86, 88]]
138: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24, 29], [13, 23, 16, 28], [27, 18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78, 83, 84], [80, 79, 82, 81], [87, 85, 86], [88]]
139: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29], [13, 23, 16, 28], [27, 18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40], [54, 37, 34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56, 58], [63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77], [75, 72], [78, 83, 84, 80], [79, 82, 81, 87], [85, 86, 88]]
140: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22, 11], [17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35], [51, 57, 48], [61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
141: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24], [29, 13], [23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
142: [[50, 5, 19], [39, 10, 9, 6], [3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31, 32, 44, 40], [54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
143: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11], [17, 21, 24], [29, 13, 23, 16], [28, 27, 18, 41], [60, 25, 20], [30, 46, 33], [26, 31, 32], [44, 40, 54], [37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74], [77, 75, 72, 78, 83], [84, 80, 79, 82, 81, 87, 85, 86, 88]]
144: [[50, 5, 19], [39, 10, 9, 6], [3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24], [29, 13, 23], [16, 28, 27], [18, 41, 60], [25, 20, 30], [46, 33, 26], [31, 32, 44, 40], [54, 37, 34, 36], [47, 43, 38], [42, 45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56, 58], [63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
145: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29], [13, 23, 16, 28], [27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44], [40, 54, 37], [34, 36, 47], [43, 38, 42], [45, 49, 35], [51, 57, 48, 61], [53, 52, 55], [59, 62, 56], [58, 63, 64], [65, 69, 67, 70], [66, 76, 68], [73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
146: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2], [7, 12, 22, 11], [17, 21, 24, 29], [13, 23, 16, 28], [27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35, 51], [57, 48, 61, 53], [52, 55, 59, 62], [56, 58, 63, 64], [65, 69, 67, 70], [66, 76, 68], [73, 71, 74], [77, 75, 72, 78], [83, 84, 80, 79], [82, 81, 87, 85], [86, 88]]
147: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29, 13], [23, 16, 28], [27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34, 36, 47], [43, 38, 42, 45], [49, 35, 51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63, 64], [65, 69], [67, 70, 66, 76, 68, 73, 71, 74, 77], [75, 72, 78, 83, 84, 80, 79, 82], [81, 87, 85, 86, 88]]
148: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15, 2], [7, 12, 22], [11, 17], [21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53], [52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
149: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4, 15], [2, 7, 12], [22, 11, 17, 21], [24, 29, 13, 23], [16, 28, 27], [18, 41, 60, 25], [20, 30, 46], [33, 26, 31, 32], [44, 40, 54, 37], [34, 36, 47], [43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63], [64, 65, 69, 67], [70, 66, 76, 68], [73, 71, 74, 77], [75, 72, 78], [83, 84, 80, 79], [82, 81, 87, 85], [86, 88]]
150: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11], [17, 21, 24, 29], [13, 23, 16], [28, 27, 18, 41], [60, 25, 20, 30], [46, 33, 26, 31], [32, 44, 40, 54], [37, 34], [36, 47, 43, 38], [42, 45, 49], [35, 51, 57, 48], [61, 53, 52, 55], [59, 62, 56], [58, 63, 64, 65], [69, 67, 70, 66], [76, 68, 73, 71], [74, 77, 75, 72], [78, 83, 84], [80, 79, 82, 81], [87, 85, 86, 88]]
151: [[50, 5, 19], [39, 10, 9], [6, 3, 1], [8, 14, 4], [15, 2, 7], [12, 22, 11, 17], [21, 24, 29, 13], [23, 16, 28], [27, 18, 41, 60], [25, 20, 30, 46], [33, 26, 31], [32, 44, 40, 54], [37, 34, 36], [47, 43, 38, 42], [45, 49, 35], [51, 57], [48, 61, 53, 52], [55, 59, 62, 56], [58, 63, 64, 65], [69, 67, 70], [66, 76, 68, 73], [71, 74, 77, 75], [72, 78, 83, 84], [80, 79, 82], [81, 87, 85], [86, 88]]
152: [[50, 5, 19], [39, 10, 9], [6, 3, 1, 8], [14, 4, 15], [2, 7, 12, 22], [11, 17, 21, 24, 29, 13, 23, 16, 28, 27, 18, 41, 60, 25, 20, 30, 46, 33, 26, 31, 32, 44, 40, 54, 37, 34, 36, 47, 43, 38, 42, 45, 49, 35, 51, 57, 48, 61, 53, 52, 55, 59, 62, 56, 58, 63, 64, 65, 69, 67, 70, 66, 76, 68, 73, 71, 74, 77, 75, 72, 78, 83, 84, 80, 79, 82, 81, 87, 85, 86, 88]]
