0: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20, 59], [27, 26], [31, 29], [30, 36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40], [60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68], [67, 65, 70], [64, 74], [77, 69, 66], [79, 71, 72, 75, 73, 76, 78, 82], [85, 84], [81, 80], [83, 87, 86, 88]]
102: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22, 13, 23, 16, 25, 18], [19, 50, 21, 17, 20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48, 51, 53], [52, 55], [57, 63, 58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83], [87, 86, 88]]
103: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
104: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12, 22], [13, 23], [16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31, 29], [30, 36], [33, 35], [32, 42], [38, 34, 39], [37, 47], [40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48], [51, 53, 52], [55, 57], [63, 58, 61], [62, 68, 67, 65, 70, 64, 74, 77], [69, 66], [79, 71], [72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
105: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21], [17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39], [37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72], [75, 73], [76, 78, 82], [85, 84], [81, 80, 83], [87, 86, 88]]
106: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13, 23], [16, 25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36, 33, 35, 32, 42, 38, 34], [39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
107: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20, 59], [27, 26], [31, 29, 30], [36, 33, 35], [32, 42], [38, 34, 39], [37, 47, 40, 60], [41, 43], [44], [45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
108: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24], [8, 11], [28, 12], [22, 13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26, 31], [29, 30, 36], [33, 35, 32], [42, 38], [34, 39], [37, 47], [40, 60, 41], [43, 44], [45, 46, 56], [54, 49], [48, 51], [53, 52], [55, 57], [63, 58, 61], [62, 68, 67], [65, 70], [64, 74, 77], [69, 66], [79, 71], [72, 75, 73], [76, 78], [82, 85], [84, 81, 80, 83, 87, 86, 88]]
109: [[15, 14], [5, 6], [3, 9, 10, 4], [7, 1, 2], [24, 8, 11], [28, 12], [22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31, 29, 30], [36, 33], [35, 32], [42, 38, 34, 39], [37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63], [58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
110: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24], [8, 11], [28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35, 32], [42, 38, 34], [39, 37, 47, 40], [60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51], [53, 52, 55], [57, 63], [58, 61, 62], [68, 67], [65, 70, 64], [74, 77, 69], [66, 79, 71], [72, 75, 73], [76, 78], [82, 85], [84, 81, 80], [83, 87, 86], [88]]
111: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1, 2], [24, 8, 11], [28, 12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36, 33], [35, 32, 42, 38, 34], [39, 37, 47, 40, 60, 41, 43, 44, 45, 46], [56, 54, 49, 48, 51, 53, 52, 55, 57, 63], [58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
112: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21, 17], [20, 59], [27, 26], [31, 29, 30, 36, 33, 35, 32], [42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48], [51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
113: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21], [17, 20, 59, 27], [26, 31], [29, 30], [36, 33], [35, 32, 42, 38], [34, 39, 37], [47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48, 51, 53], [52, 55, 57, 63], [58, 61], [62, 68, 67], [65, 70], [64, 74, 77], [69, 66], [79, 71, 72], [75, 73], [76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
114: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26], [31, 29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47], [40, 60, 41], [43, 44], [45, 46], [56, 54], [49, 48], [51, 53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74], [77, 69, 66], [79, 71, 72, 75], [73, 76, 78, 82, 85, 84, 81, 80, 83, 87], [86, 88]]
115: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27], [26, 31, 29], [30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40], [60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
116: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35], [32, 42], [38, 34], [39, 37], [47, 40, 60], [41, 43], [44, 45, 46], [56, 54, 49], [48, 51, 53], [52, 55, 57], [63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
117: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17, 20, 59, 27], [26, 31, 29, 30, 36], [33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41], [43, 44, 45, 46, 56, 54, 49, 48], [51, 53, 52, 55, 57, 63], [58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
118: [[15, 14], [5, 6, 3], [9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22, 13], [23, 16], [25, 18], [19, 50, 21], [17, 20], [59, 27, 26], [31, 29, 30], [36, 33], [35, 32], [42, 38], [34, 39, 37], [47, 40, 60], [41, 43, 44], [45, 46], [56, 54], [49, 48, 51, 53, 52, 55, 57], [63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
119: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22, 13], [23, 16], [25, 18, 19, 50], [21, 17], [20, 59], [27, 26], [31, 29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47, 40, 60], [41, 43, 44, 45, 46, 56, 54, 49, 48, 51], [53, 52, 55, 57, 63, 58, 61], [62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75], [73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
120: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21, 17], [20, 59], [27, 26, 31, 29, 30, 36, 33, 35, 32, 42], [38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51], [53, 52, 55], [57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
121: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35], [32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43], [44, 45, 46, 56, 54], [49, 48], [51, 53], [52, 55, 57], [63, 58, 61], [62, 68, 67], [65, 70, 64], [74, 77], [69, 66, 79, 71, 72, 75, 73], [76, 78, 82], [85, 84, 81, 80, 83, 87, 86, 88]]
122: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23], [16, 25], [18, 19], [50, 21, 17], [20, 59, 27, 26, 31, 29, 30, 36], [33, 35], [32, 42], [38, 34, 39, 37], [47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
123: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24], [8, 11, 28], [12, 22], [13, 23], [16, 25, 18], [19, 50], [21, 17, 20], [59, 27], [26, 31, 29], [30, 36], [33, 35], [32, 42], [38, 34], [39, 37, 47], [40, 60], [41, 43], [44, 45, 46], [56, 54, 49], [48, 51], [53, 52, 55], [57, 63], [58, 61, 62], [68, 67, 65], [70, 64, 74], [77, 69], [66, 79], [71, 72], [75, 73], [76, 78, 82], [85, 84], [81, 80, 83, 87], [86, 88]]
124: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20], [59, 27, 26], [31, 29], [30, 36], [33, 35, 32], [42, 38, 34], [39, 37], [47, 40, 60], [41, 43, 44], [45, 46], [56, 54, 49, 48, 51], [53, 52], [55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71], [72, 75, 73, 76, 78, 82, 85, 84, 81], [80, 83, 87, 86, 88]]
125: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8], [11, 28], [12, 22, 13], [23, 16], [25, 18, 19, 50], [21, 17], [20, 59, 27, 26, 31, 29, 30, 36, 33, 35, 32, 42], [38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
126: [[15, 14], [5, 6, 3], [9, 10], [4, 7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26, 31], [29, 30, 36], [33, 35, 32], [42, 38, 34], [39, 37], [47, 40], [60, 41, 43], [44, 45, 46], [56, 54, 49], [48, 51, 53], [52, 55], [57, 63], [58, 61, 62], [68, 67], [65, 70, 64], [74, 77], [69, 66], [79, 71, 72], [75, 73], [76, 78, 82], [85, 84, 81], [80, 83], [87, 86, 88]]
127: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1, 2], [24, 8, 11], [28, 12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31, 29, 30], [36, 33, 35], [32, 42], [38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46], [56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
128: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18, 19, 50, 21, 17, 20, 59, 27, 26], [31, 29, 30], [36, 33], [35, 32, 42], [38, 34, 39, 37, 47, 40, 60, 41], [43, 44], [45, 46], [56, 54, 49, 48], [51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80], [83, 87, 86, 88]]
129: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24, 8], [11, 28], [12, 22, 13], [23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36], [33, 35], [32, 42, 38], [34, 39], [37, 47], [40, 60], [41, 43, 44], [45, 46, 56], [54, 49, 48], [51, 53, 52], [55, 57], [63, 58, 61], [62, 68], [67, 65, 70], [64, 74, 77], [69, 66, 79], [71, 72, 75], [73, 76, 78], [82, 85], [84, 81, 80, 83, 87, 86, 88]]
130: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12], [22, 13, 23], [16, 25, 18], [19, 50, 21], [17, 20, 59], [27, 26], [31, 29, 30, 36, 33, 35, 32, 42, 38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67], [65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84], [81, 80, 83, 87, 86, 88]]
131: [[15, 14, 5], [6, 3], [9, 10, 4], [7, 1], [2, 24, 8], [11, 28], [12, 22], [13, 23, 16], [25, 18], [19, 50, 21], [17, 20], [59, 27, 26], [31, 29], [30, 36, 33, 35], [32, 42, 38], [34, 39, 37], [47, 40, 60], [41, 43], [44, 45, 46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63, 58], [61, 62], [68, 67, 65], [70, 64, 74], [77, 69], [66, 79, 71], [72, 75, 73, 76, 78], [82, 85], [84, 81, 80], [83, 87, 86, 88]]
132: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2], [24, 8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21, 17, 20], [59, 27], [26, 31, 29], [30, 36, 33, 35], [32, 42, 38, 34, 39, 37, 47, 40], [60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
133: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1, 2], [24, 8, 11], [28, 12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31, 29, 30], [36, 33, 35], [32, 42], [38, 34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46], [56, 54, 49], [48, 51], [53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84], [81, 80, 83, 87, 86, 88]]
134: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2, 24], [8, 11, 28], [12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32], [42, 38, 34], [39, 37], [47, 40, 60, 41, 43], [44, 45], [46, 56, 54, 49, 48, 51, 53, 52], [55, 57, 63, 58, 61, 62], [68, 67, 65], [70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
135: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25], [18, 19, 50, 21], [17, 20, 59, 27], [26, 31, 29, 30, 36], [33, 35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56], [54, 49], [48, 51], [53, 52], [55, 57, 63], [58, 61, 62], [68, 67, 65], [70, 64], [74, 77], [69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
136: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1, 2], [24, 8, 11], [28, 12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31, 29, 30], [36, 33, 35], [32, 42], [38, 34, 39], [37, 47], [40, 60], [41, 43, 44, 45], [46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79], [71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
137: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27], [26, 31, 29], [30, 36], [33, 35, 32, 42], [38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45, 46], [56, 54, 49], [48, 51, 53], [52, 55, 57], [63, 58], [61, 62, 68], [67, 65, 70, 64], [74, 77, 69], [66, 79], [71, 72], [75, 73], [76, 78, 82], [85, 84], [81, 80, 83, 87], [86, 88]]
138: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21], [17, 20, 59], [27, 26], [31, 29, 30], [36, 33, 35], [32, 42], [38, 34], [39, 37], [47, 40, 60], [41, 43, 44], [45, 46, 56], [54, 49], [48, 51, 53], [52, 55], [57, 63], [58, 61], [62, 68], [67, 65, 70], [64, 74], [77, 69], [66, 79, 71], [72, 75, 73], [76, 78], [82, 85, 84], [81, 80, 83], [87, 86, 88]]
139: [[15, 14, 5], [6, 3], [9, 10, 4], [7, 1, 2], [24, 8], [11, 28, 12], [22, 13, 23], [16, 25, 18], [19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36, 33], [35, 32, 42], [38, 34], [39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
140: [[15, 14], [5, 6], [3, 9], [10, 4], [7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25, 18], [19, 50], [21, 17], [20, 59, 27], [26, 31, 29], [30, 36, 33], [35, 32, 42], [38, 34], [39, 37], [47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48, 51], [53, 52], [55, 57, 63], [58, 61], [62, 68, 67], [65, 70, 64], [74, 77, 69], [66, 79, 71], [72, 75, 73], [76, 78, 82], [85, 84, 81], [80, 83, 87], [86, 88]]
141: [[15, 14], [5, 6], [3, 9, 10, 4, 7, 1, 2, 24, 8, 11, 28], [12, 22, 13], [23, 16], [25, 18, 19], [50, 21, 17, 20, 59, 27, 26, 31], [29, 30], [36, 33], [35, 32, 42, 38], [34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49, 48, 51, 53, 52, 55, 57, 63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
142: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17, 20], [59, 27, 26], [31, 29], [30, 36], [33, 35, 32], [42, 38, 34], [39, 37, 47], [40, 60], [41, 43], [44, 45], [46, 56, 54, 49], [48, 51, 53], [52, 55, 57], [63, 58], [61, 62, 68], [67, 65, 70], [64, 74, 77], [69, 66], [79, 71, 72], [75, 73], [76, 78, 82], [85, 84], [81, 80, 83], [87, 86, 88]]
143: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2, 24], [8, 11, 28], [12, 22, 13], [23, 16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30], [36, 33], [35, 32, 42], [38, 34], [39, 37], [47, 40, 60], [41, 43, 44], [45, 46], [56, 54, 49, 48], [51, 53], [52, 55], [57, 63], [58, 61, 62], [68, 67], [65, 70, 64], [74, 77, 69], [66, 79, 71], [72, 75, 73], [76, 78, 82], [85, 84], [81, 80, 83], [87, 86, 88]]
144: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12], [22, 13], [23, 16, 25], [18, 19], [50, 21, 17], [20, 59], [27, 26, 31], [29, 30], [36, 33], [35, 32], [42, 38, 34], [39, 37, 47], [40, 60, 41], [43, 44, 45], [46, 56], [54, 49, 48, 51], [53, 52, 55, 57, 63, 58, 61, 62], [68, 67, 65, 70, 64, 74, 77, 69, 66, 79], [71, 72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
145: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13], [23, 16, 25], [18, 19, 50], [21, 17, 20], [59, 27], [26, 31], [29, 30], [36, 33], [35, 32, 42], [38, 34, 39], [37, 47, 40], [60, 41], [43, 44, 45], [46, 56], [54, 49], [48, 51, 53], [52, 55, 57], [63, 58, 61], [62, 68, 67], [65, 70], [64, 74, 77], [69, 66], [79, 71], [72, 75, 73], [76, 78, 82], [85, 84, 81], [80, 83], [87, 86, 88]]
146: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24, 8], [11, 28], [12, 22, 13], [23, 16], [25, 18, 19], [50, 21], [17, 20, 59], [27, 26, 31], [29, 30], [36, 33, 35], [32, 42], [38, 34, 39], [37, 47, 40], [60, 41], [43, 44, 45], [46, 56, 54, 49], [48, 51, 53], [52, 55, 57], [63, 58, 61, 62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
147: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2, 24], [8, 11], [28, 12, 22], [13, 23, 16], [25, 18, 19], [50, 21, 17], [20, 59], [27, 26], [31, 29, 30], [36, 33, 35], [32, 42], [38, 34], [39, 37, 47], [40, 60], [41, 43, 44], [45, 46], [56, 54, 49], [48, 51, 53, 52, 55], [57, 63, 58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76], [78, 82, 85, 84, 81, 80, 83, 87], [86, 88]]
148: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13, 23], [16, 25], [18, 19], [50, 21], [17, 20], [59, 27, 26], [31, 29, 30], [36, 33, 35], [32, 42, 38], [34, 39], [37, 47], [40, 60], [41, 43, 44], [45, 46, 56], [54, 49, 48], [51, 53], [52, 55], [57, 63, 58], [61, 62, 68], [67, 65, 70], [64, 74], [77, 69], [66, 79, 71], [72, 75], [73, 76, 78], [82, 85], [84, 81, 80, 83], [87, 86, 88]]
149: [[15, 14], [5, 6], [3, 9, 10], [4, 7], [1, 2], [24, 8], [11, 28, 12], [22, 13, 23], [16, 25, 18], [19, 50, 21], [17, 20], [59, 27, 26, 31], [29, 30, 36, 33, 35, 32, 42, 38], [34, 39, 37, 47, 40, 60, 41, 43, 44, 45, 46, 56, 54, 49], [48, 51, 53, 52, 55], [57, 63, 58, 61, 62, 68, 67, 65, 70, 64], [74, 77, 69, 66, 79, 71, 72, 75, 73, 76, 78, 82, 85, 84, 81, 80, 83, 87, 86, 88]]
150: [[15, 14], [5, 6], [3, 9, 10], [4, 7, 1], [2, 24, 8], [11, 28, 12], [22, 13, 23], [16, 25], [18, 19], [50, 21], [17, 20, 59], [27, 26, 31], [29, 30], [36, 33, 35], [32, 42], [38, 34, 39], [37, 47, 40], [60, 41], [43, 44], [45, 46], [56, 54, 49], [48, 51, 53], [52, 55], [57, 63], [58, 61, 62], [68, 67], [65, 70, 64], [74, 77, 69], [66, 79, 71], [72, 75], [73, 76, 78], [82, 85], [84, 81, 80], [83, 87], [86, 88]]
151: [[15, 14], [5, 6, 3], [9, 10], [4, 7, 1], [2, 24, 8], [11, 28], [12, 22, 13, 23], [16, 25], [18, 19], [50, 21], [17, 20], [59, 27], [26, 31], [29, 30, 36], [33, 35, 32], [42, 38], [34, 39, 37], [47, 40, 60], [41, 43, 44], [45, 46, 56], [54, 49, 48, 51, 53, 52], [55, 57, 63, 58, 61], [62, 68, 67, 65, 70, 64, 74, 77, 69, 66, 79, 71], [72, 75, 73, 76, 78, 82, 85], [84, 81, 80, 83, 87, 86, 88]]
152: [[15, 14], [5, 6], [3, 9], [10, 4, 7], [1, 2], [24, 8, 11], [28, 12], [22, 13, 23], [16, 25], [18, 19, 50], [21, 17], [20, 59, 27], [26, 31], [29, 30], [36, 33, 35], [32, 42], [38, 34], [39, 37], [47, 40], [60, 41, 43], [44, 45], [46, 56, 54], [49, 48], [51, 53, 52], [55, 57, 63], [58, 61], [62, 68], [67, 65, 70], [64, 74, 77], [69, 66], [79, 71, 72], [75, 73, 76], [78, 82], [85, 84, 81], [80, 83, 87], [86, 88]]
