0: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
102: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
103: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
104: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
105: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
106: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
107: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
108: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
109: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
110: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
111: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
112: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
113: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
114: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
115: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
116: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
117: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
118: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
119: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
120: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
121: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
122: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
123: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
124: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
125: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
126: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
127: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
128: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
129: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
130: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
131: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
132: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
133: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
134: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
135: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
136: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
137: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
138: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
139: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
140: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
141: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
142: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
143: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
144: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
145: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
146: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
147: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
148: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
149: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
150: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
151: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
152: [[15, 14, 79], [44, 40, 39], [43, 11, 31], [8, 26, 41], [20, 87, 58], [16, 4], [13, 22, 12], [49, 25, 86], [69, 35, 10], [82, 84, 75], [17, 28, 52], [74, 33, 30], [1, 60, 2], [37, 3, 7], [36, 24, 23], [9, 34, 6], [29, 32, 62], [64, 19, 50], [27, 18, 47], [5, 42, 38], [45, 51, 56], [46, 55, 63], [85, 21, 59], [53, 70, 54], [68, 88, 57], [76, 71, 67], [73, 72, 77], [78, 61, 48], [80, 81], [65, 83, 66]]
