0: [[50, 11, 47, 40, 71, 75], [16, 35, 77, 51, 57, 72], [87, 17, 55, 21], [67, 6, 33, 56, 74], [5, 64, 54], [14, 48, 13, 23], [38, 19], [62, 60, 43], [3, 85, 18], [28, 1, 24, 2, 12, 22], [20, 4, 29], [25, 27, 61, 73], [34, 37], [32], [42], [7, 46], [36, 78, 45, 63], [52, 49, 58], [59, 65, 68, 31], [9, 53, 10, 39], [69, 44, 76, 79, 8], [70, 80, 84, 81], [82, 30, 26, 83, 66], [41, 86, 88, 15]]
102: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
103: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
104: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
105: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
106: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
107: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
108: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
109: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
110: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
111: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
112: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
113: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
114: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39, 8, 10], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
115: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
116: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
117: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
118: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
119: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
120: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
121: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
122: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
123: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
124: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
125: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
126: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
127: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
128: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
129: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
130: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
131: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
132: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
133: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
134: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
135: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
136: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
137: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
138: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
139: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
140: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
141: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
142: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
143: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
144: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
145: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
146: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
147: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
148: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
149: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 61, 55, 63, 56, 60, 62, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
150: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
151: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
152: [[22, 36, 3, 12, 2, 4, 5, 1, 13, 14, 23], [9, 7, 6, 8, 10, 17, 18, 35, 58, 33, 32, 34, 40, 21, 20, 11, 44, 30, 51, 59, 31, 39], [15, 24, 16, 19, 28, 26, 46, 25, 38, 43, 37, 57, 41, 42, 29, 27, 47, 45, 48, 49, 53, 52, 50, 54, 62, 55, 63, 56, 60, 61, 70, 65, 64], [66, 67, 73, 68, 69, 71, 77, 72, 74, 75, 76, 78, 79, 80, 82, 83, 85, 81, 86, 84, 87, 88]]
