0: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24], [19, 50], [20, 28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
102: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20], [28, 29], [25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78, 77], [79, 82, 83], [81, 85, 80], [86, 84, 87], [88]]
103: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39, 34], [35, 40], [47, 38], [42, 37, 43], [46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
104: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18], [21, 17], [23, 24], [19, 50], [20, 28, 29], [25, 26, 41], [60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52, 48, 61, 51, 59], [57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
105: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18], [21, 17], [23, 24], [19, 50], [20, 28, 29], [25, 26, 41], [60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52, 48, 61, 51, 59], [57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
106: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39], [34, 35, 40, 47], [38, 42, 37, 43], [46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
107: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
108: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52], [48, 61, 51], [59, 57, 58], [62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83, 81], [85, 80, 86, 84, 87, 88]]
109: [[36, 2], [1, 14, 15], [5, 3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32], [39, 34, 35], [40, 47, 38], [42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
110: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47], [38, 42, 37], [43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
111: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54, 55], [52, 48, 61], [51, 59, 57], [58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86], [84, 87, 88]]
112: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39], [34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
113: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
114: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30, 33], [32, 39], [34, 35, 40, 47, 38, 42], [37, 43, 46, 44, 45], [53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
115: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13], [12, 22], [16, 18], [21, 17, 23], [24, 19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30], [33, 32], [39, 34, 35], [40, 47], [38, 42], [37, 43], [46, 44, 45], [53, 56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66], [69, 76], [70, 75, 73, 74], [78, 77, 79], [82, 83, 81, 85, 80, 86], [84, 87, 88]]
116: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68, 72], [66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84], [87, 88]]
117: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83], [81, 85], [80, 86, 84], [87, 88]]
118: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47], [38, 42, 37], [43, 46, 44], [45, 53], [56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
119: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48, 61], [51, 59, 57], [58, 62, 63], [67, 71, 64], [65, 68], [72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
120: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60, 31], [30, 33, 32, 39], [34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
121: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32], [39, 34], [35, 40, 47], [38, 42, 37], [43, 46, 44], [45, 53, 56], [49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74], [78, 77], [79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
122: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31, 30], [33, 32], [39, 34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
123: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60, 31, 30, 33], [32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
124: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10], [9, 27], [8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64], [65, 68, 72], [66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82, 83], [81, 85], [80, 86, 84, 87, 88]]
125: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31], [30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81], [85, 80, 86, 84, 87, 88]]
126: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13], [12, 22], [16, 18], [21, 17, 23], [24, 19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30], [33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58, 62, 63, 67], [71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
127: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30], [33, 32, 39], [34, 35], [40, 47, 38], [42, 37], [43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
128: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
129: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47], [38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59], [57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85], [80, 86, 84, 87, 88]]
130: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
131: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30], [33, 32, 39], [34, 35], [40, 47], [38, 42, 37], [43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
132: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30], [33, 32, 39, 34], [35, 40, 47], [38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
133: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8, 11], [13, 12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64], [65, 68], [72, 66, 69], [76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
134: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41, 60], [31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51], [59, 57, 58], [62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
135: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79, 82], [83, 81, 85, 80], [86, 84, 87, 88]]
136: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31], [30, 33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59, 57], [58, 62], [63, 67, 71], [64, 65], [68, 72], [66, 69, 76], [70, 75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
137: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82, 83], [81, 85, 80], [86, 84, 87, 88]]
138: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29, 25], [26, 41], [60, 31, 30, 33, 32, 39, 34, 35, 40], [47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
139: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23, 24], [19, 50, 20], [28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75, 73], [74, 78], [77, 79, 82], [83, 81, 85], [80, 86, 84], [87, 88]]
140: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6, 10], [9, 27, 8], [11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74, 78], [77, 79], [82, 83], [81, 85, 80], [86, 84, 87, 88]]
141: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12, 22], [16, 18, 21], [17, 23], [24, 19, 50], [20, 28, 29], [25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44], [45, 53], [56, 49], [54, 55, 52, 48], [61, 51], [59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
142: [[36, 2], [1, 14, 15], [5, 3, 4], [7, 6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80], [86, 84], [87, 88]]
143: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10], [9, 27, 8], [11, 13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69, 76], [70, 75, 73], [74, 78, 77], [79, 82], [83, 81], [85, 80, 86], [84, 87, 88]]
144: [[36, 2, 1], [14, 15, 5], [3, 4], [7, 6], [10, 9], [27, 8], [11, 13, 12], [22, 16, 18], [21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38, 42, 37, 43, 46], [44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74], [78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
145: [[36, 2, 1], [14, 15, 5], [3, 4, 7, 6], [10, 9, 27], [8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
146: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9, 27], [8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33], [32, 39], [34, 35, 40], [47, 38, 42, 37, 43, 46], [44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
147: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24], [19, 50, 20, 28, 29, 25, 26, 41, 60, 31, 30, 33, 32], [39, 34, 35], [40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56, 49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
148: [[36, 2, 1], [14, 15, 5, 3], [4, 7, 6], [10, 9, 27], [8, 11, 13], [12, 22, 16], [18, 21, 17], [23, 24, 19], [50, 20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32], [39, 34, 35], [40, 47, 38], [42, 37, 43], [46, 44, 45], [53, 56, 49], [54, 55, 52], [48, 61, 51], [59, 57, 58], [62, 63, 67], [71, 64, 65], [68, 72, 66], [69, 76, 70], [75, 73, 74], [78, 77, 79], [82, 83, 81], [85, 80, 86], [84, 87, 88]]
149: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13], [12, 22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66], [69, 76, 70, 75], [73, 74, 78, 77], [79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
150: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13], [12, 22], [16, 18], [21, 17, 23], [24, 19, 50], [20, 28], [29, 25, 26], [41, 60, 31], [30, 33, 32, 39, 34, 35, 40, 47, 38, 42, 37, 43, 46, 44, 45, 53, 56], [49, 54, 55, 52, 48, 61, 51, 59, 57, 58, 62, 63, 67, 71, 64, 65, 68, 72, 66, 69, 76, 70, 75, 73, 74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
151: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8, 11], [13, 12], [22, 16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66, 69], [76, 70, 75], [73, 74, 78], [77, 79, 82, 83], [81, 85, 80, 86], [84, 87, 88]]
152: [[36, 2, 1], [14, 15, 5], [3, 4, 7], [6, 10, 9], [27, 8], [11, 13], [12, 22], [16, 18], [21, 17, 23], [24, 19, 50], [20, 28, 29], [25, 26, 41], [60, 31, 30], [33, 32, 39], [34, 35, 40], [47, 38, 42], [37, 43, 46], [44, 45, 53], [56, 49, 54], [55, 52, 48], [61, 51, 59], [57, 58, 62], [63, 67, 71], [64, 65, 68], [72, 66], [69, 76], [70, 75, 73], [74, 78, 77, 79, 82, 83, 81, 85, 80, 86, 84, 87, 88]]
