0: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
102: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
103: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
104: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
105: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
106: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
107: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
108: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
109: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
110: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
111: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
112: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
113: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
114: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
115: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
116: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
117: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
118: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
119: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
120: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
121: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
122: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
123: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
124: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
125: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
126: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
127: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
128: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
129: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
130: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
131: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
132: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
133: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
134: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
135: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
136: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
137: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
138: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
139: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
140: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
141: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
142: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
143: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
144: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
145: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
146: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
147: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
148: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
149: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
150: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
151: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
152: [[8, 59, 31, 44], [18, 35, 57, 6], [33, 64, 30, 67], [3, 71, 83, 63], [1, 16, 13, 53], [66, 14, 70, 23], [26, 7, 24, 37], [55, 29, 42, 43], [11, 21, 17, 27], [50, 19, 78, 65], [9, 28, 22, 54], [69, 87, 51, 34], [36, 73, 12, 2], [46, 25, 4, 84], [5, 32, 38, 49], [60, 41, 15, 52], [72, 56, 45, 77], [47, 39, 10, 40], [68, 48, 61, 85], [62, 74, 88, 58], [75, 20, 80, 76], [81, 79, 82, 86]]
