0: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9], [15, 14, 11], [29, 19, 16, 13, 23], [17, 21, 18], [20, 27, 26], [28, 31, 25], [30, 36, 60, 43], [37, 54], [32, 34, 44, 8, 39], [33, 40, 63], [41, 45], [35, 46, 51, 47, 42, 49, 53, 52, 55, 50, 56, 57], [59], [48, 58, 61, 62, 68, 64, 65], [67, 66, 79, 69, 70, 75, 71, 73, 74, 76, 78, 77, 82, 80, 85, 84, 87, 83, 81, 86, 88, 10]]
102: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [14, 31, 13], [26, 25, 21], [29, 19, 18], [20, 16, 17], [23, 27], [58, 28], [11, 59, 30, 32, 45, 39, 37, 36, 42, 46, 40, 34, 41, 43, 44, 33, 35, 47, 50, 52, 51, 49, 63, 48, 55, 57, 53, 60, 54, 56, 61, 62, 15, 65, 64, 67, 70, 69, 66, 77, 73, 68, 75], [79, 71, 74, 76, 78, 82, 81, 80, 83, 85, 84, 87, 86, 88]]
103: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 11, 10], [8, 13, 14, 27, 15, 17, 16, 19, 31], [18, 20, 21], [23, 30, 49], [25, 53, 56, 29], [60, 36], [26, 28, 40, 33, 45, 35], [32, 52, 39, 42, 34], [44, 41, 43], [37, 46, 55, 47, 59, 48, 50, 51, 57, 61, 54, 58], [62, 63], [65, 66, 64, 70, 67, 68, 69, 75, 71], [74, 73, 78, 77, 76, 79, 81, 80, 83, 82, 84, 85, 87, 86, 88]]
104: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10, 27, 14, 11], [31, 13, 21], [15, 17], [16, 19, 18, 23, 20, 26, 25, 29, 46, 30, 43, 32, 33, 57, 49, 28, 42, 39, 50, 34, 36, 35, 44, 41, 37, 47, 40, 45, 48, 56, 55, 51, 52, 54, 58, 59, 60, 53, 63, 62, 61, 65, 64, 67, 68, 79, 69, 66, 71, 73, 76, 75, 77, 70, 74, 78, 82, 81, 80], [87, 83, 85, 84, 86, 88]]
105: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [10, 8], [11, 31], [15, 17, 13, 29], [19, 18], [20, 16, 23], [61, 28, 48, 63, 25], [21, 26, 30, 42], [59, 41, 37, 27], [33, 52, 32], [34, 47, 35], [40, 43, 14], [44, 60, 45, 39, 36, 46, 50], [54, 51, 49, 53, 55, 62, 56, 57, 58], [65, 64, 66, 69, 70, 67], [71, 73, 79, 77, 68, 75, 74, 76, 78, 80, 82, 85, 81, 83, 86, 84, 87, 88]]
106: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [13, 14, 11], [31, 28, 21], [18, 17, 20, 16, 19, 23], [29, 27, 25], [26, 30], [60, 59, 32, 37, 33, 50, 34, 35, 39, 40, 15, 36, 46, 41, 45, 49, 42, 43, 44, 57, 47, 54, 58, 55, 52, 48, 53, 63, 51, 62, 56, 61, 65, 64, 83, 67, 75, 70, 66, 71, 74, 76, 77, 68, 78, 69, 73, 82, 84, 81, 79, 87, 80, 85, 86, 88]]
107: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 9, 12, 22], [11, 8, 15, 14, 13, 23], [18, 21], [19, 16, 20], [27, 17, 25, 26, 29, 30], [44, 28, 57], [53, 47], [36, 35, 32, 31, 51, 33, 40, 63, 41, 34, 37, 42], [59], [43, 39, 52, 46, 50, 45, 54, 10], [48, 55, 56, 49, 62, 58, 60, 61, 64, 65, 67, 66, 79, 69, 70, 75, 71, 73, 74, 68, 76, 77], [80, 82, 84, 78, 83, 81, 85, 86, 87, 88]]
108: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22], [9, 10, 8, 14, 13], [27, 15, 11], [17, 25, 19, 20, 18, 16, 50, 28, 29, 26, 30, 23, 63, 31, 33, 36, 43, 49, 37, 52, 32, 21, 34, 39, 44, 57, 40, 47, 41, 59, 42, 35, 45, 46, 58, 54, 60, 56, 48, 51, 53, 55, 61, 62, 64, 68], [83, 65, 67, 66, 69, 74, 75, 70, 78, 79, 71, 73, 76, 80, 81, 86, 77, 82, 84, 85, 87, 88]]
109: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 11], [15, 14, 13], [30, 19, 16], [10, 17, 21], [20, 31, 18], [23, 27, 28, 25], [46, 26], [63, 29, 34, 33, 42], [35, 37, 43], [41, 36, 39, 32, 45], [40, 44, 47], [50, 48, 49, 51, 52, 54], [61, 55, 60, 57], [56, 53, 62], [59, 58, 65, 64, 67, 68], [69, 70, 74, 66], [75, 77, 73], [71, 76, 84, 79], [78, 81, 80], [83, 86, 82, 87, 85, 88]]
110: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [11, 14, 13], [29, 19, 21], [17, 20, 25], [18, 23, 16], [15, 60, 28, 31], [62, 26, 56], [27, 30, 41], [50, 46, 33, 35], [40, 52, 37, 32], [42, 45, 34, 44], [36, 47, 39, 43], [49, 57, 53, 54, 51, 55, 48, 59, 58, 61, 63, 64, 67, 65, 66, 78, 69, 71, 68, 70, 73, 77, 74, 79, 75, 76, 85], [82, 81, 83, 80, 87, 84, 86, 88]]
111: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [13, 15, 11], [29, 14, 18], [17, 19, 16], [52, 20, 55], [28, 51, 25, 21, 41, 27, 23], [63, 26, 31, 34, 30, 44, 39, 40, 32, 37, 42, 45, 35, 54, 33, 43, 46, 59, 36, 50, 48, 47, 49, 53, 62, 56, 60, 58, 57, 61, 65, 66, 67, 64, 69, 70, 68, 75, 71, 73, 77, 74, 79, 88, 76, 86, 81, 84, 82, 85, 83, 78, 80, 87]]
112: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 11], [15, 14, 13], [30, 19, 16], [10, 17, 21], [20, 31, 18], [23, 27, 28, 25], [46, 26], [63, 29, 34, 33, 42], [35, 37, 43], [41, 36, 39, 32, 45], [40, 44, 47], [50, 48, 49, 51, 52, 54], [61, 55, 60, 57], [56, 53, 62], [59, 58, 65, 64, 67, 68], [69, 70, 74, 66], [75, 77, 73], [71, 76, 84, 79], [78, 81, 80], [83, 86, 82, 87, 85, 88]]
113: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10, 13, 15, 14, 25, 23, 18, 20, 11, 17, 16, 21], [26, 29, 54, 19, 30, 53, 28, 60, 61, 37, 27, 34, 32, 44, 35, 40, 45], [62, 31, 33, 36, 52, 41, 42, 46, 56, 55], [43, 49, 47, 50, 39, 48, 51, 58, 63, 57, 59, 66, 65, 64, 67, 71, 70, 68, 77, 69, 75, 74, 73, 79, 76, 78, 84, 80, 86], [83, 81, 85, 82, 87, 88]]
114: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 13, 8], [11, 30, 31, 10, 21, 18, 14, 15, 16, 23, 20, 26, 29, 58, 17, 63, 27, 19, 28], [25, 47, 45], [40, 52, 33], [50, 62, 36], [34, 32, 37], [35, 39, 49, 44, 43, 41, 42, 46, 51, 54, 48, 55, 56, 53, 57, 59, 70, 60], [66, 69, 61, 64, 67, 73, 71, 65, 68, 78], [75, 79, 77, 76, 85, 84, 74, 80, 83, 81, 86, 82, 87, 88]]
115: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [15, 25, 11], [29, 18, 16], [20, 23, 21], [30, 13, 19], [14, 27, 54, 17, 28, 43, 31, 26, 41, 34, 37, 36, 40, 47, 62, 32, 35, 42, 45, 33, 44, 46, 56, 50], [53, 39, 48, 51, 63, 52, 49, 55, 58, 57, 59, 76, 60, 64, 65, 67, 77, 69, 68, 61, 66, 70, 73, 75, 71, 78, 74, 79, 81, 82, 80, 83, 87, 86], [84, 85, 88]]
116: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 10, 8, 15], [23, 11, 26], [28, 13, 29], [18, 14, 17, 16, 19, 20, 56, 21, 55, 54, 25, 57, 33, 27, 30, 31, 41, 59, 36, 32, 52, 44, 39, 42, 34, 47, 37, 35, 43, 40, 61, 58, 53, 50, 48, 51, 62, 45, 46, 63, 49, 64, 66, 69, 73, 70, 67, 79, 74, 78, 76, 68, 60, 65, 71, 87, 75, 80, 84, 86], [81, 77, 82, 83, 85, 88]]
117: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 11, 8, 13], [27, 10, 23], [26, 18], [15, 17, 16], [19, 20, 21, 29], [49, 25, 28, 33], [30, 14, 62], [31, 59, 42], [32, 44], [37, 56, 36], [40, 43], [46, 54], [35, 45, 34, 47], [41, 61, 48], [50, 39, 53], [55, 51, 52], [57, 58, 60, 63, 65, 68, 64, 67, 66, 70, 71, 74, 69, 76, 79, 77, 78, 73, 81, 82, 75], [80, 85, 86, 83, 84, 87, 88]]
118: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [10, 8, 15], [26, 11, 31, 13, 21, 16], [29, 19, 20, 14, 17, 25, 27, 30], [51, 62, 23], [28, 41, 50], [32, 58, 18], [35, 42, 36], [47, 34, 33], [39, 37, 44], [40, 54, 43, 45], [46, 61, 48, 49, 53, 63], [55, 52, 56], [59, 57, 60, 65, 68, 71, 64, 70, 66, 69, 67], [77, 73, 74, 78, 76], [75, 79, 83, 80, 82, 87, 81, 86, 85, 84, 88]]
119: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [27, 20, 28], [21, 13, 25, 14], [16, 11], [31, 18, 19, 17], [23, 48, 26], [29, 46, 15], [45, 32, 59], [30, 33, 35], [39, 41, 40], [43, 37, 36], [53, 44, 49, 47], [34, 42, 51], [52, 54, 50], [55, 57, 58, 63], [56, 61, 60], [62, 64], [69, 66], [65, 70, 76], [67, 78, 68, 79], [74, 75, 77, 73], [71, 80, 81, 84], [82, 83, 86], [88, 85, 87]]
120: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 10, 8], [11, 27], [13, 19, 15], [14, 29], [17, 18], [23, 26, 21, 20], [25, 30, 31, 60, 16, 35, 45, 46, 33, 37, 39, 48, 47, 32, 28, 49, 43, 54, 34, 42, 52, 36, 40, 56, 50, 41, 55, 44, 58, 51, 53, 62, 57, 59, 61, 63, 65, 68, 64, 80, 70, 75, 66, 69, 67, 79, 74, 77, 71, 73, 78, 82, 85, 81, 86, 76, 83, 84, 87, 88]]
121: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [8, 10, 9], [31, 11, 18], [19, 13], [14, 21, 15, 20, 27, 45, 16, 23, 49, 17, 58, 61, 29, 25], [55, 57, 30, 32], [35, 26, 33, 40, 28, 47], [42, 36, 39], [34, 37, 44, 41, 43, 50, 54, 60, 46, 53, 48, 52, 51, 56, 63, 59, 62, 65, 64, 67, 75, 68, 66, 71, 74, 69, 70, 76, 73], [77, 78, 84, 86, 81, 80, 87, 82, 83, 79, 85, 88]]
122: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22, 8], [10, 9, 15], [11, 13, 28, 14], [19, 17, 18, 20, 23, 21, 26, 29, 57, 27, 61, 47, 25, 45, 16, 30], [31, 41, 34, 33, 40, 60, 50, 46, 42, 32], [35, 36, 43, 39, 63, 49, 44, 37, 55, 48, 53], [52, 51, 62, 56, 54, 58, 59, 64, 66, 70, 74, 67, 69, 65, 75], [73, 71, 68], [77, 76, 78, 79, 81, 80, 82, 83, 84, 86, 85, 87, 88]]
123: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10, 27], [15, 11, 30, 13, 21, 20], [17, 19, 18], [23, 16, 28, 50], [26, 31, 41], [60, 14, 36], [25, 48, 35, 29, 37, 34, 45, 57, 39, 33, 47, 32, 40, 44, 42, 58, 55, 43], [61], [46, 51, 52, 53, 63, 56, 62, 54, 59, 85, 64, 49, 67, 68, 74, 70, 66], [76, 79, 69, 65, 73, 71, 75], [78, 81, 82, 77, 84, 83, 80, 86, 87, 88]]
124: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9, 8], [11, 10, 15, 13], [14, 26, 17, 19], [16, 25, 27, 21, 28, 18, 20, 58, 23, 29, 60, 35], [41, 55, 30, 48, 44, 32, 37, 31, 33, 34, 52, 36, 43, 45, 53, 62, 46, 49, 39, 40, 59, 54, 42, 47, 56, 61, 50, 51, 57, 63, 68, 64, 67, 65, 66, 71, 69, 79, 70, 74, 76, 73, 75, 78, 77], [84, 80, 83, 81, 82, 85, 86, 87, 88]]
125: [[38, 5, 7], [2, 3, 4], [24, 1], [72, 6, 12, 22, 8, 10], [11, 14, 9], [25, 29, 17], [23, 13, 18, 20, 19, 27, 15, 16, 28, 54, 49, 60, 30, 26, 43, 21, 31, 56, 33, 37, 36, 34, 35, 46, 44, 40, 41, 39, 42, 63, 53, 48, 59, 45, 58, 32, 47, 50, 52, 51, 55, 57, 61, 62, 65, 68, 64, 67, 70, 69, 66, 75, 73, 71], [79, 76, 74, 78, 77, 84, 82, 80, 81, 85, 87, 86, 83, 88]]
126: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 15], [10, 30, 14], [27, 13, 20, 21, 18], [11, 19, 17, 50, 26], [61, 23, 25], [16, 31, 29, 43], [28], [34, 36, 40], [55, 33, 35], [41, 32, 42], [46, 45, 60], [49, 39, 52], [58, 48, 53, 44, 47], [37, 51, 56], [54, 59, 62], [57, 63, 65, 80, 66, 64, 78, 70, 69, 68], [79, 67, 73, 71, 74, 76, 75, 77, 81, 82, 87], [83, 84, 85, 86, 88]]
127: [[38, 5, 7], [2, 3, 4, 24], [1, 72, 6, 12, 22, 10, 8, 9, 11, 31, 13, 15, 14], [17, 20, 16, 29, 18, 19, 21, 48, 61, 23, 27, 50, 58, 25, 30, 40, 60, 26, 28, 55, 32, 34, 36, 41, 42, 33, 43, 37, 45, 46, 47, 44, 51, 35, 39, 52, 49, 53, 54, 56, 62, 57, 59, 63, 66, 65, 71, 68, 70, 64, 69, 77, 67, 74, 78, 73, 75, 76, 79, 84, 80, 87, 83, 86, 81, 85, 82, 88]]
128: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [10, 8, 27], [28, 29, 21], [13, 20, 14, 16], [11, 31, 23], [18, 19], [15, 36], [25, 17, 46], [26, 61, 48, 59], [54, 33, 35, 39], [41, 40, 30, 37], [32, 34, 60], [51, 45, 44], [42, 43, 47, 52, 62, 55, 49, 58, 63, 56, 50, 53, 57, 64, 69, 66, 65, 67, 68, 78, 70, 71, 77, 76, 74, 73, 82, 79, 80, 81, 83, 75, 85, 84, 88, 87, 86]]
129: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 10], [8, 15, 11], [13, 14], [25, 21, 17, 18, 16, 29, 19, 20, 23, 27, 26, 30, 28, 55, 47, 31], [53, 33, 35, 36, 32, 51, 40, 34, 39, 43, 41, 42, 46, 45, 37, 50, 56], [48, 52, 44, 57, 58, 54, 49, 61, 63, 59, 60, 62, 65, 68, 64, 66, 70, 69, 74, 76], [67, 77, 75, 71], [78, 73, 79], [82, 81], [86, 83, 84], [80, 85, 87, 88]]
130: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [13, 15, 11], [25, 29, 31], [17, 14, 18], [16, 21, 26], [51, 19, 23, 28], [20, 46, 60, 52, 55, 35], [27, 32, 34, 30, 40, 36, 37, 42, 39, 33, 41, 50, 43, 44, 59, 45, 47, 56, 49, 62, 54, 53, 48, 57, 61, 63, 58, 64, 69, 66, 70, 76, 68, 65, 67, 71, 73, 78, 79, 74, 75, 77, 84, 82, 85, 80, 81, 83, 86, 87, 88]]
131: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6], [12, 22, 9], [10, 11, 15], [13, 8, 17, 16, 14, 29, 18, 23, 19, 20, 21, 52, 58, 27, 49, 62, 25, 30, 60, 36, 45], [61, 26, 40, 51], [56, 28, 31, 32, 47, 34, 41, 37, 33, 46, 35, 39, 42, 50, 43, 53, 54, 44, 48, 55], [63, 59, 57, 64, 70, 66, 65, 67, 68, 69, 74, 77, 76, 75, 78, 71], [79, 73, 84, 80, 86, 81, 82, 83, 87, 85, 88]]
132: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [13, 26, 28, 20], [31, 11, 14], [17, 15, 18], [27, 16, 21], [19, 23, 29, 25, 63, 56], [30, 41, 58, 35, 48, 49, 33, 37, 40, 32, 42, 51], [36, 43, 44, 50, 39, 53, 45], [61, 52, 34], [57, 55, 46], [54, 47, 59], [60, 62, 64, 68, 67, 66, 76, 70, 75, 65, 87, 69, 71, 74], [73, 77, 79, 84, 80, 78, 82, 83, 85, 81, 86, 88]]
133: [[38, 5, 7, 2], [3, 4, 24], [1, 72, 6], [12, 22, 9], [10, 8, 11, 30, 14, 25, 29], [16, 21, 13, 31, 23, 15, 17, 18, 59], [19, 20, 26, 53, 34, 35], [27, 39, 28, 33, 37, 32, 61, 40, 36, 43, 45, 42, 46, 41, 49, 44, 51, 52, 48, 50, 47, 54, 55, 56, 57, 60, 58, 62, 63, 65, 66, 64, 67, 71, 70, 69, 68, 79, 73, 78, 75, 74, 76, 77, 80, 82, 81, 83, 84, 86, 87, 85, 88]]
134: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 11, 8, 15], [25, 10], [23, 17, 29], [26, 16, 21], [18, 19, 20], [27, 28], [31, 43, 32, 30], [63, 37, 36, 59, 14, 40], [45, 46, 35, 49, 33, 42, 56, 39, 41, 47, 44, 54, 34, 50, 61, 55, 51, 48, 53, 52, 58, 57, 62, 60, 13, 65, 64, 66, 69, 70, 71, 67, 78, 68, 75, 73, 74, 76, 77, 86, 81, 80, 82, 84, 79, 83, 85, 87], [88]]
135: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9], [11, 16, 8], [14, 10, 18, 13, 31, 25, 21, 23, 19, 15, 29, 17, 51, 26, 27, 59, 28, 30], [44, 20, 35, 37, 60], [36, 46, 33], [34, 54], [32], [40, 41, 47, 42, 45, 56, 58, 48, 43, 39, 52, 49], [53, 55, 57, 50, 61, 63, 62, 66, 65, 64], [67, 74, 71, 70, 68, 76, 77, 69, 79, 73, 75, 78, 80, 84, 85, 86, 83, 81, 82, 87, 88]]
136: [[38, 5, 7], [2, 3, 4], [24, 1], [72, 6, 12, 22, 9, 10], [8, 15, 25, 19, 29, 20, 11], [14, 18, 16, 13, 51, 17, 27, 21, 23, 26, 39, 52, 58, 28, 31], [33, 35, 30, 48, 55, 45, 32, 44, 34, 43, 40], [36, 37], [41, 49, 42, 47, 59, 54], [50, 62, 57, 46, 53, 56, 60, 61, 63, 65, 64, 66, 70, 77, 67, 71, 75, 68, 73, 79, 69, 74, 76, 86, 88, 80, 81, 78, 83, 84, 85, 87, 82]]
137: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22, 10, 8, 9, 11, 31, 14, 13, 29, 17, 23, 16, 20, 18, 25, 27, 21, 56, 15, 26, 19, 62, 28, 30, 34, 35, 48, 40, 33, 44, 32, 45, 42, 43, 39, 47, 36, 37, 46, 50, 41, 52, 61, 51, 55, 49, 53, 54, 57, 59, 58, 60, 63, 64, 68, 70, 67, 75, 66, 71, 65, 69, 77, 73, 76, 78, 74, 79, 82, 80, 83, 87, 81, 84], [86, 85, 88]]
138: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22, 9, 10], [8, 27, 28], [29, 21, 26], [16, 13, 18, 11], [25], [14, 48, 19, 15, 36, 31], [17, 41, 20], [55, 23, 58], [50, 33, 34], [39, 59, 40], [46, 44, 32, 63], [30, 51, 35], [45, 42, 43, 37, 49, 47], [53, 54, 62], [52, 56, 57, 60, 61, 64], [69, 66, 65, 67], [68, 78, 70, 71], [77, 76, 74], [73, 86, 79], [80, 81, 75], [82, 83, 85, 84, 87, 88]]
139: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [8, 10, 11, 15], [14, 27], [18, 9, 17, 29], [13], [16, 19, 21, 25, 20, 63, 44], [23, 26, 28, 45, 33, 31, 30, 41, 34, 37, 35, 36, 43, 39, 40], [47, 32, 57, 42, 58, 46, 50, 48, 49, 55, 51, 53, 54, 62], [56, 52, 59], [60, 61, 68], [65, 66, 69], [64, 70, 78], [79, 67, 73, 74, 71, 77, 76, 75, 82, 81], [84, 86, 87, 80], [83, 85, 88]]
140: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22, 9, 8, 11, 14, 15, 10, 13, 23, 17, 18, 20, 21, 16, 19, 29, 28, 59, 58, 26, 27, 25, 31, 41, 30, 33, 54, 34, 35, 42, 32, 60, 44, 45, 37, 39, 46, 43, 47, 52, 40, 48, 36, 50, 49, 56, 55, 53, 51, 57, 62, 61, 63, 69, 64, 70, 67, 71, 65, 66, 68, 77, 74, 76, 78, 75, 73, 79, 81, 80, 82], [87, 84, 83, 86, 85, 88]]
141: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 22], [9, 8, 10], [13, 27, 11], [14, 15, 21], [17, 18, 16], [28, 19, 20], [23, 25, 29], [30, 41, 54], [47, 31, 53], [37, 35, 40], [26, 51, 32], [44, 33, 42], [36, 43, 46], [45, 39, 48], [50, 34, 52], [56, 55, 49], [58, 57], [63, 59, 61], [60, 62, 65, 68], [64, 80, 70], [74, 66, 78], [67, 79, 75, 69], [71, 73, 76], [83, 81], [85, 82, 77], [84, 86, 87, 88]]
142: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6], [12, 22, 9], [10, 8, 27], [11, 13, 19], [20, 14, 29], [15, 17, 18, 26, 23, 16, 54, 52, 21, 51, 61, 25, 53, 28, 56, 41, 32, 42, 39, 62, 30, 36, 44, 31, 34, 37, 33, 35, 43, 45, 40, 47, 48, 50, 57, 46, 60, 49, 55, 58, 59, 63, 64, 67, 65, 70, 71, 66, 74, 69, 73, 68, 79, 75, 76, 78, 77, 84, 81, 80], [85, 86, 83, 82, 87, 88]]
143: [[38, 5, 7], [2], [3, 4, 24, 1, 72, 6, 12, 22, 9, 8, 10, 15], [14, 11, 17, 13, 21, 25, 18, 16, 19, 23, 20, 30, 29, 27, 26, 28, 31, 59, 48, 36, 42, 33, 46, 41, 32, 47, 53, 35, 34, 52, 37, 39, 40, 51, 45], [60, 43, 44, 54, 49, 50, 62, 61, 56, 55, 57, 58, 63, 64, 68, 70, 67, 65, 73, 69, 77, 66, 76, 74, 75, 79, 78, 71, 80, 83, 82, 87], [81, 85, 84, 86, 88]]
144: [[38, 5, 7], [2, 3, 4, 24], [1, 72, 6, 12, 22, 9, 10, 8, 15, 14, 11, 31, 13, 16, 18, 19, 20, 21, 23, 17], [25, 57, 51, 56, 30, 27, 26, 45, 28, 29, 36, 60, 34, 37, 32, 35, 41, 62, 47, 40, 42, 39, 33, 46, 48, 43, 52, 44], [49, 53, 50, 54, 58, 61, 59, 55, 63, 64, 65, 67, 70, 69, 66, 68, 78, 71, 73, 75, 79, 74, 77, 76, 84, 81, 82, 80, 83, 87, 85, 86, 88]]
145: [[38, 5, 7], [2, 3, 4], [24, 1, 72, 6, 12, 22, 9, 10, 8, 15, 11, 13, 29, 14, 18, 17, 19, 16, 49, 23, 20, 21, 51, 31, 28, 53, 25, 26, 47, 27, 37, 33, 34, 42, 35, 44, 30, 32, 36, 39, 40, 41, 43, 46, 45, 52, 54, 50, 48, 55, 58, 56, 57, 62, 60, 59, 61, 63, 65], [64, 66, 67, 71, 70, 68, 74, 69, 76, 73, 79, 75, 78, 77, 84, 80], [81, 82, 83, 86, 87, 85, 88]]
146: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 17], [8, 11, 9], [10, 29, 21, 14, 15, 20, 13, 18, 16, 26, 19, 25, 22, 57, 54, 30, 27, 53, 28, 31], [34, 43, 33, 44, 23, 51, 37, 39, 32, 40, 45, 41], [47, 36, 48, 35, 42, 50, 61, 49, 56, 52, 55, 59, 60, 62, 63, 58, 64, 65, 67, 66, 69, 70, 68, 71, 73, 46, 76, 78, 74, 75, 77, 79, 81, 82, 80, 87, 84, 85, 83, 86, 88]]
147: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 9, 20], [11, 14], [10, 8, 31], [18, 17, 30, 16, 13], [15, 29, 28, 23, 19, 25, 21, 59, 22, 36, 37, 47, 27], [40, 52, 50, 26, 12, 60, 48, 32, 43, 42, 45, 33, 34, 35, 41, 49, 51, 44, 46, 63, 39, 53, 58, 55, 57, 56, 62, 54, 61, 66, 64, 67, 68, 69, 65, 70, 78, 71, 75, 74, 73, 77, 76, 79, 82, 80, 87, 83, 85, 81, 84, 86, 88]]
148: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 14, 10], [8, 11, 9], [13, 23, 20], [19, 17, 15], [16, 30, 21, 18, 22, 27], [59, 25, 28, 31, 26, 29, 37, 41, 44, 49, 39, 47], [33, 42, 45, 40, 43, 48, 32], [35, 36, 52, 51, 53, 56, 46, 54, 34, 57], [50, 60, 55, 62], [58, 61, 63, 64, 66, 70, 65, 75, 67, 68, 69, 87, 74, 71, 78, 79, 76, 73, 81, 82, 80, 77, 85, 83, 84, 86, 88]]
149: [[38, 5, 7, 2], [3, 4, 24, 1, 72, 6, 12], [22, 9, 14], [8, 10, 11], [31, 15, 16], [13, 17], [18, 20, 19], [25, 28, 29], [21, 59, 23], [26, 62, 58, 61, 33, 27, 32, 30, 53], [54, 35, 36, 47, 34], [41, 37, 40, 45, 44, 39, 43, 42, 63, 56, 57, 49, 46], [48, 51, 60, 50, 52, 55, 69, 64, 66, 65, 71, 70, 67, 75, 73], [74, 77, 68], [79, 76, 88, 82, 81, 85, 78, 80, 83, 84, 87, 86]]
150: [[38, 5, 7], [2, 3, 4], [24, 1, 72], [6, 12, 18], [9], [11, 8, 14, 13, 15, 26, 10, 16, 25, 19, 21, 20], [23, 28, 17], [22, 27, 29, 33, 30, 35, 55, 31, 40, 32, 39, 37, 44, 34, 36, 43, 46, 45, 50, 41, 58, 49, 42, 51, 63, 52, 54, 47, 48, 53, 56, 57, 61, 59, 62, 60, 65, 69, 64, 67, 66, 68, 78, 70, 75, 79, 73, 74, 71, 76, 77, 80, 83, 82, 86, 84, 85, 81, 87, 88]]
151: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 10, 8, 30, 27, 25, 23, 11, 13, 19, 14, 18, 15, 29, 21, 26, 31, 32, 57, 16, 51, 17, 49, 40, 35, 41, 20, 28, 33, 36, 34, 45, 44, 55, 37], [42, 47, 43, 53, 52, 46, 63, 50, 54, 48, 59, 60, 62, 56, 58, 39, 61, 66, 69, 64, 74, 65, 70, 77, 67, 68, 73, 75, 71, 78, 76, 79, 82, 80, 83, 81, 87, 86, 84, 85, 88]]
152: [[38, 5, 7], [2, 3, 4, 24, 1, 72, 6, 12, 22, 9, 8, 10, 15, 13, 11, 25, 14, 19, 16, 18, 17, 20, 21, 23, 27, 30, 26, 28, 56, 49, 59, 31, 53, 29, 54, 33, 34], [35, 44, 37, 32, 43, 60, 42, 51, 48, 47, 39, 40, 36, 61, 41, 45, 52, 55, 46, 50, 57, 58, 63, 62, 65, 64, 66, 81, 71, 67, 68, 78, 70, 74, 75, 69, 76, 73, 77, 83, 84, 79, 80, 82, 86, 87, 85, 88]]
