0: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83, 67, 26, 15], [75, 76, 65, 17, 21], [2], [9, 27, 31], [3, 4], [49, 11, 24], [42, 38, 20, 5], [22, 18, 34, 12, 39, 6, 47], [28, 23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30], [62, 73], [10, 66, 74, 77, 78, 84], [58, 80, 87], [85]]
102: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71], [88], [69], [7, 14], [41, 46, 25], [86, 83], [67, 26], [15, 75, 76], [65, 17], [21, 2], [9, 27, 31], [3, 4, 49], [11, 24], [42, 38, 20, 5], [22, 18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45, 79], [52, 60, 43], [51, 53, 33], [72], [68, 30, 62, 73], [10, 66, 74, 77], [78, 84, 58, 80], [87, 85]]
103: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71], [88], [69], [7, 14], [41, 46, 25], [86, 83], [67, 26], [15, 75, 76], [65, 17], [21, 2], [9, 27, 31], [3, 4, 49], [11, 24], [42, 38, 20, 5], [22, 18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45, 79], [52, 60, 43], [51, 53, 33], [72], [68, 30, 62, 73], [10, 66, 74, 77], [78, 84, 58, 80], [87, 85]]
104: [[70, 36], [32, 40], [56, 35], [61, 48, 16], [82, 8, 44], [71, 88], [69, 7], [14, 41], [46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21], [2, 9, 27, 31], [3, 4, 49], [11, 24], [42, 38], [20], [5, 22, 18, 34], [12, 39, 6], [47, 28], [23, 54], [13, 55, 57], [81, 29, 50], [59, 37], [19, 63, 64, 1], [45, 79, 52], [60, 43], [51, 53, 33, 72], [68, 30], [62, 73, 10, 66], [74, 77, 78, 84], [58, 80, 87, 85]]
105: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44], [71, 88, 69, 7], [14, 41, 46, 25, 86, 83, 67], [26, 15, 75, 76, 65, 17, 21], [2, 9, 27, 31, 3, 4, 49], [11, 24, 42], [38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63], [64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
106: [[70, 36], [32, 40, 56, 35], [61, 48, 16, 82], [8, 44, 71, 88, 69, 7, 14, 41], [46, 25, 86, 83], [67, 26, 15, 75], [76, 65, 17, 21], [2, 9, 27, 31, 3, 4], [49, 11, 24, 42], [38, 20, 5, 22, 18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45, 79, 52, 60, 43], [51, 53, 33, 72, 68, 30, 62, 73, 10], [66, 74, 77, 78, 84, 58, 80, 87, 85]]
107: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7], [14, 41], [46, 25, 86, 83], [67, 26, 15], [75, 76, 65, 17], [21, 2, 9, 27], [31, 3], [4, 49], [11, 24, 42, 38], [20, 5, 22, 18], [34, 12], [39, 6, 47], [28, 23, 54, 13, 55], [57, 81, 29], [50, 59, 37], [19, 63], [64, 1, 45], [79, 52, 60, 43], [51, 53, 33, 72], [68, 30, 62, 73, 10], [66, 74], [77, 78, 84], [58, 80, 87], [85]]
108: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71, 88], [69, 7], [14, 41, 46, 25, 86, 83], [67, 26], [15, 75, 76, 65, 17], [21, 2, 9, 27], [31, 3, 4, 49, 11, 24], [42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55], [57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
109: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69], [7], [14, 41, 46, 25], [86, 83, 67], [26, 15, 75, 76], [65, 17], [21, 2, 9, 27], [31, 3, 4, 49], [11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6], [47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
110: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86], [83, 67, 26, 15, 75], [76, 65], [17, 21], [2, 9], [27, 31], [3, 4, 49], [11, 24, 42], [38, 20], [5, 22, 18], [34, 12, 39], [6, 47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59], [37, 19, 63], [64, 1], [45, 79, 52, 60, 43, 51], [53, 33, 72, 68, 30, 62, 73, 10], [66, 74, 77, 78, 84, 58], [80, 87, 85]]
111: [[70, 36], [32, 40, 56, 35], [61, 48, 16, 82], [8, 44], [71, 88], [69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17], [21, 2, 9, 27, 31, 3, 4, 49, 11, 24], [42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
112: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86, 83, 67, 26, 15], [75, 76, 65], [17], [21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
113: [[70, 36], [32, 40], [56, 35, 61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14, 41], [46], [25, 86, 83, 67], [26, 15], [75, 76, 65, 17], [21, 2], [9, 27, 31, 3, 4, 49], [11, 24, 42, 38, 20], [5, 22, 18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29], [50, 59], [37, 19], [63, 64, 1, 45, 79, 52, 60], [43, 51, 53, 33, 72, 68], [30, 62], [73, 10, 66], [74, 77], [78, 84, 58, 80, 87, 85]]
114: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44, 71], [88, 69], [7, 14, 41, 46], [25, 86], [83, 67, 26, 15], [75, 76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
115: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44, 71], [88, 69], [7, 14], [41, 46, 25], [86, 83], [67, 26, 15], [75, 76, 65, 17], [21, 2, 9], [27, 31], [3, 4], [49, 11, 24, 42], [38, 20, 5], [22, 18, 34, 12], [39, 6, 47, 28, 23, 54, 13], [55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
116: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44], [71, 88], [69, 7, 14], [41, 46, 25, 86, 83], [67, 26, 15, 75], [76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
117: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71, 88, 69, 7, 14, 41, 46], [25, 86, 83, 67, 26], [15, 75, 76, 65, 17], [21, 2, 9, 27, 31, 3, 4, 49, 11], [24, 42, 38, 20], [5, 22, 18, 34, 12, 39], [6, 47, 28], [23], [54, 13, 55], [57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
118: [[70, 36, 32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71, 88, 69, 7, 14, 41, 46], [25, 86, 83, 67], [26, 15, 75, 76, 65, 17], [21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12], [39, 6, 47], [28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60], [43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
119: [[70, 36], [32, 40, 56, 35], [61, 48, 16, 82], [8, 44, 71, 88, 69, 7, 14, 41], [46, 25, 86, 83], [67, 26, 15, 75], [76, 65, 17, 21, 2, 9], [27, 31, 3, 4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
120: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71], [88], [69], [7, 14], [41, 46, 25], [86, 83], [67, 26], [15, 75, 76], [65, 17], [21, 2], [9, 27, 31], [3, 4], [49, 11, 24, 42], [38, 20, 5, 22], [18, 34, 12, 39, 6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50, 59, 37], [19, 63], [64, 1, 45, 79, 52, 60, 43], [51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
121: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76, 65, 17], [21, 2, 9, 27, 31], [3, 4, 49, 11, 24, 42], [38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
122: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44, 71], [88, 69], [7, 14, 41, 46], [25, 86], [83, 67, 26, 15], [75, 76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49], [11, 24, 42], [38, 20], [5, 22, 18, 34, 12], [39, 6], [47, 28, 23], [54, 13], [55, 57, 81], [29, 50, 59, 37], [19, 63, 64, 1], [45, 79, 52, 60], [43, 51, 53, 33, 72, 68], [30, 62, 73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
123: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69, 7, 14], [41, 46, 25, 86, 83, 67, 26], [15, 75, 76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
124: [[70, 36, 32], [40, 56, 35, 61], [48, 16, 82, 8], [44, 71, 88, 69], [7, 14, 41], [46, 25], [86, 83], [67, 26, 15, 75], [76, 65, 17, 21], [2, 9], [27, 31, 3], [4, 49, 11], [24, 42, 38, 20], [5, 22, 18], [34, 12, 39, 6], [47, 28, 23], [54, 13, 55], [57, 81, 29], [50, 59, 37, 19], [63, 64], [1, 45], [79, 52, 60], [43, 51], [53, 33, 72, 68, 30], [62, 73, 10, 66, 74], [77, 78], [84, 58, 80, 87, 85]]
125: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14], [41, 46, 25], [86, 83], [67, 26], [15, 75, 76, 65], [17, 21, 2], [9, 27, 31, 3, 4, 49], [11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54], [13, 55, 57, 81, 29, 50], [59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
126: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69, 7, 14], [41, 46, 25, 86], [83, 67], [26, 15, 75, 76], [65, 17, 21, 2, 9, 27], [31, 3], [4, 49], [11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39], [6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
127: [[70, 36, 32], [40, 56], [35, 61, 48], [16, 82], [8, 44], [71, 88, 69, 7, 14, 41, 46], [25, 86, 83], [67, 26, 15, 75, 76], [65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18], [34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
128: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8, 44], [71, 88], [69, 7, 14], [41, 46, 25], [86, 83, 67], [26], [15, 75, 76, 65], [17, 21, 2], [9, 27, 31, 3], [4, 49], [11, 24, 42, 38], [20, 5, 22, 18], [34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81], [29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
129: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44, 71, 88, 69, 7, 14], [41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
130: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69], [7, 14, 41, 46], [25, 86, 83], [67, 26, 15], [75, 76, 65, 17], [21, 2], [9, 27, 31], [3, 4, 49], [11, 24, 42, 38, 20], [5, 22, 18, 34], [12, 39, 6, 47, 28, 23, 54, 13, 55, 57], [81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
131: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88, 69], [7, 14, 41, 46], [25, 86, 83], [67, 26, 15], [75, 76, 65, 17], [21, 2], [9, 27, 31], [3, 4, 49], [11, 24, 42, 38, 20], [5, 22, 18, 34], [12, 39, 6, 47, 28, 23, 54, 13, 55, 57], [81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
132: [[70, 36, 32], [40, 56, 35, 61], [48, 16, 82], [8, 44], [71, 88], [69, 7], [14, 41, 46, 25, 86], [83, 67, 26, 15, 75, 76], [65, 17, 21, 2, 9], [27, 31, 3, 4, 49], [11, 24, 42], [38, 20], [5, 22, 18, 34], [12, 39], [6, 47, 28], [23, 54, 13], [55, 57], [81, 29], [50, 59, 37, 19], [63, 64], [1, 45], [79, 52], [60, 43, 51, 53], [33], [72, 68, 30, 62], [73, 10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
133: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8], [44, 71], [88, 69, 7], [14, 41, 46, 25], [86, 83], [67, 26, 15, 75], [76, 65, 17, 21], [2, 9], [27, 31], [3, 4], [49, 11, 24], [42, 38, 20, 5, 22], [18, 34, 12, 39], [6, 47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59, 37], [19, 63, 64], [1, 45, 79], [52, 60], [43, 51, 53, 33, 72], [68], [30, 62, 73], [10, 66, 74], [77, 78, 84, 58], [80, 87, 85]]
134: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82], [8, 44, 71], [88, 69], [7, 14], [41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
135: [[70, 36], [32, 40], [56, 35, 61, 48, 16, 82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25], [86, 83, 67, 26], [15, 75, 76], [65, 17, 21], [2, 9], [27, 31, 3, 4, 49], [11, 24], [42, 38, 20], [5, 22], [18, 34, 12], [39, 6, 47, 28], [23, 54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63, 64, 1], [45, 79, 52, 60, 43, 51, 53], [33, 72, 68, 30, 62, 73], [10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
136: [[70, 36], [32, 40, 56], [35, 61], [48], [16, 82], [8, 44, 71, 88], [69, 7, 14, 41], [46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31], [3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66], [74, 77, 78, 84, 58, 80, 87, 85]]
137: [[70, 36, 32], [40, 56], [35, 61, 48], [16, 82], [8, 44, 71], [88, 69, 7], [14, 41], [46, 25], [86, 83], [67, 26], [15, 75, 76], [65, 17, 21], [2, 9], [27, 31, 3], [4], [49, 11, 24], [42, 38, 20], [5, 22], [18, 34, 12], [39, 6, 47], [28, 23, 54], [13, 55, 57, 81], [29, 50, 59, 37], [19, 63, 64, 1], [45, 79], [52, 60, 43], [51, 53], [33, 72], [68, 30, 62, 73], [10, 66, 74], [77, 78, 84, 58], [80, 87, 85]]
138: [[70, 36], [32, 40], [56, 35, 61, 48, 16, 82, 8, 44, 71], [88, 69, 7], [14, 41, 46, 25, 86], [83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
139: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82, 8], [44, 71, 88], [69, 7], [14, 41, 46, 25], [86, 83], [67, 26], [15, 75, 76], [65, 17, 21], [2, 9], [27, 31], [3, 4, 49], [11], [24, 42, 38, 20], [5, 22, 18, 34], [12, 39], [6, 47, 28, 23], [54, 13, 55, 57], [81, 29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52], [60, 43], [51, 53], [33, 72, 68], [30, 62], [73, 10], [66, 74, 77], [78, 84, 58, 80], [87, 85]]
140: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44], [71, 88, 69, 7], [14, 41, 46, 25], [86, 83, 67], [26, 15, 75], [76, 65, 17, 21], [2, 9], [27, 31, 3], [4, 49, 11], [24, 42], [38, 20, 5, 22, 18], [34], [12, 39, 6], [47, 28, 23], [54, 13, 55, 57, 81, 29], [50, 59], [37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30], [62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
141: [[70, 36], [32, 40, 56, 35], [61, 48, 16, 82], [8, 44], [71, 88, 69, 7], [14, 41], [46, 25], [86, 83, 67, 26], [15, 75, 76, 65], [17, 21, 2], [9, 27], [31, 3, 4, 49, 11], [24, 42], [38, 20], [5, 22, 18, 34], [12, 39], [6, 47], [28, 23], [54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45, 79, 52], [60, 43, 51], [53, 33, 72, 68], [30, 62], [73, 10, 66, 74, 77], [78, 84, 58, 80, 87, 85]]
142: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83], [67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
143: [[70, 36, 32, 40], [56, 35, 61, 48, 16, 82], [8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65], [17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38, 20, 5, 22, 18], [34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57], [81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
144: [[70, 36], [32, 40, 56, 35], [61, 48], [16, 82, 8, 44], [71, 88, 69, 7], [14, 41, 46], [25, 86], [83, 67], [26, 15], [75, 76, 65, 17], [21, 2], [9, 27], [31, 3], [4, 49, 11], [24, 42, 38, 20], [5, 22, 18, 34], [12, 39, 6, 47], [28, 23], [54, 13, 55], [57, 81, 29, 50], [59, 37, 19, 63], [64, 1, 45], [79, 52, 60, 43], [51, 53, 33, 72], [68, 30], [62, 73], [10, 66], [74, 77, 78], [84, 58, 80, 87, 85]]
145: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44], [71, 88], [69, 7, 14], [41, 46, 25], [86, 83], [67, 26], [15, 75], [76, 65, 17], [21, 2], [9, 27, 31, 3, 4], [49, 11, 24], [42, 38, 20, 5, 22, 18], [34, 12, 39, 6, 47, 28, 23], [54, 13, 55, 57, 81, 29, 50], [59, 37, 19, 63, 64, 1, 45], [79, 52, 60], [43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
146: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44], [71, 88, 69, 7, 14], [41], [46, 25], [86, 83], [67, 26, 15, 75], [76, 65, 17, 21], [2, 9, 27, 31], [3, 4, 49, 11], [24, 42, 38, 20], [5, 22], [18, 34], [12, 39, 6], [47, 28, 23, 54], [13, 55, 57, 81], [29, 50, 59], [37, 19, 63, 64], [1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
147: [[70, 36], [32, 40], [56, 35], [61, 48], [16, 82], [8, 44, 71, 88, 69, 7, 14, 41, 46], [25, 86, 83, 67, 26], [15, 75, 76, 65, 17], [21, 2, 9], [27, 31, 3, 4, 49], [11, 24, 42, 38, 20, 5, 22, 18], [34, 12, 39, 6], [47, 28], [23, 54, 13, 55], [57, 81, 29, 50, 59, 37], [19, 63, 64, 1, 45, 79, 52], [60, 43, 51, 53, 33], [72, 68], [30, 62, 73, 10, 66, 74], [77, 78, 84], [58], [80, 87, 85]]
148: [[70, 36], [32, 40], [56, 35], [61, 48, 16, 82], [8, 44], [71, 88, 69, 7, 14], [41], [46, 25, 86], [83, 67, 26], [15, 75, 76, 65], [17, 21, 2, 9], [27, 31, 3, 4], [49, 11, 24, 42], [38, 20, 5, 22, 18, 34], [12, 39, 6], [47, 28, 23, 54, 13], [55], [57, 81, 29, 50, 59], [37, 19], [63, 64, 1], [45, 79, 52, 60], [43, 51, 53, 33], [72, 68, 30, 62], [73, 10, 66, 74, 77, 78], [84, 58, 80, 87, 85]]
149: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82, 8, 44, 71], [88, 69], [7, 14, 41, 46], [25, 86], [83, 67], [26, 15, 75, 76], [65, 17], [21, 2, 9, 27], [31, 3], [4, 49, 11, 24], [42, 38, 20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
150: [[70, 36, 32], [40, 56, 35], [61, 48, 16], [82, 8], [44, 71, 88], [69, 7, 14], [41, 46, 25], [86, 83, 67, 26], [15, 75], [76, 65], [17, 21, 2, 9], [27, 31, 3], [4, 49, 11, 24], [42, 38, 20], [5, 22, 18, 34], [12, 39, 6, 47], [28, 23, 54, 13], [55, 57], [81, 29, 50, 59], [37, 19, 63, 64], [1, 45, 79], [52, 60, 43], [51, 53, 33], [72, 68, 30, 62], [73], [10], [66, 74], [77, 78, 84], [58, 80, 87, 85]]
151: [[70, 36], [32, 40, 56, 35], [61, 48, 16], [82], [8, 44, 71, 88, 69, 7, 14, 41, 46, 25, 86, 83, 67, 26, 15, 75, 76, 65, 17, 21, 2, 9, 27, 31, 3, 4, 49, 11, 24, 42, 38], [20, 5, 22, 18, 34, 12, 39, 6, 47, 28, 23, 54, 13, 55, 57, 81, 29, 50, 59, 37, 19, 63, 64, 1, 45, 79, 52, 60, 43, 51, 53, 33, 72, 68, 30, 62, 73, 10, 66, 74, 77, 78, 84, 58, 80, 87, 85]]
152: [[70, 36, 32], [40, 56], [35, 61, 48], [16, 82, 8], [44, 71, 88, 69], [7, 14], [41, 46], [25, 86, 83, 67], [26, 15], [75, 76, 65, 17], [21, 2], [9, 27], [31, 3], [4, 49], [11, 24], [42, 38, 20], [5, 22, 18], [34, 12], [39, 6, 47, 28], [23, 54, 13], [55, 57, 81, 29], [50, 59, 37, 19], [63, 64], [1, 45], [79, 52, 60, 43], [51, 53, 33], [72, 68, 30, 62], [73, 10, 66, 74], [77, 78, 84], [58, 80, 87, 85]]
