0: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41], [63, 33, 31, 54, 35, 36], [32], [34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 56, 47, 55], [48, 49, 50, 61, 51, 53], [52, 58, 62], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
102: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17], [26, 21], [20, 24, 16, 23, 18], [19, 28, 25], [29, 59, 30, 60, 41, 63], [33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 55, 50], [49, 51, 52, 53], [56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80], [87, 83, 84, 85, 86, 88]]
103: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 56, 51, 49, 48, 55, 50, 52, 58, 53, 61, 62, 65], [71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
104: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19], [28, 25], [29, 59], [30, 60, 41, 63], [33, 31, 54, 35], [36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 53, 48, 52, 50, 51, 55, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
105: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14], [15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29], [59, 30, 60, 41, 63], [33, 31], [54, 35, 36, 32], [34, 39, 44, 37, 46, 40], [42, 43, 57], [45, 47, 56, 50, 51], [49, 48, 55, 53], [52, 61, 62, 58, 65], [71, 64, 66, 67, 78, 68, 69, 70, 74, 72], [73, 76, 77], [75, 79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
106: [[38, 5, 7], [2, 22], [13, 1, 12, 3], [4, 6, 10], [9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25], [29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 53], [49, 55, 51, 50, 52, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
107: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6], [10, 9], [8, 27], [14, 15], [11, 17, 26, 21, 20, 24], [16, 23, 18, 19, 28, 25, 29, 59, 30], [60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 50, 51], [48, 49, 53, 61, 52, 55, 62, 56, 58, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
108: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10], [9, 8, 27], [14, 15], [11, 17], [26, 21], [20, 24], [16, 23, 18, 19, 28], [25, 29], [59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32, 34], [39, 44, 37, 46, 40], [42, 43], [57, 45, 47, 48, 53, 51, 52, 49, 50, 55, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
109: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33], [31, 54, 35], [36, 32], [34, 39, 44, 37], [46, 40, 42, 43, 57], [45, 47, 53, 50, 49], [48, 51, 55, 52, 58], [56, 61, 62, 65], [71, 64, 66, 67, 78], [68, 69, 70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
110: [[38, 5, 7], [2, 22], [13, 1, 12], [3, 4, 6, 10, 9], [8, 27], [14, 15], [11, 17, 26], [21, 20, 24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 55, 49, 51, 50, 52, 53], [58, 61, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
111: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18], [19, 28], [25, 29], [59, 30], [60, 41], [63, 33, 31, 54, 35], [36, 32, 34, 39], [44, 37], [46, 40], [42, 43, 57, 45], [47], [48, 49, 53], [52, 50], [55, 58, 56], [51, 61, 62, 65], [71, 64, 66], [67, 78, 68, 69, 70], [74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
112: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26], [21, 20, 24, 16, 23], [18, 19], [28, 25, 29, 59, 30], [60, 41], [63, 33], [31, 54, 35], [36, 32, 34, 39, 44], [37, 46, 40, 42, 43], [57, 45, 47], [50, 49, 48, 51, 52], [53, 55], [56, 61], [62, 58, 65, 71, 64], [66, 67, 78, 68], [69, 70], [74, 72], [73, 76, 77, 75, 79, 82, 81, 80], [87, 83, 84, 85, 86, 88]]
113: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39], [44, 37, 46, 40, 42, 43, 57, 45, 47, 48, 55, 53, 50, 49, 52, 51, 56, 58, 61], [62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
114: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10], [9, 8, 27], [14, 15], [11, 17], [26, 21], [20, 24], [16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33], [31, 54, 35, 36], [32, 34], [39, 44, 37, 46], [40, 42], [43, 57, 45], [55, 47], [49, 48, 51], [53, 52, 50, 56, 58], [62, 61, 65, 71], [64, 66, 67], [78, 68], [69, 70, 74, 72, 73, 76], [77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
115: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10], [9, 8, 27], [14, 15], [11, 17], [26, 21], [20, 24], [16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33], [31, 54, 35, 36], [32, 34], [39, 44, 37, 46], [40, 42], [43, 57, 45], [55, 47], [49, 48, 51], [53, 52, 50, 56, 58], [62, 61, 65, 71], [64, 66, 67], [78, 68], [69, 70, 74, 72, 73, 76], [77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
116: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20, 24], [16, 23], [18, 19], [28, 25, 29, 59, 30, 60], [41], [63, 33, 31], [54, 35, 36], [32, 34, 39, 44, 37], [46, 40, 42, 43, 57], [45, 47, 50, 49, 48, 51], [53, 52, 55, 61, 56], [58, 62, 65, 71, 64], [66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77], [75, 79, 82, 81], [80, 87, 83, 84, 85, 86, 88]]
117: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9], [8, 27, 14, 15, 11], [17, 26], [21, 20], [24, 16, 23, 18, 19, 28], [25], [29, 59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32, 34], [39, 44, 37, 46, 40, 42], [43, 57, 45, 47, 49], [53, 50, 48, 51, 61], [52, 55, 56], [58, 62, 65, 71, 64], [66, 67], [78, 68, 69, 70], [74, 72, 73, 76], [77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
118: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20], [24, 16, 23], [18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36], [32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47], [50, 49, 51, 48, 55, 53, 52, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
119: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10], [9, 8, 27], [14, 15, 11, 17, 26], [21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33], [31, 54, 35, 36, 32], [34, 39, 44, 37], [46, 40, 42, 43, 57, 45, 47, 50], [52, 49, 48, 51, 55], [53, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
120: [[38, 5, 7], [2, 22], [13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17], [26, 21, 20], [24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 55, 53, 48, 50, 56], [51, 52, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
121: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15], [11, 17, 26], [21, 20, 24, 16, 23], [18, 19], [28, 25, 29, 59], [30, 60, 41, 63], [33, 31, 54], [35, 36], [32, 34, 39, 44, 37], [46, 40, 42, 43, 57], [45, 47, 51, 50, 48], [49, 52, 61, 53, 58], [55, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
122: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6], [10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20], [24, 16, 23], [18, 19], [28, 25], [29, 59], [30, 60, 41, 63], [33, 31, 54], [35, 36, 32, 34], [39, 44, 37, 46], [40, 42, 43, 57], [45, 47], [48, 53, 49], [52, 50], [51, 55, 58], [56, 61, 62, 65], [71, 64, 66, 67, 78, 68, 69], [70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
123: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9], [8, 27, 14, 15], [11, 17, 26, 21, 20], [24, 16], [23, 18, 19, 28, 25], [29, 59, 30], [60, 41, 63], [33, 31, 54], [35, 36, 32, 34], [39, 44, 37, 46], [40, 42, 43, 57], [45, 47], [48, 55, 49], [52, 50], [51, 53, 62], [56, 61, 58, 65], [71, 64, 66, 67, 78, 68, 69], [70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
124: [[38, 5, 7, 2, 22], [13, 1, 12, 3, 4], [6, 10], [9, 8, 27], [14, 15], [11, 17, 26, 21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59], [30, 60, 41, 63], [33, 31], [54, 35], [36, 32], [34, 39, 44, 37, 46], [40, 42], [43, 57], [45, 47, 49], [53, 48, 51], [50, 52, 55], [56, 58, 61, 62, 65], [71, 64], [66, 67, 78, 68, 69], [70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
125: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10], [9, 8, 27], [14, 15], [11, 17], [26, 21], [20], [24, 16, 23, 18], [19, 28, 25, 29, 59], [30, 60], [41, 63, 33, 31, 54], [35, 36, 32, 34, 39], [44, 37, 46, 40, 42], [43, 57, 45], [47, 48], [53, 51], [50, 52], [55, 56, 62], [49, 58], [61, 65, 71, 64], [66], [67, 78, 68], [69, 70], [74, 72, 73], [76, 77, 75, 79], [82, 81, 80], [87, 83, 84, 85, 86], [88]]
126: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18], [19, 28, 25, 29, 59], [30, 60], [41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44], [37, 46, 40], [42, 43], [57, 45], [47, 58, 51, 48, 49, 50], [53, 52, 55, 62, 56, 61, 65, 71, 64], [66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
127: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14], [15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63, 33], [31, 54, 35], [36, 32], [34, 39], [44, 37, 46, 40, 42, 43], [57, 45, 47, 53, 48], [50, 49, 51, 61, 52, 55, 58, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
128: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14], [15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63, 33], [31, 54, 35], [36, 32], [34, 39], [44, 37, 46, 40, 42, 43], [57, 45, 47, 53, 48], [50, 49, 51, 61, 52, 55, 58, 56, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
129: [[38, 5, 7], [2, 22, 13, 1], [12, 3], [4, 6, 10, 9], [8, 27, 14, 15], [11, 17, 26, 21], [20, 24, 16, 23, 18], [19, 28], [25, 29], [59, 30, 60, 41, 63], [33, 31], [54, 35, 36, 32, 34], [39, 44, 37, 46, 40], [42, 43, 57], [45], [47, 48, 53, 50], [49, 51, 58, 52, 55], [56, 61, 62, 65, 71], [64, 66, 67, 78, 68], [69, 70, 74], [72, 73, 76, 77, 75], [79, 82], [81, 80, 87, 83], [84, 85, 86, 88]]
130: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15, 11, 17, 26], [21, 20, 24, 16, 23], [18, 19, 28, 25, 29], [59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 56, 49, 51, 52, 48, 55, 53, 58], [50, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81], [80, 87, 83, 84, 85, 86, 88]]
131: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 50, 48, 53, 51, 52, 55, 62, 58, 61, 56, 65, 71, 64], [66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77], [75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
132: [[38, 5, 7], [2, 22], [13, 1], [12, 3, 4, 6], [10, 9], [8, 27], [14, 15], [11, 17, 26], [21, 20, 24], [16, 23], [18, 19], [28, 25], [29, 59], [30], [60, 41, 63, 33, 31], [54, 35, 36], [32, 34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47], [49, 48, 53, 50, 51], [52, 58, 55, 56, 61, 62, 65, 71, 64, 66], [67, 78, 68], [69, 70], [74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83], [84, 85, 86, 88]]
133: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8], [27, 14, 15, 11, 17], [26, 21, 20, 24, 16], [23, 18, 19], [28, 25, 29, 59, 30], [60, 41, 63, 33, 31], [54, 35, 36, 32, 34, 39], [44, 37, 46], [40, 42, 43, 57], [45, 47, 48, 49, 50, 51, 53, 55, 56, 52, 58], [61, 62, 65, 71, 64, 66, 67, 78, 68], [69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
134: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10], [9, 8, 27, 14, 15], [11, 17, 26], [21, 20], [24, 16, 23, 18], [19, 28, 25], [29, 59, 30, 60, 41], [63, 33, 31, 54, 35, 36], [32, 34, 39, 44, 37], [46, 40, 42, 43, 57], [45, 47, 51, 49, 48, 50], [55, 52, 53, 58, 56], [62, 61, 65, 71, 64], [66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
135: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9, 8, 27, 14, 15, 11], [17, 26, 21], [20, 24, 16, 23, 18, 19], [28, 25, 29, 59], [30, 60], [41, 63, 33], [31, 54, 35, 36], [32, 34, 39], [44, 37, 46, 40], [42, 43, 57, 45], [47], [49, 51, 48], [52, 50, 53, 55, 56], [58, 61, 62, 65, 71], [64, 66, 67], [78, 68, 69], [70, 74, 72], [73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
136: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10], [9, 8, 27, 14, 15], [11, 17], [26, 21, 20, 24, 16], [23, 18, 19, 28, 25, 29, 59, 30], [60, 41, 63, 33, 31], [54, 35], [36, 32, 34, 39], [44, 37, 46, 40], [42, 43, 57, 45, 47, 48, 55, 51, 50, 53, 49, 52, 58], [56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
137: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15], [11, 17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29, 59], [30, 60], [41, 63], [33, 31], [54, 35, 36, 32, 34], [39, 44], [37, 46, 40, 42, 43], [57, 45], [47, 58, 53, 49, 51], [50, 52, 55, 48, 56], [62, 61, 65, 71, 64], [66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84], [85, 86, 88]]
138: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17], [26, 21, 20], [24, 16], [23, 18], [19, 28, 25, 29, 59, 30], [60], [41, 63, 33], [31, 54, 35], [36, 32, 34, 39, 44], [37, 46], [40, 42], [43, 57, 45, 47], [52, 49, 48, 50, 51, 53, 55, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73], [76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
139: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27, 14], [15, 11], [17, 26, 21, 20, 24], [16, 23], [18, 19, 28, 25, 29], [59, 30], [60], [41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44, 37], [46, 40, 42], [43, 57], [45, 47], [49, 48], [50, 55, 51], [53, 52, 56], [58, 61, 62, 65, 71, 64, 66, 67], [78, 68, 69, 70, 74, 72, 73, 76], [77, 75, 79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
140: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21], [20, 24], [16, 23], [18, 19, 28, 25], [29, 59, 30, 60], [41, 63, 33, 31], [54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 49, 53, 55, 50, 48, 52, 51, 56, 58, 62, 61, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79], [82, 81, 80, 87, 83, 84, 85], [86, 88]]
141: [[38, 5, 7], [2, 22], [13, 1], [12], [3, 4, 6], [10, 9], [8, 27, 14], [15, 11, 17], [26, 21, 20, 24], [16, 23, 18, 19], [28, 25, 29], [59, 30], [60, 41, 63], [33, 31, 54], [35, 36, 32], [34, 39], [44, 37, 46, 40], [42, 43, 57], [45, 47, 50, 49], [48, 53, 52], [56, 51, 55], [58, 61], [62, 65, 71, 64], [66, 67, 78], [68, 69, 70, 74], [72, 73, 76, 77], [75, 79, 82], [81, 80], [87, 83, 84, 85], [86, 88]]
142: [[38, 5, 7], [2, 22, 13], [1, 12], [3, 4], [6, 10, 9], [8, 27, 14, 15, 11], [17, 26, 21], [20, 24, 16, 23, 18], [19, 28, 25, 29, 59], [30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34], [39, 44, 37, 46], [40, 42, 43, 57, 45], [47, 51], [49], [48, 50], [52, 53, 55, 56, 62], [58, 61, 65, 71, 64], [66, 67, 78, 68, 69], [70, 74, 72, 73], [76, 77], [75, 79], [82, 81, 80, 87], [83, 84, 85, 86, 88]]
143: [[38, 5, 7, 2], [22, 13, 1, 12, 3], [4, 6], [10, 9], [8, 27, 14, 15, 11], [17, 26, 21], [20, 24, 16, 23, 18], [19, 28, 25], [29, 59], [30, 60, 41], [63, 33], [31, 54, 35, 36, 32], [34, 39], [44, 37, 46, 40, 42], [43, 57, 45, 47, 49], [53, 48, 51, 50], [52, 55, 58], [56, 62, 61], [65, 71, 64, 66, 67], [78, 68, 69], [70, 74, 72, 73], [76, 77, 75, 79, 82], [81, 80, 87], [83, 84], [85, 86], [88]]
144: [[38, 5, 7], [2, 22, 13], [1, 12], [3, 4], [6, 10], [9, 8, 27], [14, 15, 11, 17, 26, 21, 20, 24], [16, 23, 18, 19, 28], [25, 29], [59, 30], [60, 41, 63], [33, 31, 54, 35], [36, 32, 34, 39, 44], [37, 46, 40, 42, 43, 57, 45, 47, 48, 49, 51, 50, 53, 52, 55, 58, 56, 61], [62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81], [80, 87], [83, 84, 85, 86, 88]]
145: [[38, 5, 7], [2, 22], [13, 1], [12, 3, 4], [6, 10, 9], [8, 27], [14, 15, 11], [17, 26, 21], [20, 24, 16], [23, 18, 19, 28], [25, 29, 59, 30], [60, 41], [63, 33], [31, 54, 35], [36, 32, 34], [39, 44, 37, 46, 40], [42, 43, 57, 45], [47, 50, 53, 49], [48, 55], [51, 52, 58, 56], [62, 61], [65, 71, 64, 66], [67, 78], [68, 69, 70], [74, 72, 73, 76, 77], [75, 79, 82, 81, 80], [87, 83, 84, 85], [86, 88]]
146: [[38, 5], [7, 2, 22, 13, 1], [12, 3, 4, 6, 10], [9, 8, 27], [14, 15], [11, 17, 26], [21, 20, 24, 16, 23, 18], [19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32], [34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 52, 49, 50, 48, 55, 51, 53, 58, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74], [72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
147: [[38, 5, 7], [2, 22], [13, 1], [12, 3], [4, 6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19], [28, 25, 29, 59, 30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 58, 51, 49, 48, 53, 50, 55, 52, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75], [79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
148: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4], [6, 10, 9, 8, 27], [14, 15, 11, 17, 26], [21, 20], [24, 16, 23, 18, 19], [28, 25, 29, 59, 30, 60], [41, 63, 33, 31, 54], [35, 36, 32, 34], [39, 44, 37, 46], [40, 42, 43, 57], [45, 47, 50], [51, 49], [48, 55, 52, 53, 62], [58, 61, 56, 65, 71], [64, 66, 67, 78, 68], [69, 70, 74, 72, 73], [76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
149: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6, 10, 9], [8, 27, 14, 15, 11, 17, 26, 21, 20, 24, 16, 23, 18, 19, 28, 25, 29, 59, 30, 60, 41, 63, 33, 31, 54, 35, 36, 32], [34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47, 58, 55, 51, 52, 48, 49, 53, 50, 56, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
150: [[38, 5, 7], [2, 22, 13, 1, 12], [3, 4, 6], [10, 9], [8, 27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19, 28, 25], [29, 59], [30, 60, 41, 63, 33, 31, 54, 35, 36, 32, 34, 39, 44, 37, 46, 40, 42, 43, 57, 45, 47], [51, 49, 48, 52, 50, 53, 55], [56, 58, 61, 62, 65, 71, 64, 66, 67, 78, 68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
151: [[38, 5, 7, 2], [22, 13, 1, 12], [3, 4, 6, 10], [9, 8], [27, 14], [15, 11, 17, 26], [21, 20, 24, 16], [23, 18], [19, 28, 25, 29], [59, 30, 60, 41], [63, 33], [31, 54], [35, 36, 32], [34, 39, 44, 37, 46], [40, 42], [43, 57, 45, 47, 50], [55, 48, 49, 51, 52], [53, 56, 58, 62, 61], [65, 71, 64, 66, 67], [78, 68, 69, 70, 74], [72, 73, 76, 77, 75], [79, 82, 81, 80, 87], [83, 84, 85, 86, 88]]
152: [[38, 5, 7], [2, 22], [13, 1], [12, 3], [4, 6, 10, 9, 8], [27, 14, 15, 11], [17, 26, 21, 20, 24], [16, 23, 18, 19], [28, 25, 29, 59, 30, 60, 41, 63], [33, 31, 54, 35, 36], [32, 34, 39, 44], [37, 46, 40, 42, 43, 57, 45, 47], [48, 51, 49, 50, 53], [52, 55, 56, 58, 61, 62, 65, 71, 64, 66, 67, 78], [68, 69, 70, 74, 72, 73, 76, 77, 75, 79, 82, 81, 80, 87, 83, 84, 85, 86, 88]]
