0: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32, 35], [54, 37], [42, 38], [34, 44, 36, 39, 40], [43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51], [60, 69], [65, 66, 72], [78, 64], [67, 70, 68], [71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82], [87, 84, 85, 86, 88]]
102: [[22, 1, 12], [2, 7], [3, 4, 5], [6, 9, 10, 8], [27, 15, 11], [14, 41, 29], [13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32, 35], [54, 37, 42, 38], [34, 44], [36, 39, 40, 43], [47, 45], [46], [56, 50, 49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
103: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42], [38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53, 59], [51, 60, 69, 65], [66, 72, 78, 64], [67, 70, 68], [71, 75], [73], [74, 77], [76, 79, 80, 81], [83, 82, 87], [84], [85, 86, 88]]
104: [[22, 1, 12], [2], [7, 3, 4], [5, 6], [9, 10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20, 18, 17, 25], [21], [19, 23, 24], [16, 58, 62, 63], [26, 31], [30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36], [39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57, 61], [53], [59, 51, 60, 69], [65, 66, 72], [78, 64, 67], [70, 68, 71, 75], [73, 74], [77, 76, 79], [80, 81, 83], [82, 87], [84, 85, 86, 88]]
105: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35], [54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57], [61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
106: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34, 44], [36, 39, 40, 43], [47, 45], [46, 56], [50, 49, 52], [55, 48], [57, 61, 53], [59, 51, 60, 69, 65, 66], [72, 78, 64, 67, 70, 68, 71, 75, 73, 74], [77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
107: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42], [38, 34, 44], [36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48], [57, 61, 53, 59], [51], [60, 69, 65, 66], [72, 78], [64, 67], [70, 68], [71, 75], [73, 74, 77], [76, 79, 80], [81, 83, 82, 87], [84, 85, 86], [88]]
108: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28, 20, 18, 17], [25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35], [54, 37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48], [57, 61, 53], [59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81], [83, 82, 87, 84, 85, 86, 88]]
109: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9], [10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30], [33, 32, 35, 54, 37, 42, 38], [34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
110: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20, 18, 17], [25, 21, 19], [23, 24, 16, 58], [62, 63, 26], [31, 30, 33, 32], [35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75, 73, 74], [77, 76], [79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
111: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9], [10, 8, 27, 15], [11, 14, 41], [29, 13], [28, 20, 18, 17], [25, 21, 19, 23], [24, 16, 58, 62], [63, 26, 31], [30, 33, 32], [35, 54, 37, 42], [38, 34], [44, 36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52], [55], [48, 57, 61, 53], [59, 51, 60], [69, 65], [66, 72, 78, 64], [67, 70, 68, 71], [75, 73, 74], [77, 76], [79, 80, 81, 83], [82, 87, 84, 85, 86], [88]]
112: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13], [28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45, 46], [56, 50, 49, 52, 55], [48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
113: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13], [28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45, 46], [56, 50, 49, 52, 55], [48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76], [79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
114: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10], [8, 27, 15, 11], [14, 41, 29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45], [46, 56, 50], [49, 52, 55], [48, 57, 61, 53], [59], [51, 60, 69, 65, 66], [72], [78, 64, 67], [70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
115: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21, 19], [23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
116: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58, 62], [63, 26, 31, 30], [33], [32, 35, 54, 37], [42, 38, 34, 44], [36, 39, 40, 43], [47], [45, 46], [56, 50, 49, 52], [55, 48], [57, 61, 53, 59], [51, 60, 69, 65], [66, 72], [78, 64, 67, 70], [68, 71, 75, 73], [74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
117: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30], [33, 32, 35], [54, 37, 42], [38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50], [49, 52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67], [70, 68, 71, 75], [73, 74, 77, 76], [79, 80, 81, 83], [82, 87, 84, 85], [86, 88]]
118: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58, 62, 63], [26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43, 47], [45, 46, 56], [50, 49, 52], [55, 48, 57], [61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
119: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46], [56, 50, 49, 52], [55, 48, 57], [61, 53, 59, 51], [60, 69, 65], [66, 72, 78, 64], [67, 70, 68], [71, 75, 73, 74], [77, 76, 79, 80], [81, 83, 82], [87, 84, 85], [86, 88]]
120: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28], [20, 18, 17, 25], [21, 19, 23], [24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39], [40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
121: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28, 20, 18], [17, 25], [21, 19, 23], [24, 16, 58, 62, 63], [26, 31, 30, 33], [32, 35], [54, 37, 42], [38, 34, 44, 36], [39, 40, 43, 47], [45, 46, 56], [50], [49, 52, 55, 48], [57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71], [75, 73, 74, 77, 76], [79, 80, 81, 83, 82, 87, 84], [85, 86, 88]]
122: [[22, 1, 12], [2, 7], [3, 4], [5, 6, 9, 10], [8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17], [25, 21, 19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36], [39, 40, 43], [47, 45], [46, 56, 50], [49, 52, 55], [48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
123: [[22, 1, 12], [2, 7], [3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20, 18], [17, 25], [21, 19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35], [54, 37, 42, 38], [34, 44, 36], [39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55], [48, 57, 61, 53], [59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70], [68, 71, 75, 73], [74, 77, 76], [79, 80, 81], [83, 82, 87], [84, 85], [86, 88]]
124: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20], [18, 17, 25], [21, 19, 23], [24, 16, 58, 62], [63, 26, 31], [30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50], [49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78], [64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
125: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14], [41, 29, 13], [28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38, 34, 44, 36, 39], [40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70], [68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
126: [[22, 1, 12, 2], [7, 3, 4], [5, 6, 9, 10], [8, 27, 15, 11], [14, 41, 29, 13], [28, 20, 18, 17], [25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40, 43], [47, 45, 46, 56], [50, 49], [52], [55, 48, 57], [61, 53, 59], [51, 60], [69, 65, 66], [72, 78, 64], [67], [70, 68, 71, 75], [73, 74, 77, 76], [79, 80, 81, 83], [82, 87, 84, 85], [86, 88]]
127: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13, 28, 20, 18, 17, 25, 21], [19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45], [46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
128: [[22, 1, 12], [2, 7, 3], [4, 5, 6], [9, 10, 8, 27], [15, 11], [14, 41], [29, 13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59], [51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75, 73], [74, 77, 76], [79, 80, 81, 83], [82, 87, 84, 85], [86, 88]]
129: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8], [27, 15, 11, 14], [41, 29], [13, 28, 20, 18, 17], [25, 21, 19, 23], [24, 16], [58, 62, 63, 26, 31], [30, 33, 32, 35], [54, 37, 42, 38, 34, 44, 36, 39, 40, 43], [47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
130: [[22, 1, 12], [2, 7, 3], [4, 5, 6, 9], [10, 8, 27, 15], [11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21], [19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35], [54, 37, 42], [38, 34, 44], [36, 39, 40, 43], [47, 45, 46, 56], [50, 49, 52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66], [72, 78, 64, 67], [70, 68, 71, 75], [73, 74, 77, 76], [79, 80], [81, 83, 82], [87, 84, 85], [86, 88]]
131: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11, 14, 41], [29, 13], [28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
132: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20, 18, 17, 25], [21, 19, 23, 24], [16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37], [42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
133: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8], [27, 15, 11, 14], [41, 29, 13, 28], [20, 18, 17], [25, 21, 19, 23], [24, 16, 58], [62, 63, 26, 31], [30, 33, 32, 35], [54, 37], [42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71], [75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
134: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9], [10, 8, 27, 15], [11, 14, 41], [29, 13], [28, 20, 18, 17], [25, 21, 19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35], [54, 37], [42, 38, 34, 44], [36, 39], [40, 43, 47], [45, 46, 56, 50], [49, 52], [55, 48, 57, 61], [53, 59, 51, 60], [69, 65], [66, 72], [78], [64, 67, 70, 68], [71, 75], [73, 74, 77, 76], [79, 80, 81], [83, 82, 87, 84], [85, 86, 88]]
135: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11], [14, 41, 29], [13, 28, 20, 18, 17, 25], [21, 19, 23, 24, 16, 58, 62, 63, 26, 31], [30, 33, 32, 35, 54], [37, 42, 38, 34, 44, 36, 39, 40], [43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
136: [[22, 1, 12, 2], [7, 3], [4, 5, 6, 9], [10, 8, 27, 15], [11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24], [16, 58, 62], [63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44, 36], [39, 40], [43, 47, 45, 46], [56, 50, 49], [52, 55], [48, 57, 61, 53], [59, 51, 60, 69], [65, 66, 72, 78], [64, 67, 70, 68], [71, 75, 73, 74, 77], [76, 79, 80, 81], [83, 82, 87], [84, 85, 86, 88]]
137: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27, 15], [11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33, 32], [35, 54, 37, 42], [38, 34], [44, 36, 39], [40, 43, 47, 45], [46, 56, 50], [49, 52, 55, 48], [57, 61], [53], [59, 51], [60, 69, 65, 66], [72, 78, 64, 67, 70], [68, 71, 75], [73], [74, 77, 76, 79], [80, 81, 83, 82], [87, 84, 85, 86, 88]]
138: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8, 27], [15, 11, 14, 41, 29], [13, 28, 20], [18, 17], [25, 21, 19, 23], [24, 16, 58], [62, 63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55], [48, 57, 61, 53, 59, 51, 60, 69], [65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
139: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10, 8, 27], [15, 11], [14, 41, 29, 13], [28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63], [26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
140: [[22, 1, 12], [2, 7, 3, 4], [5, 6, 9, 10], [8, 27, 15], [11, 14, 41, 29], [13, 28, 20], [18, 17, 25, 21], [19, 23, 24, 16], [58, 62], [63, 26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69], [65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
141: [[22, 1, 12, 2], [7, 3], [4, 5, 6], [9, 10, 8], [27, 15], [11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19, 23], [24, 16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37, 42, 38, 34, 44, 36, 39], [40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
142: [[22, 1, 12, 2, 7], [3, 4, 5], [6], [9, 10, 8], [27, 15, 11, 14], [41, 29], [13, 28, 20], [18, 17, 25, 21], [19, 23, 24], [16, 58, 62, 63], [26, 31], [30], [33, 32], [35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60], [69], [65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
143: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8, 27], [15, 11], [14, 41, 29, 13], [28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58], [62, 63], [26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34], [44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60], [69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
144: [[22, 1, 12], [2, 7], [3, 4, 5, 6], [9, 10, 8], [27, 15], [11, 14, 41, 29], [13, 28], [20, 18, 17, 25], [21, 19], [23, 24, 16, 58], [62, 63, 26, 31], [30, 33], [32, 35, 54, 37], [42, 38, 34, 44], [36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68], [71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
145: [[22, 1, 12], [2, 7, 3], [4, 5, 6], [9, 10, 8], [27, 15, 11, 14], [41, 29, 13], [28, 20], [18, 17, 25], [21, 19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38], [34, 44, 36, 39], [40, 43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72], [78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83], [82, 87, 84, 85, 86, 88]]
146: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29], [13, 28], [20, 18, 17], [25, 21], [19, 23, 24], [16, 58, 62, 63], [26, 31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66], [72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
147: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9, 10, 8], [27, 15, 11, 14], [41, 29, 13], [28, 20, 18, 17], [25, 21, 19, 23], [24, 16], [58, 62], [63, 26], [31, 30, 33, 32], [35, 54], [37, 42, 38, 34], [44, 36, 39], [40, 43], [47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51, 60], [69, 65, 66, 72], [78, 64, 67, 70, 68], [71, 75, 73, 74], [77, 76, 79, 80], [81, 83, 82, 87, 84], [85, 86, 88]]
148: [[22, 1, 12, 2], [7, 3, 4], [5], [6, 9, 10], [8, 27], [15, 11, 14, 41, 29, 13], [28, 20, 18, 17, 25, 21, 19, 23, 24, 16, 58, 62, 63, 26], [31, 30, 33, 32, 35, 54, 37, 42, 38, 34, 44, 36, 39, 40, 43, 47, 45, 46, 56, 50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
149: [[22, 1, 12, 2], [7, 3, 4], [5, 6], [9, 10], [8, 27, 15, 11], [14, 41, 29], [13, 28], [20, 18, 17, 25], [21, 19, 23], [24], [16, 58, 62, 63], [26, 31, 30, 33], [32, 35, 54, 37], [42, 38, 34, 44], [36, 39, 40], [43, 47, 45], [46, 56, 50], [49, 52, 55, 48], [57, 61, 53, 59, 51, 60, 69, 65, 66, 72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
150: [[22, 1, 12, 2], [7, 3], [4, 5, 6, 9], [10, 8, 27, 15], [11, 14, 41], [29, 13], [28, 20, 18, 17], [25, 21, 19, 23], [24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47, 45, 46, 56], [50, 49, 52, 55, 48, 57, 61, 53, 59, 51, 60, 69, 65, 66], [72, 78, 64, 67, 70, 68, 71, 75, 73, 74, 77, 76, 79, 80, 81, 83, 82, 87, 84, 85, 86, 88]]
151: [[22, 1, 12, 2], [7, 3, 4, 5], [6, 9], [10, 8, 27, 15], [11, 14, 41, 29], [13, 28, 20, 18], [17, 25, 21, 19], [23, 24, 16, 58, 62], [63, 26, 31, 30], [33, 32, 35, 54], [37, 42, 38, 34], [44, 36, 39, 40], [43, 47], [45, 46, 56, 50], [49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69], [65, 66], [72], [78, 64, 67, 70, 68], [71, 75, 73, 74], [77, 76, 79, 80], [81, 83, 82], [87, 84, 85, 86, 88]]
152: [[22, 1, 12], [2], [7, 3, 4], [5, 6, 9], [10], [8, 27, 15, 11], [14, 41, 29, 13], [28, 20, 18], [17, 25, 21, 19], [23, 24, 16], [58, 62, 63, 26], [31, 30, 33, 32], [35, 54, 37, 42], [38, 34, 44], [36, 39, 40], [43, 47, 45], [46, 56, 50, 49], [52, 55, 48, 57], [61, 53, 59, 51], [60, 69, 65], [66, 72, 78], [64, 67, 70], [68], [71, 75, 73, 74], [77, 76, 79, 80], [81, 83, 82], [87, 84, 85], [86, 88]]
