0: [[83, 2, 12, 22], [3, 28, 18, 1, 13, 23], [4, 5], [35, 34, 11], [7, 14, 15, 46, 41], [45, 44, 8, 74, 81, 39, 10], [6, 57], [16, 59, 27, 17, 48, 51, 19], [20, 25, 21], [24, 26, 40, 29], [30, 31, 32, 78, 33], [36], [50, 37, 9, 38, 42], [47, 49, 60, 52, 61, 54], [55, 53, 62, 43], [56, 68, 66, 70], [63, 64, 72, 67], [71, 69], [65, 76, 73], [75, 79, 77], [80, 82, 84, 86], [87, 85, 88, 58]]
102: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 51, 53, 45, 49, 52, 50, 54, 55, 56, 57, 60, 59, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
103: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 60, 54, 58, 53, 49, 46, 50, 59, 52, 56, 57, 51, 55, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
104: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 46, 51, 50, 47, 49, 53, 59, 52, 54, 56, 57, 60, 63, 62, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
105: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 57, 47, 45, 46, 50, 55, 56, 52, 49, 51, 53, 62, 54, 60, 59, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
106: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 41, 44, 9, 14, 17, 10], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 56, 57, 50, 60, 55, 49, 52, 51, 46, 53, 62, 54, 59, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
107: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 59, 45, 54, 46, 62, 49, 50, 63, 51, 47, 52, 53, 56, 57, 58, 55, 60, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
108: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 46, 60, 50, 53, 51, 55, 58, 52, 54, 56, 59, 49, 57, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
109: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 47, 43, 45, 49, 46, 50, 54, 53, 51, 52, 58, 55, 56, 59, 60, 57, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
110: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 46, 45, 35, 51, 47, 54, 60, 53, 49, 50, 58, 52, 57, 55, 56, 59, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
111: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 46, 51, 56, 49, 54, 50, 57, 52, 53, 58, 59, 63, 55, 60, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
112: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 46, 59, 58, 45, 49, 50, 51, 60, 52, 56, 53, 55, 57, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
113: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 51, 52, 49, 53, 46, 54, 55, 56, 50, 58, 57, 62, 60, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
114: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 52, 53, 49, 45, 55, 51, 50, 58, 54, 57, 56, 60, 63, 62, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
115: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 45, 40, 43, 47, 46, 54, 53, 49, 52, 57, 38, 50, 51, 55, 58, 56, 59, 62, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
116: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 50, 59, 49, 51, 53, 54, 56, 62, 55, 57, 58, 52, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
117: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 54, 46, 50, 60, 49, 55, 51, 52, 58, 56, 53, 57, 59, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
118: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 58, 47, 46, 50, 45, 52, 57, 59, 49, 53, 55, 51, 54, 56, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
119: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 51, 54, 52, 50, 55, 56, 53, 57, 59, 60, 62, 63, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
120: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 53, 47, 45, 46, 50, 49, 55, 52, 56, 57, 58, 63, 51, 54, 59, 60, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
121: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 43, 40, 38, 46, 47, 45, 60, 50, 57, 49, 55, 62, 56, 51, 58, 52, 53, 54, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
122: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 46, 43, 47, 53, 45, 50, 49, 55, 51, 52, 63, 54, 56, 59, 60, 62, 58, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
123: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 54, 52, 58, 55, 50, 56, 51, 57, 53, 63, 62, 60, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
124: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 51, 40, 35, 46, 45, 62, 43, 55, 49, 47, 54, 50, 57, 52, 53, 58, 59, 56, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
125: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 46, 56, 53, 45, 52, 49, 51, 50, 57, 55, 59, 62, 58, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
126: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 58, 51, 53, 46, 49, 52, 54, 55, 50, 56, 57, 59, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
127: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 46, 59, 45, 53, 49, 50, 51, 60, 52, 56, 57, 55, 58, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
128: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 46, 45, 55, 49, 53, 54, 52, 50, 51, 59, 56, 60, 63, 57, 58, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
129: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 35, 42, 38, 40, 43, 47, 45, 46, 59, 54, 51, 49, 50, 55, 52, 53, 57, 56, 58, 60, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
130: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 56, 57, 58, 46, 53, 47, 50, 52, 49, 62, 54, 51, 60, 59, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
131: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 54, 47, 60, 59, 52, 45, 46, 49, 56, 53, 51, 50, 55, 57, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
132: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 62, 46, 45, 55, 51, 47, 59, 50, 49, 53, 52, 57, 54, 60, 63, 56, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
133: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 54, 49, 51, 55, 52, 50, 53, 56, 58, 59, 57, 60, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
134: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 41, 44, 9, 14, 17, 10], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 46, 52, 51, 60, 49, 50, 53, 57, 54, 59, 55, 56, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
135: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 49, 50, 54, 59, 56, 58, 55, 52, 51, 57, 60, 62, 53, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
136: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 62, 46, 45, 54, 53, 47, 50, 51, 49, 52, 60, 58, 55, 59, 56, 63, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
137: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 59, 52, 54, 53, 46, 51, 50, 49, 56, 58, 55, 57, 60, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
138: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 62, 50, 49, 53, 51, 55, 54, 52, 56, 58, 57, 59, 60, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
139: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 53, 47, 45, 60, 57, 49, 63, 46, 51, 55, 50, 52, 54, 56, 62, 58, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
140: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 55, 45, 62, 46, 59, 60, 47, 50, 58, 49, 56, 57, 54, 51, 52, 53, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
141: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 30, 8, 41, 44, 9, 14, 17, 10], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 60, 47, 50, 52, 46, 63, 54, 49, 56, 51, 57, 53, 62, 58, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
142: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 57, 54, 50, 53, 46, 47, 52, 49, 60, 58, 51, 62, 56, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
143: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 58, 50, 57, 51, 46, 53, 52, 49, 47, 56, 54, 60, 62, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
144: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 60, 54, 51, 47, 46, 50, 49, 53, 57, 56, 52, 58, 63, 59, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
145: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 55, 45, 57, 54, 50, 53, 46, 47, 52, 49, 60, 58, 51, 62, 56, 63, 59, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
146: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 45, 47, 46, 58, 50, 60, 55, 54, 49, 56, 52, 57, 63, 51, 59, 53, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
147: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 46, 45, 35, 47, 49, 50, 54, 53, 52, 56, 58, 55, 57, 51, 60, 59, 63, 62, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
148: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 47, 45, 46, 51, 50, 52, 53, 49, 59, 56, 54, 55, 60, 57, 62, 63, 58, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
149: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 59, 45, 55, 46, 56, 53, 47, 50, 57, 49, 52, 54, 60, 51, 58, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
150: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 46, 45, 47, 60, 62, 50, 43, 51, 52, 49, 53, 54, 59, 56, 55, 58, 63, 57, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
151: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 43, 40, 35, 47, 45, 46, 60, 50, 53, 52, 51, 49, 59, 62, 56, 54, 55, 57, 58, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
152: [[83, 2, 36, 22, 3, 20, 1, 4, 12, 13], [34, 39, 33, 15, 6, 21, 5, 11, 10, 30, 8, 41, 44, 9, 14, 17], [7, 27, 18, 16, 25, 23, 19, 26, 24, 28, 31, 61, 29, 48, 37, 32, 38, 42, 35, 40, 43, 46, 47, 45, 54, 51, 49, 52, 55, 50, 53, 56, 59, 57, 58, 60, 62, 63, 64, 68], [66, 70, 65, 73, 75, 67, 71, 69, 76, 72, 74, 78, 77, 79, 84, 80, 82, 86, 81, 85, 87, 88]]
