0: [[1, 2, 36, 6, 12, 13, 22], [3, 31, 4], [5, 11, 7], [29, 8, 9, 39, 10], [14, 15, 16, 18], [17, 21, 20, 25], [26, 24, 60, 23], [59, 54, 55], [32, 42, 48, 41, 34, 51], [37, 19, 49, 50], [27, 38, 45, 40, 28], [46, 43, 44, 30], [33, 35, 53, 57], [56, 47, 52, 62], [61, 63, 58, 74], [65, 64, 69, 78, 66], [77, 68, 67, 71, 70], [73, 76, 75, 72], [79, 82, 83, 80, 85], [81, 86, 84, 87, 88]]
102: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
103: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
104: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
105: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
106: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
107: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
108: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
109: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
110: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
111: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
112: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
113: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
114: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
115: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
116: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
117: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
118: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
119: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
120: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
121: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
122: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
123: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
124: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
125: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
126: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
127: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
128: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
129: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
130: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
131: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
132: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
133: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
134: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
135: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
136: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
137: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
138: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
139: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
140: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
141: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
142: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
143: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
144: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
145: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
146: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
147: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
148: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
149: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
150: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
151: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
152: [[22, 1, 2, 12, 36, 13, 4, 14, 24, 23], [6, 3, 9, 5, 7, 8, 10, 11, 15, 29, 16, 17, 18, 20, 21, 28, 25, 30, 31, 59, 53, 55, 39, 44, 34], [19, 41, 32, 35, 26, 27, 56, 40, 33, 37, 38, 42, 54, 43, 47, 45, 46, 48, 50, 49, 51, 52, 58, 57, 61, 60, 62, 63, 74, 65, 64], [69, 68, 67, 73, 70, 66, 77, 71, 72, 76, 79, 75, 78, 84, 82, 80, 85, 81, 86, 83, 87, 88]]
