0: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50], [13, 1, 24, 12], [43, 2], [3, 4], [64, 5], [30, 32, 33], [6, 9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
102: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50], [13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29], [75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66], [69, 74, 83], [77, 58, 72, 87], [80, 88, 79, 82]]
103: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65, 84, 81], [21, 52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46], [48, 16], [22, 70, 71, 28], [50, 13], [1, 24], [12, 43], [2, 3, 4], [64, 5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42], [61, 49], [53, 76, 85], [66, 69, 74], [83, 77], [58, 72], [87, 80, 88, 79, 82]]
104: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7], [54, 38], [42, 61, 49, 53, 76, 85, 66, 69, 74, 83], [77, 58, 72, 87, 80, 88], [79, 82]]
105: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36], [35, 40], [73, 60], [46, 48, 16], [22, 70], [71, 28, 50], [13, 1, 24, 12], [43, 2, 3], [4, 64], [5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80, 88, 79, 82]]
106: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16, 22, 70, 71, 28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57, 31, 59, 62], [19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66], [69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
107: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22], [70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4], [64, 5, 30], [32, 33, 6], [9, 10], [11, 44, 14], [78, 57], [31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
108: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12, 43], [2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
109: [[56, 45, 63], [47, 27, 55], [86, 41], [67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48], [16, 22], [70, 71], [28, 50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88, 79], [82]]
110: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57], [31, 59, 62, 19, 26, 18, 29, 75, 37, 7], [54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
111: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76, 85], [66, 69], [74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
112: [[56, 45, 63], [47, 27], [55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21], [52, 25], [8, 34, 23], [39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12], [43, 2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38], [42, 61, 49], [53, 76], [85, 66, 69], [74, 83, 77], [58, 72, 87], [80, 88], [79, 82]]
113: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23], [39, 68, 36], [35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69], [74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
114: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
115: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
116: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43], [2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75], [37, 7, 54], [38, 42, 61], [49, 53, 76], [85, 66], [69, 74, 83], [77, 58, 72, 87, 80, 88, 79, 82]]
117: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12, 43], [2, 3], [4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31], [59, 62, 19], [26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76], [85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
118: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5], [30, 32], [33, 6, 9], [10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7], [54, 38, 42], [61, 49, 53], [76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
119: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
120: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60, 46], [48, 16, 22], [70, 71], [28, 50], [13, 1, 24], [12, 43, 2], [3, 4], [64, 5, 30], [32, 33], [6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
121: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25], [8, 34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37], [7, 54], [38, 42, 61, 49, 53, 76, 85], [66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
122: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49], [53, 76, 85], [66, 69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
123: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
124: [[56, 45, 63], [47, 27, 55], [86, 41, 67], [15, 20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16], [22, 70, 71], [28, 50, 13], [1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37], [7, 54, 38], [42, 61, 49], [53, 76, 85], [66, 69], [74, 83, 77], [58, 72, 87], [80, 88, 79, 82]]
125: [[56, 45, 63], [47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54], [38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58], [72, 87, 80], [88, 79, 82]]
126: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15, 20], [51, 17, 65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59], [62, 19, 26, 18, 29, 75, 37, 7, 54, 38], [42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
127: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15, 20], [51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38], [42, 61, 49], [53, 76], [85, 66, 69], [74, 83, 77], [58, 72], [87, 80], [88, 79, 82]]
128: [[56, 45], [63, 47], [27, 55], [86, 41], [67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48], [16, 22], [70, 71, 28], [50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80, 88], [79, 82]]
129: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8, 34, 23, 39, 68, 36, 35, 40, 73, 60, 46, 48, 16, 22, 70, 71, 28, 50, 13, 1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6], [9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
130: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24], [12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85, 66], [69, 74, 83], [77, 58, 72], [87, 80], [88, 79, 82]]
131: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15, 20], [51, 17, 65], [84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
132: [[56, 45], [63, 47, 27], [55, 86], [41, 67], [15, 20], [51, 17, 65], [84, 81], [21, 52], [25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5], [30, 32], [33, 6], [9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18], [29, 75, 37, 7, 54, 38, 42], [61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
133: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6, 9], [10, 11], [44, 14, 78], [57, 31, 59], [62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
134: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28, 50, 13, 1, 24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11, 44, 14], [78, 57, 31, 59, 62, 19, 26, 18], [29, 75, 37], [7, 54, 38, 42, 61, 49], [53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
135: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33], [6, 9], [10, 11, 44], [14, 78, 57], [31, 59], [62, 19], [26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
136: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8], [34, 23, 39], [68, 36], [35, 40], [73, 60, 46], [48, 16, 22], [70, 71], [28, 50, 13], [1, 24], [12, 43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78], [57, 31, 59], [62, 19], [26, 18], [29, 75, 37], [7, 54, 38], [42, 61], [49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
137: [[56, 45, 63], [47, 27], [55, 86], [41, 67], [15, 20], [51, 17], [65, 84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48], [16, 22, 70], [71, 28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78], [57, 31, 59, 62, 19, 26], [18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74], [83, 77, 58, 72, 87, 80, 88, 79, 82]]
138: [[56, 45, 63], [47, 27, 55], [86, 41], [67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2, 3], [4, 64, 5], [30, 32], [33, 6], [9, 10, 11], [44, 14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
139: [[56, 45, 63], [47, 27], [55, 86], [41, 67, 15, 20], [51, 17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50, 13], [1, 24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
140: [[56, 45, 63], [47, 27, 55], [86, 41], [67, 15, 20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40], [73, 60], [46, 48, 16], [22, 70, 71], [28, 50, 13], [1, 24, 12], [43, 2], [3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57], [31, 59, 62], [19, 26, 18], [29, 75, 37], [7, 54], [38, 42, 61], [49, 53, 76], [85, 66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
141: [[56, 45, 63], [47, 27], [55, 86], [41, 67], [15, 20], [51, 17], [65, 84, 81], [21, 52, 25, 8, 34], [23, 39, 68, 36, 35, 40, 73, 60], [46, 48, 16], [22, 70, 71, 28, 50, 13], [1, 24, 12, 43, 2, 3, 4, 64, 5], [30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
142: [[56, 45], [63, 47], [27, 55, 86, 41, 67], [15, 20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34], [23, 39], [68, 36], [35, 40, 73, 60], [46, 48], [16, 22], [70, 71], [28, 50, 13], [1, 24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14], [78, 57, 31], [59, 62, 19], [26, 18], [29, 75], [37, 7, 54], [38, 42, 61], [49, 53], [76, 85], [66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
143: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15], [20, 51, 17], [65, 84, 81], [21, 52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5], [30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
144: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78], [57, 31], [59, 62], [19, 26, 18], [29, 75, 37], [7, 54, 38], [42, 61, 49], [53, 76, 85], [66, 69, 74], [83, 77, 58], [72, 87, 80], [88, 79, 82]]
145: [[56, 45, 63], [47, 27, 55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48], [16, 22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4, 64], [5, 30, 32], [33, 6, 9], [10, 11, 44], [14, 78, 57, 31], [59, 62, 19], [26, 18], [29, 75, 37], [7, 54], [38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
146: [[56, 45], [63, 47], [27, 55], [86, 41, 67], [15, 20, 51], [17, 65], [84, 81, 21], [52, 25], [8, 34, 23], [39, 68, 36], [35, 40, 73], [60, 46, 48], [16, 22], [70, 71, 28], [50, 13, 1], [24, 12], [43, 2, 3], [4, 64], [5, 30], [32, 33], [6, 9, 10], [11, 44, 14], [78, 57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58], [72, 87, 80], [88, 79], [82]]
147: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51], [17, 65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12, 43], [2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11], [44, 14], [78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54], [38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
148: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21], [52, 25, 8], [34, 23, 39], [68, 36, 35], [40, 73], [60, 46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12, 43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11, 44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
149: [[56, 45], [63, 47], [27, 55, 86], [41, 67], [15, 20, 51], [17, 65, 84], [81, 21, 52], [25, 8], [34, 23, 39, 68], [36, 35, 40], [73, 60, 46], [48, 16, 22], [70, 71, 28], [50, 13, 1], [24, 12], [43, 2, 3], [4, 64], [5, 30, 32], [33, 6, 9], [10, 11], [44, 14, 78], [57, 31], [59, 62, 19], [26, 18, 29], [75, 37, 7], [54, 38, 42], [61, 49, 53], [76, 85, 66], [69, 74], [83, 77, 58, 72, 87, 80, 88, 79, 82]]
150: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35, 40], [73, 60], [46, 48], [16, 22, 70], [71, 28, 50], [13, 1], [24, 12], [43, 2, 3, 4, 64, 5, 30, 32, 33, 6, 9, 10, 11], [44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
151: [[56, 45], [63, 47, 27], [55, 86, 41], [67, 15, 20], [51, 17, 65], [84, 81], [21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70], [71, 28], [50, 13, 1], [24, 12, 43], [2, 3, 4], [64, 5, 30], [32, 33], [6, 9, 10], [11, 44], [14, 78, 57], [31, 59, 62], [19, 26], [18, 29, 75, 37, 7, 54, 38, 42, 61], [49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
152: [[56, 45], [63, 47], [27, 55, 86], [41, 67, 15], [20, 51, 17], [65, 84], [81, 21, 52], [25, 8, 34], [23, 39, 68], [36, 35], [40, 73, 60], [46, 48, 16], [22, 70, 71], [28, 50], [13, 1, 24], [12, 43], [2, 3, 4], [64, 5, 30], [32, 33, 6], [9, 10, 11], [44, 14, 78, 57, 31, 59, 62, 19, 26, 18, 29, 75, 37, 7, 54, 38, 42, 61, 49, 53, 76, 85, 66, 69, 74, 83, 77, 58, 72, 87, 80, 88, 79, 82]]
