0: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [9, 6], [41, 15, 14], [25, 18, 13, 23], [19, 17, 21], [26, 16, 11, 30], [20, 29, 27], [28, 31, 63], [36, 33, 37, 34], [44, 32, 39, 8], [35], [40, 42], [47, 46, 45], [50, 54, 53, 51, 52], [58, 49], [57, 56, 55], [61, 48, 59], [60, 62, 65, 43], [64, 66, 70], [67, 71], [72, 68], [77, 75, 69, 10], [73, 74, 78], [76, 81, 80], [82, 79, 83], [86, 84, 85, 87, 88]]
102: [[38, 5, 7], [4, 3, 24], [1, 2], [12, 22, 6], [10, 9], [11, 8, 27, 25, 14, 15, 33, 13, 26, 61, 16, 18, 17, 29, 30, 19, 21, 23, 59, 20, 31, 47, 40, 32, 48, 51, 46, 34, 35, 36, 45, 28, 42, 37, 41, 39, 43, 44], [49, 50, 60, 55, 62, 52, 53, 54, 58, 56, 63, 57, 66, 68, 65, 64, 67, 70, 71, 78, 69, 77, 72, 73, 74, 79, 75, 76, 86, 81, 82, 83, 80, 84, 85, 87, 88]]
103: [[38, 5, 7], [4, 3], [24, 1], [2, 12], [22, 6, 11], [9, 8], [30, 14, 15, 16, 27], [20, 26], [17, 10], [13, 21, 29], [23, 19, 28, 18, 60, 25, 43], [46, 36, 31, 50, 40, 33, 45, 32, 34, 37, 41, 39, 63, 42, 44, 54, 35, 47, 61, 48, 62, 52, 49, 58, 51, 57, 59, 53, 55, 82, 65, 66], [68, 67, 56, 71, 78, 64, 69, 73, 77, 74], [76, 72, 70, 79, 84, 75, 80, 81, 83, 86, 85, 87, 88]]
104: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22], [10, 6, 8], [11, 13], [40, 27, 9], [15, 25, 17, 19, 18, 20, 21, 23], [26, 16, 53, 30, 28], [47, 14, 56, 58, 29, 45, 32, 51, 60, 31, 37, 34, 41, 46, 42, 50, 39, 62, 36, 44, 35, 33, 48, 52, 54, 43, 59, 57, 49, 55], [61, 63, 68, 66, 67, 64, 65, 70, 69, 77, 75, 72, 74, 73, 76, 78, 71, 79, 80, 84, 86, 81, 83, 82, 85, 87, 88]]
105: [[38, 5, 7], [4, 3], [24, 1], [2, 12], [22, 6, 10], [9, 8, 13, 29, 30, 11, 19], [21, 14, 17, 18, 26, 52, 27, 23, 20, 15, 16, 25, 61, 43, 28, 37, 60, 31, 36, 32, 33, 45, 34, 35, 41, 40, 47, 39, 42, 44, 54, 46, 48, 49, 51, 53, 50, 55, 56, 59, 62], [58, 57, 63, 65, 64, 68, 70, 67, 66, 78], [69, 73, 71, 72, 76, 74, 77, 75, 79, 84, 82, 81, 80], [83, 86, 85, 87, 88]]
106: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6], [10], [8, 9, 45, 15, 13], [21, 11, 51, 16, 14, 43, 25, 17], [19, 18], [20, 23, 26, 28], [59, 27, 36, 62, 29, 49, 33, 30, 31, 37, 34, 35, 39], [44, 40, 32, 41, 46, 42, 47, 48, 56, 54, 60, 53, 58, 50, 52, 55, 57, 61, 63, 68], [65, 64, 67, 66, 69, 76, 79, 70, 75, 73, 72], [71, 74, 77, 80, 84], [88, 85, 82, 78, 87, 83, 81, 86]]
107: [[38, 5, 7], [4, 3, 24], [1, 2, 12, 22, 6], [9, 40, 10, 11, 14, 25, 13, 20, 29, 19, 21, 41, 8, 30, 15, 16, 23, 17, 27, 61, 18, 62, 35, 48, 34, 50, 42, 47, 26, 33, 28, 57, 36, 39, 31, 54, 32, 46, 43, 49, 37], [44, 45, 51, 53, 52, 55, 59, 58, 56, 63, 60, 65, 68, 71, 64, 66, 70, 69, 78, 77], [67, 72, 75, 74, 79, 76, 73, 85, 82, 83, 81, 80], [86, 84, 87, 88]]
108: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22], [6, 40], [8, 10], [13, 30, 9, 11], [20, 15], [26, 27], [17, 25, 14], [16, 18], [19, 21, 23, 28, 31, 36, 49, 59, 45, 51, 29, 56, 32, 33, 39, 34, 35, 47, 37, 42, 44, 46, 41, 43, 48, 54, 53, 50, 52, 55, 60, 57, 58, 63, 61], [62, 66, 64, 77, 68, 70, 65, 75, 67, 72, 71, 69, 74, 73, 79, 78, 76, 82, 86, 80, 83, 81, 87, 84, 85, 88]]
109: [[38, 5, 7], [4, 3], [24, 1, 2, 12], [22, 10, 9, 6, 11, 13, 31, 8, 15, 14, 61, 18, 16], [17, 19, 26, 28, 58, 21, 56, 23, 20, 25, 62, 59, 33, 54, 27, 53, 36, 35, 29, 30, 34, 32, 46, 47, 42, 43, 37, 40, 39, 60, 41, 44, 45, 63, 48, 51, 49, 50, 55, 52], [57, 66, 64, 69, 73, 65, 76, 72, 67, 71], [70, 74], [68, 77, 75, 78, 79, 81, 82, 80, 86, 87, 84, 85, 83, 88]]
110: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22], [6, 9, 8, 10, 14, 28, 27, 11, 16, 31, 19, 21], [18, 13, 15, 17, 53, 25, 20, 26, 23, 29, 52, 47, 30, 35, 32, 44], [33, 41], [34, 36, 37], [40, 39, 42, 51], [45, 62, 57], [55, 43, 46], [49, 50, 54, 56], [58, 48, 63, 60, 61, 59, 66, 65, 67, 68, 69, 64, 78, 77, 70, 71], [76, 73, 74, 75, 72, 79, 84, 80, 83, 82, 81, 86, 85, 87, 88]]
111: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [6, 41, 8], [9], [27, 30, 11, 10, 14, 15], [16, 13, 49], [18, 19], [17, 55, 26], [20, 59, 25, 21, 44, 23, 29, 36, 31], [28, 60, 40, 33, 39, 32], [47, 37, 35, 42, 43, 45, 34, 46, 48, 61, 52, 51, 50, 53, 57, 54, 56, 62, 58, 63, 72, 65, 64, 67, 68, 66, 71, 76, 75, 69, 73, 78, 77, 74, 70, 83, 79, 80, 84, 87, 81, 82, 85, 86, 88]]
112: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 9, 10, 8, 15, 14, 27, 11, 31, 17, 13, 26, 16, 21, 19, 20, 51, 18, 23, 52, 29, 25, 28, 33, 58, 32, 59, 30, 46, 34, 35, 45, 36, 37, 39, 47, 57, 44], [40, 43, 49, 41, 42, 48, 50, 53, 54, 56, 60, 55, 61, 62, 63], [64, 68, 69, 65, 76, 71, 67], [66, 70, 74, 73, 79, 72, 78, 77, 88, 81], [84, 83, 75, 80, 87, 82, 85, 86]]
113: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 20], [11, 10], [41, 8], [15, 13, 31, 14, 16, 17, 19, 21, 45, 6, 18, 26, 22, 23, 25, 27, 28, 50, 29, 36, 33, 48, 30, 34, 47, 9, 32, 35, 43, 37, 39, 56, 40, 60, 42, 44, 52, 46, 61, 49, 55, 51, 53, 58, 57, 63, 54, 59, 62, 65, 64, 74, 66, 70, 71, 69, 67, 73, 76, 75, 72, 68, 78, 84, 81, 77, 86, 79], [80, 82, 83, 85, 87, 88]]
114: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 6], [14, 8, 9], [11, 31, 10], [13, 15, 20], [28, 27, 18, 17, 16, 23, 30, 19], [55, 54, 29, 25, 57], [62, 21, 50, 33, 40], [61, 32, 37], [49, 26, 35, 42, 39, 34, 43, 45, 41, 36, 58, 44, 48, 52, 46, 47, 51, 53, 59, 56, 60, 63, 66, 72, 65, 81, 64, 68, 78, 76, 67, 77, 70, 69, 71, 75, 79, 73, 82, 80, 74, 84, 86, 83, 85, 87, 88]]
115: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 10], [11, 8, 9], [14, 29, 6], [15, 16, 37, 20, 27], [17, 21, 18, 19, 63, 25, 55, 23, 26, 28, 13, 43, 56, 30, 31, 40], [57, 50, 36, 54, 32, 33, 58, 35, 39, 46, 34, 49, 44, 42, 52, 48, 59], [41, 45], [51, 62, 47, 61, 53, 60, 66, 72, 67, 80, 65, 68, 74, 69], [78, 71, 64, 70, 73, 77, 75, 76, 79, 82, 86, 81, 83, 84, 85, 87, 88]]
116: [[38, 5, 7], [4, 3], [24, 1], [2, 12], [22], [6, 10, 11, 9, 44, 8, 13, 28, 15, 19, 20], [14, 26, 17], [16, 30], [21, 18, 23], [25, 29, 43, 31, 42, 27, 60, 52], [48, 61, 58, 41, 33], [37, 34, 35, 49, 32, 39, 40, 36, 51, 45, 46, 47, 53, 50, 55, 54, 56, 57, 59, 62, 63, 65, 66, 69, 64, 68, 70, 78, 76, 67], [73, 71, 72, 75, 74, 77, 79, 84, 81, 82, 80, 83, 86, 85, 87, 88]]
117: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 21, 10, 6, 40, 9, 31, 25, 11, 26, 13, 57], [17, 8, 19, 14, 15, 16, 18, 50, 20, 53, 29, 59, 46, 22, 62, 23, 32, 36, 34, 60, 28, 27, 30, 55, 33, 45, 37, 35, 42, 39, 41, 54, 52, 43, 44, 47, 48, 49, 56, 51, 61, 63, 58, 64, 74, 66, 69, 65, 71, 67, 68, 78, 75, 72, 70, 73, 76, 79, 77, 80, 82, 83, 81, 84, 86, 87, 85, 88]]
118: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [6, 10], [9, 8, 21], [27, 28], [11, 30, 13], [19, 18, 44, 16, 20, 31, 14, 23, 15, 17, 25, 29, 39, 58, 54, 32, 34, 42, 35, 33, 55, 46, 26, 37], [45, 47, 36, 41, 62, 50, 56, 61, 49, 52, 53, 40, 51, 43], [48, 59], [60, 57, 63, 65, 67, 64, 68, 77, 71, 78, 66, 69, 70, 73, 75, 72, 74, 76, 79, 81, 82, 80, 83, 84, 86, 85, 87, 88]]
119: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22], [10, 9, 13, 11, 8, 45, 14], [6, 15, 26, 18, 23], [19, 17], [27, 16], [29], [20, 54, 58, 28, 21, 44, 41, 59, 25, 61, 32], [39, 56, 49], [37, 33], [30, 46, 55], [57, 31], [34, 35], [36, 43, 40], [42, 53, 52, 47, 48, 50, 51, 60], [62, 63, 66, 65, 70, 64, 69], [71, 79], [73, 75, 72, 67], [68, 77], [74, 76, 78, 81, 85, 84, 80, 87, 82, 83, 86, 88]]
120: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 9, 11, 10, 13, 25], [27, 21, 8, 18, 29, 26, 15, 19, 20], [16, 30, 17, 61, 23, 31, 28, 39], [44, 54, 52, 58, 40, 35, 34, 33, 48, 37, 32, 49, 42, 14, 36, 46, 43, 57, 41, 51, 45, 47, 55, 50, 53, 56, 59, 60, 62, 63, 68, 64], [67, 81, 66, 69, 70, 72, 73, 78, 71, 75, 74, 76, 77, 79, 80, 87, 65, 84, 82, 85, 86, 83, 88]]
121: [[38, 5, 7], [4, 3], [24, 1, 2], [12, 22, 6, 9, 8, 10], [15, 29, 13, 11], [14, 31, 19, 20], [17, 18, 23, 25, 56, 26, 62, 21, 16, 27, 45, 49, 28, 46, 58, 41, 35, 36, 33, 37, 39, 40, 30, 44, 32, 43, 34, 42, 55, 47, 52, 48, 51, 54, 50, 53, 57, 59], [63, 61, 60, 72, 68, 65, 69, 66, 67, 76, 64, 74, 78, 73, 70, 71, 79, 77, 75, 80, 84, 86, 81, 83, 87, 82, 85, 88]]
122: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 10], [11, 8, 6, 31, 25, 9, 14, 17, 53, 30, 26, 18, 21, 16, 15, 13, 20, 23, 54, 29, 60, 28, 62, 27, 34, 19, 32, 61, 35, 36], [59, 33, 39, 46, 43, 37, 41, 40, 45, 44, 42, 47, 55], [48, 49, 51, 50, 56], [58, 57, 52], [63, 66, 72, 65, 81, 64, 68, 78], [67, 73, 70, 71, 75], [69, 74], [76, 77, 82, 80, 79, 84, 83, 86, 85, 88, 87]]
123: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [6, 9], [8, 11], [10, 15, 26, 13, 28, 17, 21, 14, 19], [31, 20, 25, 18, 16, 23, 61, 30], [29, 60, 44], [27, 42, 35, 32, 62, 33, 36, 43, 34, 46, 37, 47, 45, 39, 54], [40, 48, 56, 41, 49], [51, 53, 50, 55, 52], [63, 58, 57, 59, 66, 64, 67, 65, 74, 69, 71, 70, 68, 72], [75, 73, 78, 77, 76, 79, 80, 84, 83, 81, 82, 86, 87, 85, 88]]
124: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 6, 17], [11, 8, 29], [10, 13], [15, 46], [9, 26], [19, 14], [16, 20, 18], [23, 30, 36, 55], [53, 25, 62], [21, 52, 27], [40, 56, 35], [28, 45, 43], [37, 31, 32, 33, 44, 47, 48], [34, 57, 39, 51, 49, 60, 54, 41, 42, 50, 58, 59, 61, 63, 68, 66, 65, 64, 72, 71], [69, 70, 67, 74, 78, 73, 75, 76, 77, 79, 81, 82, 80, 85, 83, 84, 87], [86, 88]]
125: [[38, 5, 7], [4, 3], [24, 1], [2, 6, 42, 9, 8, 28, 11, 49, 12, 31, 17, 21, 13, 15, 16], [18, 20], [14, 25], [48, 26], [61, 19, 40, 23], [22, 62, 29, 32], [33], [34, 35, 39, 10], [36, 30, 43], [46, 52, 53, 37, 44], [55, 41], [45, 50, 54], [56, 51, 57, 27], [59, 60, 63, 58, 47], [68, 64, 71], [65, 69], [72, 70], [79, 67, 73], [75, 74], [66, 78, 77], [76, 80], [84, 86, 82, 81], [85, 83, 87, 88]]
126: [[38, 5, 7], [4, 3, 24], [1, 2, 12, 22, 6, 9, 8], [11, 10, 13, 14, 15, 31, 16, 21, 20, 19, 17, 18, 28, 23, 25, 29, 57, 26, 62, 30, 27, 32, 44, 45, 52, 33, 50, 39, 34, 37, 59, 35, 46, 36, 41, 42, 49, 40, 54, 51, 43, 47, 55, 48, 53, 56, 58, 61, 60, 63, 66, 64, 71, 65, 67, 70, 79, 69, 68], [73, 74, 75], [72, 78, 76, 88, 85, 82, 84, 77, 87, 86, 80, 81, 83]]
127: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 10, 40, 8, 15, 29, 11, 28, 27, 14, 13, 18, 17, 20], [16, 19, 21], [25, 23, 26, 9, 31, 53, 35, 30, 50, 32], [43, 34, 36, 44, 33, 39, 54, 37, 46, 45, 42, 47, 48, 41, 52, 49, 56, 60, 55, 58, 63, 59, 57, 51, 61, 62, 68, 65, 64, 66, 67, 75, 74, 71, 69, 77, 72, 73, 78, 70, 76, 79, 80, 86, 81, 82, 83, 84, 87, 85, 88]]
128: [[38, 5], [7, 4, 3], [24, 1, 2], [12, 22, 6], [9, 10, 11], [8, 13], [16, 31, 30, 61], [18, 14, 17, 19, 15, 29, 62, 20, 25, 23, 21, 26, 60], [49, 45, 54, 27, 37, 36, 34, 33, 39, 28, 32, 35, 47, 42, 41, 50, 40, 43, 56, 46, 44, 58, 63, 48, 51, 52, 53, 55, 59, 57, 66, 64, 67, 69, 65, 76, 72, 68, 71, 70], [74, 75, 77, 73, 78, 79, 80, 82, 81, 83], [87, 84], [85, 86, 88]]
129: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 40, 10, 11, 8, 13, 27, 15, 21, 9, 26, 14, 25, 18, 16, 31, 54, 20, 17, 19, 29, 28, 42, 49, 44, 62, 23, 37, 32, 35, 33, 30, 34, 36, 39, 46, 48, 41, 43, 47, 51, 57, 45, 53, 58, 50, 52, 60, 56, 55, 61, 59, 63, 64, 69, 65, 68, 72, 75, 76, 66, 67, 70, 71, 79, 74, 73, 77, 87, 80, 82, 81, 78, 85, 86, 83, 84, 88]]
130: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 6, 9, 8, 10, 45, 15, 20, 17, 13, 16, 14, 48, 11, 29, 19, 51, 23, 18, 21, 49, 60, 25, 30, 26, 27, 31, 32, 33, 41, 43, 34, 35, 46, 42, 37, 39, 36, 44, 50, 53, 47, 40, 57, 54, 56, 52, 55, 59, 58, 61, 62, 63, 28, 69, 66, 64, 67, 75, 65], [68, 78, 70, 72, 71], [73, 79, 76, 77, 80, 86, 82, 84, 74, 83, 87, 85, 81, 88]]
131: [[38, 5, 7], [4, 3, 24, 1, 2, 12], [22, 6], [40, 10, 15], [8, 11, 28], [13, 14, 9, 21, 23, 16, 17, 18, 20, 25, 30], [55, 26, 19, 49, 27, 53, 31, 37, 42, 29, 34, 33, 45, 39, 44, 32, 35], [46, 36, 41, 51, 43, 47, 56, 54, 48, 61, 57, 58, 60, 59, 63, 50, 52, 62, 66, 69, 65, 67, 64, 68, 71, 70, 73, 76, 72, 77, 74, 78, 75, 79, 84, 80], [82, 87, 81, 83, 86, 85, 88]]
132: [[38, 5, 7], [4, 3, 24, 1, 2, 12], [22, 6, 9, 8, 10, 13, 29, 27, 11, 20, 17, 14, 18, 21, 26, 15, 16, 53, 23, 25, 28, 58, 60, 30, 33, 54, 32, 37, 34, 45, 36, 19, 39, 42, 31, 40, 41, 44, 49, 35, 43, 47, 46, 50, 52, 48, 55, 51, 56, 57, 62, 63, 61, 59, 66, 65, 64, 73, 68, 69, 74, 71, 67, 75, 76, 78, 72, 70, 79, 77, 80, 86, 82, 87, 81, 83, 84, 85, 88]]
133: [[38, 5, 7], [4, 3], [24, 1], [2, 34], [22, 10, 6], [9, 8], [15, 12, 13], [17, 30], [61, 14, 16, 23, 28, 20, 27, 18, 21, 19, 11, 59, 25, 26, 33, 63, 32, 42, 46, 43, 29, 31, 35, 36, 40, 53, 60, 37, 41, 39, 44, 45, 49, 48, 47, 56, 52, 55, 51, 50, 54, 57, 62, 58, 66, 72, 70, 65, 80, 69, 64, 76, 79, 73, 67, 71, 74, 75, 68, 77, 78, 82, 81, 83], [87, 84, 85, 86, 88]]
134: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22, 10, 9, 6, 8, 44, 26, 11, 29, 13, 48, 21, 20, 14, 23, 50, 15, 16, 17, 63, 19, 28, 18, 45, 27, 58, 36, 52, 37, 39, 25, 41, 30, 31, 47, 59, 33, 34, 32, 35, 40, 42, 43, 54, 46, 61, 51, 55, 53, 49, 56, 60, 57, 62, 66, 72, 65, 69, 68, 76, 79, 64, 78, 77], [70, 67, 71, 74, 73, 75, 81, 85, 84, 83, 80, 82, 87, 86, 88]]
135: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 6, 9, 10, 8], [25, 13, 26], [14, 18, 53, 11, 15, 57, 21], [16, 17], [19, 31], [20, 27], [28, 29], [61, 30, 23], [32, 48, 39, 37], [43, 33], [34, 36], [35, 40, 44], [41, 42], [46, 49, 55], [47, 59, 45, 51, 50, 52, 60, 54, 58], [62, 56, 63, 66, 65, 68], [69, 64, 67, 74, 79, 70, 71, 73, 75, 76, 72, 77, 78, 83, 80, 85, 84, 81, 82, 86, 87, 88]]
136: [[38, 5, 7], [4, 3], [24, 1], [2, 34], [22, 10, 6], [9, 8], [15, 12, 13], [17, 30], [61, 14, 16, 23, 28, 20, 27, 18, 21, 19, 11, 59, 25, 26, 33, 63, 32, 42, 46, 43, 29, 31, 35, 36, 40, 53, 60, 37, 41, 39, 44, 45, 49, 48, 47, 56, 52, 55, 51, 50, 54, 57, 62, 58, 66, 72, 70, 65, 80, 69, 64, 76, 79, 73, 67, 71, 74, 75, 68, 77, 78, 82, 81, 83], [87, 84, 85, 86, 88]]
137: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [10, 9, 8], [11, 15, 6, 29], [16, 26], [14, 13, 31], [17, 18], [19, 20, 53, 28, 23, 21], [25, 27, 43], [30, 35], [44, 63, 34, 33, 55, 36, 45, 37], [32, 39, 40, 46, 58, 41, 57, 47, 48, 56, 52, 50, 49, 59, 54, 51, 60, 62, 61, 42, 66, 64, 76, 69, 68, 70, 67, 71, 72, 65, 74, 78, 73, 77, 75, 79, 82, 81, 80, 85], [84, 86, 83, 87, 88]]
138: [[36, 37, 7], [4, 3], [24, 1], [2, 12, 22, 10, 11, 46, 5, 14, 13, 6, 29, 8, 15, 30, 21, 18, 19, 16, 27, 20, 17, 25, 23, 55, 59, 26], [35, 33, 28, 50, 31, 43, 40, 32, 42, 34, 44, 45, 38, 47, 39, 41, 49, 48, 60, 53, 57, 51, 52, 56, 62, 54, 58, 61, 9, 63, 66, 72, 67, 65, 64, 76, 70, 77, 71, 68, 69, 73, 74, 75, 78, 79, 84, 80, 82, 85, 81, 86, 83, 87, 88]]
139: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22], [6, 40, 9, 8, 10, 27, 15], [28, 11], [16, 13, 30], [17, 48, 18], [55, 20], [19, 39, 21, 60], [23, 29], [31, 56, 25, 49, 26, 37], [59, 45], [32, 36, 42, 33], [34, 44], [35, 41, 43], [47, 53], [54, 52, 57, 51, 50, 58, 46, 61, 63, 62, 14, 65, 66, 64, 72, 67, 76, 73, 71, 68, 74, 70, 79, 78, 75, 69, 81, 83, 80, 77, 85], [82, 84, 87, 86, 88]]
140: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 10, 9, 8], [14, 27, 29, 6], [11, 25], [15, 53], [18], [16, 50], [17, 20, 28, 23, 19], [43, 21, 26, 31, 42, 37, 32, 39, 46, 30, 33, 35, 40, 47, 41, 44, 45, 55, 36, 51, 48, 59, 52, 61, 49, 63, 62, 56, 54, 58, 57, 60, 34, 70, 65, 67], [64, 71, 66, 78, 73, 77, 74, 72, 68, 75, 69, 76, 79, 81, 82, 83, 80, 84, 86, 87, 85, 88, 13]]
141: [[38, 5, 7], [4, 3, 24], [1, 2, 12], [22, 6], [10, 9, 8], [31, 25], [16, 14, 11], [18, 19, 26], [23, 20, 15, 17, 30, 21, 28, 49, 27, 29, 35, 33, 42, 53, 13, 37, 34], [59, 32, 39, 43, 44, 47, 45, 40, 41, 36, 50, 46, 48, 62, 52, 54, 51, 55, 56, 58, 57, 60, 63, 61, 66, 73, 70, 64, 68, 65, 69, 75, 67, 79, 71, 77, 72, 76, 74], [78, 84, 81, 82, 83, 80, 85, 87, 86, 88]]
142: [[38, 5, 7], [4, 3], [24, 1, 2, 12, 22], [6, 10], [40, 9, 11], [13, 30], [8, 26], [20, 17, 29, 14], [16, 18, 19], [27, 21], [15, 55, 23], [61, 25, 41, 36, 34, 37, 58], [33, 28, 31, 32, 35, 39, 42, 47, 46, 43, 62, 56, 57, 51, 48, 44, 45, 49, 50, 52, 63, 60, 53, 54, 59, 65, 64, 68, 70, 67, 66, 69, 71, 77, 75, 73, 72, 78, 76, 79, 80, 85, 82, 81, 83, 84, 86], [87, 88, 74]]
143: [[38, 5], [7, 4, 3], [24, 1], [2, 12, 22], [6, 9], [40, 10, 13], [11, 14, 15], [30, 17, 18], [19, 8, 21, 16, 20, 23, 26, 25], [29, 59, 31, 34, 32], [27, 35, 39, 50, 28, 43], [33, 63, 36, 37, 41, 46, 42, 44, 47], [61, 62, 51, 45], [52, 49, 53], [48, 55, 54], [60, 56], [58, 57, 66, 65, 67, 64, 70], [69, 74, 68, 79, 72, 77, 71], [75, 76, 73, 81, 83, 84, 78, 86, 80, 82], [87, 85, 88]]
144: [[38, 5, 7], [4, 3], [24, 1, 2], [12, 22], [6, 9, 11], [8, 27], [10, 13, 15], [17, 14, 60], [16, 19, 20], [23, 21, 62, 26, 25, 31, 28, 29, 30], [18, 59, 32, 35, 42], [34, 43, 41, 36, 37, 39], [40, 61, 55, 44, 45, 33, 47, 46, 49], [48, 63, 53, 50], [51, 52, 54], [56, 58, 57], [64, 67, 65], [71, 66], [68, 69, 77, 72, 73], [75, 74, 79, 76, 80, 84, 83, 81, 70, 86, 82, 85, 87, 88, 78]]
145: [[38, 5, 7], [4, 3, 24], [1, 2], [12, 22, 6], [9, 10, 11], [8, 13, 16], [31, 30, 61], [18, 14], [17, 19, 15, 29], [62, 20, 25, 23, 21, 26, 60, 49, 45, 54, 27, 37, 36], [34, 33, 39, 28, 32, 35, 47, 42, 41, 50, 40, 43, 56, 46, 44, 58, 63, 48, 51, 52, 53, 55, 59, 57, 66, 64, 67, 69, 65, 76, 72, 68, 71, 70, 74, 75, 77], [73, 78, 79, 80, 82, 81, 83, 87, 84, 85], [86, 88]]
146: [[38, 5, 7], [4, 3], [24, 1, 2], [12, 22], [10, 6], [8, 14, 11], [45, 13, 31, 15, 26, 17, 30, 19, 16, 18], [21, 23, 20, 58, 29, 48, 47, 28, 33, 43, 25, 55], [32, 50, 27, 9, 36, 34, 35, 46, 49], [57, 39, 60], [37, 51, 41], [40], [42, 44, 52, 53, 54, 56, 59, 63, 62, 61, 65], [67, 66, 64], [68, 70], [76, 71, 69], [72, 74, 77, 73, 79, 86, 75, 81], [80, 83, 82, 87, 78], [85, 84, 88]]
147: [[38, 5], [7, 4, 3], [24, 1, 2, 12, 22, 6, 10], [9, 8, 13, 29, 15, 11, 31, 17, 23, 14, 30, 16, 20, 27, 19, 18, 21, 25, 26, 28, 43, 39, 32, 42, 40, 33, 35, 56, 47, 34, 49, 37, 41, 46, 36, 45, 58, 44, 53, 50, 48], [62, 52, 57, 55, 54, 51, 59, 61, 60, 63], [66, 64, 69, 65, 67, 68, 78, 70, 75, 72, 71, 73, 76], [74, 77, 79, 80, 83, 84, 82, 86, 81, 85, 87, 88]]
148: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 6, 40, 11, 8, 10, 29, 15], [14, 9], [17, 18, 20], [30, 16], [13, 21, 19], [25, 23], [26, 27, 60, 55, 42, 41, 50, 28, 31, 45, 49, 34, 32, 36, 43, 33, 35, 39, 37], [46, 47, 51, 57, 44, 53, 58, 48, 52, 62, 61, 54, 63, 56, 59, 64, 69, 67, 68, 65, 66, 78, 74, 75, 70, 72, 71, 76, 73, 77, 86, 81, 87, 80, 82, 79, 84, 83, 85], [88]]
149: [[38, 5], [7, 4, 3], [24, 1], [2, 12, 22, 10, 9, 6], [8, 25, 26, 27, 15, 19], [23], [29, 18, 11, 20, 14], [16, 31, 13, 17, 28, 56, 53, 39, 21, 60, 33, 41], [40, 30, 62, 32, 35, 36, 34, 37, 44, 45, 42, 46, 47, 48, 43, 50], [52, 55, 49, 51, 57], [54, 58, 59, 63, 61, 68, 64, 67, 69, 65, 70, 79, 71, 75, 66, 74, 73, 72, 76, 77], [85, 82, 78, 80, 83, 84, 81, 86, 87, 88]]
150: [[38, 5, 7], [4, 3, 24, 1, 2, 12, 22, 6, 10, 9, 8, 13, 30, 27, 14, 11, 17, 19, 16, 21, 18, 20, 26, 29, 31, 15, 23, 28, 59, 35, 49, 33, 48, 32, 34, 46, 36, 62, 40, 41, 39, 42, 43, 37, 44, 47, 60, 51, 45, 53, 52, 55, 50, 54, 58, 56, 57, 61, 63, 64, 68, 65, 66, 67, 70, 79, 69, 74, 75, 78, 71, 73, 76, 72, 88, 83, 84, 77, 25, 80, 81, 82], [85, 87, 86]]
151: [[38, 5, 7], [4, 3], [24, 1], [2, 12, 22, 10, 9, 6, 8], [13, 29, 11], [14, 15, 50, 18, 17, 28, 27, 16, 20], [21, 23, 19], [25, 26, 30], [31, 32], [51, 40, 57], [34, 41, 35, 43, 36, 37, 33, 39, 42, 46, 44, 45, 56, 55, 59], [49, 53, 62], [48, 47, 52], [58, 54, 61], [60, 63, 66], [64, 73, 67, 68, 72, 71, 69, 79, 70], [65, 74, 75, 77, 76], [78, 81, 82, 85, 80, 83, 84, 87, 86, 88]]
152: [[38, 5, 7], [4, 3, 24, 1, 2, 12, 22, 6, 10, 9, 11, 8, 29, 13, 26, 15, 14, 17, 20, 61, 16, 19, 18, 21, 28, 30, 23, 25, 63, 27, 31, 32, 42, 35, 36, 34, 46, 49, 33, 37], [39, 45, 47, 44, 40, 41, 43, 57, 48, 50, 58, 51, 56, 52, 55, 53, 54, 60, 59, 62, 68, 66, 65, 67, 64, 71, 76, 78, 69, 77, 72, 73, 70, 75, 74, 79, 81, 84, 82, 80, 83, 85, 86, 87, 88]]
