0: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44, 39], [32, 35, 36], [46, 38, 42], [57, 40, 45], [41, 60], [47, 48, 49, 55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77], [79, 78, 82], [81, 83, 80], [87, 84, 85, 86, 88]]
102: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18], [21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
103: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6], [11, 43, 9, 10], [15, 28, 12, 13, 25], [20, 16, 17, 18, 21, 23, 24, 26, 27], [59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
104: [[50, 7, 5], [2, 22, 1], [37, 19, 3, 4], [8, 14], [6, 11, 43, 9, 10], [15, 28], [12, 13, 25, 20, 16, 17], [18, 21, 23, 24], [26, 27], [59, 29, 31], [30, 33, 53, 34, 44, 39], [32, 35], [36, 46, 38, 42], [57, 40, 45, 41, 60], [47, 48, 49], [55, 51, 54, 52], [56, 58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76], [74, 72, 75, 77, 79], [78, 82, 81], [83, 80, 87], [84, 85, 86, 88]]
105: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11], [43, 9, 10], [15, 28, 12], [13, 25, 20, 16], [17, 18, 21, 23], [24, 26, 27, 59, 29, 31], [30, 33, 53, 34], [44, 39, 32], [35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73], [76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
106: [[50, 7, 5], [2, 22, 1, 37], [19, 3, 4, 8], [14, 6], [11, 43], [9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23, 24], [26, 27, 59], [29, 31], [30, 33, 53, 34, 44, 39, 32, 35], [36, 46], [38, 42, 57, 40], [45, 41], [60, 47, 48, 49], [55, 51, 54, 52], [56, 58, 62, 61, 63], [64, 69, 67], [65, 70, 66, 71], [68, 73, 76], [74, 72, 75], [77, 79, 78, 82], [81, 83, 80], [87, 84, 85, 86, 88]]
107: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18, 21], [23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
108: [[50, 7, 5], [2, 22], [1, 37, 19], [3, 4, 8, 14], [6, 11, 43, 9], [10, 15, 28, 12, 13, 25, 20, 16], [17, 18, 21, 23, 24, 26, 27, 59], [29, 31, 30, 33], [53, 34, 44, 39], [32, 35, 36], [46, 38, 42, 57, 40, 45, 41, 60], [47, 48, 49, 55], [51, 54, 52, 56, 58, 62, 61, 63], [64, 69], [67, 65, 70, 66, 71], [68, 73], [76, 74, 72, 75], [77, 79, 78], [82, 81, 83, 80], [87, 84, 85, 86, 88]]
109: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14], [6, 11], [43, 9], [10, 15, 28], [12, 13, 25, 20, 16], [17, 18, 21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53], [34, 44, 39, 32], [35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49], [55, 51, 54, 52, 56, 58], [62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
110: [[50, 7, 5, 2, 22, 1, 37], [19, 3], [4, 8, 14, 6, 11, 43, 9, 10], [15, 28, 12, 13], [25, 20], [16, 17, 18, 21, 23, 24, 26, 27], [59, 29, 31, 30, 33], [53, 34], [44, 39, 32, 35], [36, 46], [38, 42, 57, 40], [45, 41], [60, 47, 48], [49, 55, 51], [54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
111: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8, 14], [6, 11, 43], [9, 10, 15, 28], [12, 13, 25, 20, 16, 17, 18], [21, 23, 24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44, 39], [32, 35], [36, 46, 38, 42], [57, 40, 45], [41, 60, 47], [48, 49, 55, 51], [54, 52, 56, 58], [62, 61], [63, 64, 69, 67, 65], [70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
112: [[50, 7, 5, 2, 22, 1], [37, 19, 3], [4, 8, 14, 6, 11, 43, 9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59], [29, 31, 30], [33, 53, 34], [44, 39, 32], [35, 36, 46, 38], [42, 57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54, 52, 56], [58, 62], [61, 63, 64, 69, 67, 65, 70, 66], [71, 68, 73, 76, 74], [72, 75, 77, 79, 78, 82, 81, 83], [80, 87], [84, 85, 86, 88]]
113: [[50, 7, 5], [2, 22, 1, 37], [19, 3, 4], [8, 14, 6, 11, 43, 9, 10], [15, 28], [12, 13, 25], [20, 16, 17], [18, 21], [23, 24, 26, 27, 59, 29, 31, 30], [33, 53], [34, 44, 39, 32], [35, 36], [46, 38, 42, 57], [40, 45, 41, 60], [47, 48], [49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
114: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10, 15], [28, 12, 13, 25], [20, 16, 17, 18], [21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75], [77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
115: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6], [11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45], [41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
116: [[50, 7], [5, 2, 22, 1], [37, 19], [3, 4, 8], [14, 6, 11], [43, 9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29], [31, 30], [33, 53, 34], [44, 39, 32, 35], [36, 46, 38], [42, 57, 40, 45], [41, 60, 47, 48, 49], [55, 51, 54, 52], [56, 58, 62], [61, 63, 64], [69, 67, 65, 70], [66, 71], [68, 73, 76, 74, 72, 75, 77], [79, 78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
117: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14], [6, 11, 43, 9], [10, 15], [28, 12, 13], [25, 20, 16], [17, 18, 21, 23], [24, 26, 27, 59], [29, 31], [30, 33], [53, 34, 44], [39, 32, 35, 36], [46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62], [61, 63, 64, 69, 67], [65, 70, 66], [71, 68, 73], [76, 74, 72, 75, 77, 79, 78, 82], [81, 83], [80, 87, 84], [85, 86, 88]]
118: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14, 6, 11, 43], [9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59, 29, 31], [30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
119: [[50, 7, 5, 2], [22, 1], [37, 19, 3, 4, 8, 14, 6], [11, 43], [9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29], [31, 30, 33], [53, 34, 44, 39, 32], [35, 36], [46, 38, 42, 57, 40, 45, 41, 60], [47, 48, 49, 55], [51, 54, 52, 56, 58, 62, 61, 63], [64, 69], [67, 65, 70, 66], [71, 68], [73, 76, 74, 72, 75], [77, 79, 78], [82, 81, 83, 80], [87, 84, 85, 86, 88]]
120: [[50, 7, 5], [2, 22, 1, 37], [19, 3, 4, 8], [14, 6, 11, 43], [9, 10, 15, 28], [12, 13, 25], [20, 16, 17], [18, 21, 23, 24], [26, 27], [59, 29, 31], [30, 33, 53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54], [52, 56], [58, 62, 61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76, 74, 72], [75, 77, 79, 78], [82, 81, 83, 80, 87], [84, 85, 86, 88]]
121: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
122: [[50, 7, 5], [2, 22, 1, 37], [19, 3, 4, 8], [14, 6, 11, 43], [9, 10, 15, 28], [12, 13, 25], [20, 16, 17], [18, 21, 23, 24], [26, 27], [59, 29, 31], [30, 33, 53, 34], [44, 39, 32], [35, 36, 46], [38, 42, 57, 40], [45, 41, 60], [47, 48, 49], [55, 51, 54], [52, 56], [58, 62, 61, 63], [64, 69, 67, 65], [70, 66, 71], [68, 73, 76, 74, 72], [75, 77, 79, 78], [82, 81, 83, 80, 87], [84, 85, 86, 88]]
123: [[50, 7], [5, 2, 22, 1, 37, 19, 3, 4], [8, 14, 6], [11, 43, 9], [10, 15, 28], [12, 13, 25], [20, 16], [17, 18, 21], [23, 24], [26, 27, 59, 29], [31, 30], [33, 53, 34], [44, 39, 32, 35], [36, 46, 38, 42], [57, 40, 45], [41, 60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62, 61, 63], [64, 69, 67, 65], [70, 66], [71, 68, 73, 76], [74, 72, 75, 77], [79, 78], [82, 81, 83], [80, 87], [84, 85, 86, 88]]
124: [[50, 7, 5], [2, 22], [1, 37, 19, 3], [4, 8, 14, 6], [11, 43], [9, 10, 15], [28, 12], [13, 25, 20, 16, 17], [18, 21, 23], [24, 26, 27, 59], [29, 31, 30], [33, 53, 34], [44, 39, 32, 35], [36, 46], [38, 42, 57, 40], [45, 41, 60, 47, 48], [49, 55, 51, 54], [52, 56, 58], [62, 61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76], [74, 72, 75, 77], [79, 78, 82], [81, 83, 80, 87, 84, 85], [86, 88]]
125: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12], [13, 25, 20, 16, 17, 18, 21, 23], [24, 26, 27, 59, 29, 31, 30, 33], [53, 34], [44, 39, 32, 35, 36, 46, 38, 42], [57, 40, 45, 41], [60, 47], [48, 49, 55], [51, 54, 52], [56, 58, 62], [61, 63, 64], [69, 67, 65, 70], [66, 71, 68, 73], [76, 74, 72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84], [85, 86, 88]]
126: [[50, 7, 5], [2, 22, 1, 37], [19, 3, 4, 8], [14, 6, 11, 43, 9], [10, 15, 28], [12, 13], [25, 20, 16, 17], [18, 21], [23, 24, 26], [27, 59, 29, 31], [30, 33, 53], [34, 44, 39, 32, 35], [36, 46], [38, 42, 57, 40], [45, 41, 60, 47, 48, 49], [55, 51], [54, 52, 56], [58, 62, 61, 63, 64, 69, 67, 65], [70, 66, 71, 68, 73], [76, 74], [72, 75, 77, 79, 78], [82, 81, 83], [80, 87, 84, 85, 86, 88]]
127: [[50, 7, 5], [2, 22, 1], [37, 19], [3, 4, 8, 14], [6, 11], [43, 9, 10, 15], [28, 12, 13], [25, 20, 16], [17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53], [34, 44], [39, 32, 35], [36, 46, 38], [42, 57, 40], [45, 41], [60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62], [61, 63, 64, 69], [67, 65, 70], [66, 71, 68], [73, 76, 74, 72], [75, 77, 79], [78, 82, 81, 83, 80], [87, 84, 85, 86, 88]]
128: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49], [55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
129: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9], [10, 15, 28, 12], [13, 25, 20, 16], [17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33], [53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49], [55, 51, 54, 52, 56, 58], [62, 61, 63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
130: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9, 10, 15, 28, 12], [13, 25], [20, 16, 17, 18], [21, 23, 24, 26], [27, 59, 29, 31], [30, 33, 53, 34], [44, 39], [32, 35, 36, 46], [38, 42, 57, 40, 45, 41, 60, 47], [48, 49, 55, 51, 54, 52, 56, 58], [62, 61, 63, 64], [69, 67, 65, 70, 66, 71, 68, 73], [76, 74, 72], [75, 77, 79], [78, 82, 81], [83, 80, 87, 84, 85, 86, 88]]
131: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9, 10, 15, 28], [12, 13, 25], [20, 16, 17], [18, 21, 23, 24, 26, 27, 59, 29], [31, 30], [33, 53, 34, 44], [39, 32, 35, 36], [46, 38], [42, 57, 40], [45, 41, 60, 47], [48, 49], [55, 51, 54, 52, 56, 58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71, 68, 73, 76, 74], [72, 75], [77, 79, 78, 82], [81, 83], [80, 87, 84, 85, 86, 88]]
132: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9, 10, 15, 28], [12, 13, 25], [20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29], [31, 30], [33, 53], [34, 44, 39, 32, 35, 36, 46, 38], [42, 57], [40, 45, 41, 60], [47, 48], [49, 55, 51], [54, 52, 56, 58, 62], [61, 63, 64, 69], [67, 65, 70, 66], [71, 68, 73], [76, 74, 72, 75, 77, 79], [78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
133: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27], [59, 29, 31, 30, 33], [53, 34], [44, 39, 32, 35], [36, 46, 38, 42, 57, 40, 45, 41], [60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61], [63, 64, 69], [67, 65, 70, 66], [71, 68, 73, 76], [74, 72, 75], [77, 79, 78, 82, 81, 83], [80, 87, 84, 85, 86, 88]]
134: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21, 23], [24, 26, 27, 59, 29], [31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48], [49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
135: [[50, 7], [5, 2, 22, 1], [37, 19, 3, 4], [8, 14, 6, 11], [43, 9, 10, 15, 28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30], [33, 53, 34, 44, 39, 32], [35, 36, 46, 38], [42, 57, 40], [45, 41, 60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61], [63, 64], [69, 67, 65], [70, 66, 71], [68, 73, 76, 74, 72], [75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
136: [[50, 7, 5, 2, 22, 1, 37], [19, 3], [4, 8, 14, 6], [11, 43], [9, 10, 15], [28, 12, 13], [25, 20, 16, 17], [18, 21], [23, 24, 26, 27, 59], [29, 31], [30, 33, 53, 34], [44, 39, 32, 35, 36, 46, 38, 42], [57, 40, 45], [41, 60, 47, 48, 49, 55, 51, 54], [52, 56, 58, 62, 61, 63, 64], [69, 67, 65], [70, 66, 71], [68], [73, 76], [74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
137: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6], [11, 43, 9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18, 21, 23, 24], [26, 27, 59], [29, 31, 30], [33, 53, 34, 44, 39], [32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52], [56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
138: [[50, 7, 5, 2], [22, 1, 37, 19], [3, 4], [8, 14, 6], [11, 43, 9], [10, 15, 28, 12, 13], [25, 20, 16, 17, 18], [21, 23, 24, 26], [27, 59, 29], [31, 30, 33, 53, 34, 44], [39, 32, 35, 36, 46, 38, 42, 57], [40, 45, 41, 60], [47, 48, 49, 55, 51, 54, 52, 56], [58, 62, 61, 63], [64, 69, 67, 65, 70, 66, 71, 68], [73, 76, 74], [72, 75], [77, 79, 78, 82], [81, 83, 80, 87, 84, 85, 86, 88]]
139: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8], [14, 6, 11], [43, 9, 10, 15], [28, 12, 13, 25], [20, 16], [17, 18, 21, 23], [24, 26, 27], [59, 29, 31], [30, 33, 53], [34, 44], [39, 32, 35, 36], [46, 38], [42, 57], [40, 45, 41, 60], [47, 48, 49, 55], [51, 54, 52], [56, 58, 62, 61], [63, 64], [69, 67, 65, 70], [66, 71, 68], [73, 76], [74, 72, 75, 77], [79, 78, 82, 81], [83, 80, 87], [84, 85, 86, 88]]
140: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4], [8, 14, 6, 11, 43, 9, 10, 15, 28], [12, 13, 25, 20], [16, 17], [18, 21, 23, 24, 26], [27, 59, 29], [31, 30], [33, 53, 34, 44, 39, 32, 35, 36], [46, 38], [42, 57], [40, 45, 41], [60, 47, 48, 49], [55, 51, 54, 52], [56, 58], [62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73], [76, 74, 72, 75, 77, 79, 78], [82, 81, 83, 80, 87, 84, 85, 86, 88]]
141: [[50, 7], [5, 2, 22, 1], [37, 19, 3], [4, 8, 14, 6], [11, 43, 9], [10, 15, 28], [12, 13, 25, 20, 16], [17, 18, 21], [23, 24], [26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39, 32], [35, 36, 46, 38], [42, 57, 40], [45, 41, 60, 47, 48], [49, 55, 51, 54, 52, 56, 58, 62], [61, 63, 64, 69], [67, 65, 70, 66, 71, 68, 73, 76], [74, 72, 75], [77, 79], [78, 82, 81, 83], [80, 87, 84], [85, 86, 88]]
142: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9], [10, 15, 28, 12], [13, 25, 20, 16], [17, 18, 21], [23, 24, 26, 27, 59, 29], [31, 30, 33, 53, 34, 44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
143: [[50, 7, 5, 2], [22, 1], [37, 19, 3], [4, 8, 14], [6, 11, 43], [9, 10, 15, 28], [12, 13, 25, 20], [16, 17, 18, 21], [23, 24, 26, 27], [59, 29, 31], [30, 33, 53, 34], [44, 39, 32, 35], [36, 46, 38, 42, 57, 40], [45, 41, 60, 47, 48], [49, 55, 51], [54, 52, 56, 58], [62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
144: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8, 14, 6, 11, 43, 9, 10, 15, 28, 12, 13, 25, 20, 16, 17, 18, 21], [23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
145: [[50, 7], [5, 2, 22, 1], [37, 19], [3, 4, 8, 14], [6, 11, 43, 9], [10, 15], [28, 12, 13], [25, 20], [16, 17, 18, 21, 23], [24, 26, 27], [59, 29, 31, 30], [33, 53, 34], [44, 39, 32], [35, 36, 46, 38, 42], [57, 40], [45, 41, 60, 47], [48, 49, 55, 51, 54], [52, 56, 58, 62], [61, 63, 64], [69, 67, 65, 70], [66, 71, 68, 73], [76, 74, 72, 75, 77, 79, 78, 82], [81, 83, 80], [87, 84, 85], [86, 88]]
146: [[50, 7, 5], [2, 22, 1], [37, 19], [3, 4, 8], [14, 6], [11, 43, 9], [10, 15, 28], [12, 13, 25], [20, 16], [17, 18], [21, 23, 24, 26], [27, 59, 29], [31, 30, 33], [53, 34, 44], [39, 32, 35, 36], [46, 38, 42], [57, 40, 45, 41], [60, 47, 48], [49, 55, 51], [54, 52, 56, 58], [62, 61, 63], [64, 69], [67, 65, 70], [66, 71, 68, 73, 76], [74, 72, 75], [77, 79, 78, 82], [81, 83, 80, 87], [84, 85, 86, 88]]
147: [[50, 7, 5, 2, 22, 1, 37, 19], [3, 4, 8], [14, 6, 11, 43, 9], [10, 15], [28, 12, 13], [25, 20], [16, 17, 18, 21], [23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44], [39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
148: [[50, 7, 5, 2, 22, 1], [37, 19, 3, 4, 8, 14, 6, 11, 43, 9, 10, 15, 28], [12, 13, 25, 20, 16, 17, 18, 21, 23, 24, 26, 27, 59, 29, 31, 30, 33, 53, 34, 44, 39, 32, 35, 36], [46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54], [52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76, 74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
149: [[50, 7, 5], [2, 22, 1, 37], [19, 3], [4, 8], [14, 6, 11], [43, 9, 10, 15, 28], [12, 13, 25, 20, 16, 17, 18, 21], [23, 24, 26], [27, 59, 29], [31, 30, 33, 53], [34, 44], [39, 32], [35, 36, 46], [38, 42], [57, 40, 45, 41], [60, 47], [48, 49, 55], [51, 54, 52, 56], [58, 62, 61, 63], [64, 69, 67], [65, 70, 66], [71, 68, 73], [76, 74, 72], [75, 77, 79, 78, 82], [81, 83, 80], [87, 84, 85, 86, 88]]
150: [[50, 7], [5, 2, 22], [1, 37, 19], [3, 4], [8, 14, 6, 11], [43, 9, 10], [15, 28, 12, 13], [25, 20, 16, 17, 18], [21, 23, 24], [26, 27, 59, 29, 31, 30, 33, 53, 34], [44, 39, 32, 35, 36, 46, 38, 42, 57, 40, 45, 41, 60, 47, 48, 49, 55, 51, 54, 52, 56, 58, 62, 61, 63, 64, 69, 67, 65, 70, 66, 71, 68, 73, 76], [74, 72, 75, 77, 79, 78, 82, 81, 83, 80, 87, 84, 85, 86, 88]]
151: [[50, 7], [5, 2], [22, 1, 37], [19, 3, 4, 8, 14], [6, 11, 43], [9, 10, 15, 28], [12, 13, 25, 20, 16], [17, 18, 21], [23, 24, 26, 27], [59, 29, 31, 30], [33, 53, 34, 44, 39], [32, 35, 36, 46, 38], [42, 57, 40], [45, 41], [60, 47, 48], [49, 55, 51, 54], [52, 56, 58], [62, 61, 63, 64, 69], [67, 65], [70, 66, 71, 68], [73, 76], [74, 72, 75], [77, 79, 78, 82], [81, 83], [80, 87, 84, 85], [86, 88]]
152: [[50, 7, 5, 2], [22, 1], [37, 19, 3, 4, 8, 14, 6, 11], [43, 9, 10], [15, 28, 12], [13, 25, 20], [16, 17], [18, 21], [23, 24, 26], [27, 59], [29, 31, 30, 33], [53, 34], [44, 39, 32], [35, 36, 46, 38], [42, 57, 40, 45], [41, 60, 47], [48, 49, 55], [51, 54, 52, 56], [58, 62, 61], [63, 64, 69, 67], [65, 70, 66, 71], [68, 73, 76, 74, 72, 75], [77, 79, 78, 82, 81], [83, 80, 87], [84, 85, 86, 88]]
