0: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57], [53, 63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68, 72], [73, 74, 78, 75, 77], [79, 82], [83], [84, 81, 80, 87], [85, 86, 88]]
102: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43], [61, 45, 48], [44, 50], [51, 55, 52], [59, 49], [57, 53, 63], [58, 62], [64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73], [74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86], [88]]
103: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29], [13, 23], [16, 28, 20, 25], [27, 56, 47, 31], [54, 26, 30, 33, 34, 40], [39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52], [59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
104: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31], [54, 26, 30], [33, 34], [40, 39, 38], [42, 32], [35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53], [63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77], [79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
105: [[7, 4], [37, 5], [19, 3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42, 32], [35, 46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68], [72, 73, 74], [78, 75, 77], [79, 82, 83], [84, 81, 80, 87], [85, 86, 88]]
106: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30], [33, 34], [40], [39, 38, 42], [32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
107: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11], [17, 21], [18, 29, 13], [23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30], [33, 34], [40, 39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66, 68], [72, 73, 74], [78, 75], [77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
108: [[7, 4], [37, 5], [19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41], [36, 43], [61, 45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66, 68], [72, 73, 74], [78, 75], [77, 79], [82, 83, 84, 81], [80, 87, 85, 86, 88]]
109: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29, 13, 23], [16, 28, 20, 25, 27], [56, 47, 31], [54, 26, 30, 33, 34, 40, 39], [38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57], [53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66], [68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
110: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23], [16], [28, 20, 25, 27], [56, 47, 31], [54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
111: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35], [46, 60, 41], [36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73], [74, 78, 75], [77, 79, 82], [83, 84], [81, 80, 87], [85, 86, 88]]
112: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11], [17, 21], [18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40], [39, 38], [42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44], [50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76], [65, 66, 68], [72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86], [88]]
113: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12, 22], [24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28], [20, 25], [27, 56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
114: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27], [56, 47, 31, 54, 26, 30, 33], [34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43], [61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63], [58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74], [78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
115: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21, 18], [29, 13], [23, 16], [28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40], [39, 38], [42, 32, 35], [46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63], [58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
116: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17], [21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51, 55, 52, 59, 49, 57], [53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
117: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13], [23, 16, 28], [20, 25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32], [35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49, 57], [53, 63, 58], [62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72], [73, 74, 78], [75, 77], [79, 82], [83, 84, 81], [80, 87, 85], [86, 88]]
118: [[7, 4, 37], [5, 19, 3, 10], [9, 2], [1, 6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40, 39], [38, 42, 32, 35, 46], [60, 41, 36], [43, 61, 45, 48, 44, 50, 51], [55, 52, 59], [49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
119: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11], [17, 21], [18, 29, 13], [23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30], [33, 34], [40, 39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55], [52, 59, 49], [57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75], [77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
120: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23], [16, 28], [20, 25], [27, 56], [47, 31, 54], [26, 30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45, 48, 44, 50, 51, 55, 52], [59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
121: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27], [56, 47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51], [55, 52], [59, 49, 57], [53, 63, 58], [62, 64, 69], [67, 71, 70], [76], [65, 66, 68, 72], [73, 74, 78], [75, 77, 79], [82, 83, 84], [81, 80], [87, 85, 86, 88]]
122: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40], [39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50], [51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
123: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13], [23, 16], [28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35, 46], [60, 41], [36, 43, 61], [45, 48], [44, 50, 51], [55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76], [65, 66], [68, 72], [73, 74, 78], [75, 77, 79, 82], [83, 84], [81], [80, 87], [85, 86, 88]]
124: [[7, 4, 37], [5, 19], [3, 10], [9, 2, 1], [6, 14, 15], [12, 22, 24, 8], [11, 17, 21, 18, 29], [13, 23], [16], [28, 20, 25, 27], [56, 47, 31], [54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44], [50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
125: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28], [20, 25], [27, 56, 47, 31], [54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69], [67, 71, 70, 76], [65, 66, 68], [72, 73], [74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
126: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17], [21, 18, 29], [13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30], [33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78], [75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
127: [[7, 4], [37, 5, 19], [3, 10], [9, 2, 1], [6, 14], [15, 12], [22, 24], [8, 11], [17, 21], [18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61, 45], [48, 44], [50, 51, 55], [52, 59, 49], [57, 53, 63], [58, 62, 64], [69, 67], [71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82, 83], [84, 81, 80], [87, 85, 86, 88]]
128: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
129: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31], [54, 26, 30], [33, 34], [40, 39], [38, 42, 32], [35, 46, 60], [41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49], [57, 53], [63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66], [68, 72, 73], [74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
130: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8], [11, 17, 21], [18, 29, 13, 23, 16, 28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61], [45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
131: [[7, 4], [37, 5, 19], [3, 10], [9, 2, 1], [6, 14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28], [20, 25, 27], [56, 47, 31], [54, 26], [30, 33, 34], [40, 39, 38], [42, 32], [35, 46], [60, 41], [36, 43, 61], [45, 48, 44], [50, 51, 55], [52, 59], [49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
132: [[7, 4, 37], [5, 19, 3], [10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16, 28, 20, 25, 27], [56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66], [68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
133: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30], [33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36, 43], [61, 45], [48, 44], [50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62, 64], [69, 67, 71, 70, 76], [65, 66, 68], [72, 73, 74, 78, 75, 77, 79], [82, 83, 84, 81, 80, 87, 85, 86, 88]]
134: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21], [18, 29], [13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60], [41, 36, 43, 61, 45, 48, 44, 50, 51], [55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
135: [[7, 4], [37, 5], [19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49, 57], [53, 63], [58, 62], [64, 69, 67], [71, 70, 76], [65, 66, 68], [72, 73, 74], [78, 75], [77, 79, 82], [83, 84, 81, 80], [87, 85, 86, 88]]
136: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28], [20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36, 43, 61], [45, 48, 44, 50], [51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
137: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22], [24, 8, 11], [17, 21], [18, 29], [13, 23], [16, 28, 20], [25, 27, 56], [47, 31], [54, 26, 30], [33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36, 43], [61, 45], [48, 44, 50], [51, 55], [52, 59, 49], [57, 53], [63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
138: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6], [14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55], [52, 59, 49, 57, 53, 63], [58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
139: [[7, 4, 37], [5, 19], [3, 10, 9, 2], [1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21, 18], [29, 13, 23], [16, 28], [20, 25, 27], [56, 47], [31, 54], [26], [30, 33, 34, 40, 39], [38, 42, 32, 35, 46, 60, 41, 36, 43], [61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
140: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14, 15], [12, 22], [24, 8, 11], [17, 21, 18], [29, 13], [23, 16], [28, 20], [25, 27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39], [38, 42, 32], [35, 46], [60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49], [57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
141: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18, 29], [13, 23], [16, 28], [20, 25, 27], [56, 47, 31], [54, 26], [30, 33, 34, 40], [39, 38, 42, 32, 35, 46, 60], [41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
142: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29, 13], [23, 16], [28, 20, 25, 27], [56, 47, 31, 54], [26, 30], [33, 34], [40, 39, 38], [42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50], [51, 55], [52, 59, 49, 57], [53, 63, 58, 62], [64, 69, 67, 71, 70, 76], [65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80], [87, 85, 86, 88]]
143: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29, 13, 23, 16, 28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32], [35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
144: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56, 47], [31, 54], [26, 30, 33], [34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61, 45], [48, 44, 50], [51, 55, 52], [59, 49], [57, 53, 63], [58, 62, 64], [69, 67, 71], [70, 76, 65], [66, 68, 72], [73, 74, 78], [75, 77, 79], [82, 83, 84], [81, 80, 87], [85, 86, 88]]
145: [[7, 4], [37, 5, 19], [3, 10, 9], [2, 1, 6], [14, 15], [12, 22, 24], [8, 11], [17, 21], [18, 29, 13], [23, 16, 28], [20, 25, 27], [56, 47], [31, 54], [26, 30], [33, 34, 40], [39, 38, 42], [32, 35, 46, 60], [41, 36, 43, 61, 45], [48, 44], [50], [51, 55, 52, 59], [49, 57, 53], [63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82], [83, 84, 81, 80, 87, 85, 86, 88]]
146: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14, 15], [12, 22], [24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34, 40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59, 49, 57, 53, 63, 58, 62, 64], [69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
147: [[7, 4], [37, 5], [19, 3], [10, 9], [2, 1], [6, 14, 15], [12, 22, 24], [8, 11, 17], [21, 18, 29], [13, 23, 16], [28, 20, 25], [27, 56], [47, 31], [54, 26, 30], [33, 34], [40, 39, 38, 42], [32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51, 55, 52, 59], [49, 57, 53, 63, 58, 62, 64, 69], [67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75], [77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
148: [[7, 4], [37, 5], [19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24], [8, 11, 17], [21, 18, 29], [13, 23], [16, 28, 20, 25], [27, 56, 47], [31, 54, 26], [30, 33, 34], [40, 39, 38], [42, 32, 35], [46, 60, 41], [36, 43, 61], [45, 48, 44], [50, 51], [55, 52], [59, 49, 57], [53, 63], [58, 62, 64], [69, 67], [71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82], [83, 84, 81], [80, 87], [85, 86, 88]]
149: [[7, 4, 37], [5, 19], [3, 10, 9], [2, 1], [6, 14], [15, 12, 22], [24, 8], [11, 17, 21], [18, 29, 13], [23, 16], [28, 20, 25, 27, 56, 47, 31, 54, 26, 30, 33, 34], [40, 39, 38, 42, 32, 35, 46, 60, 41, 36, 43, 61, 45, 48, 44, 50, 51], [55, 52, 59], [49, 57, 53, 63, 58, 62, 64, 69, 67, 71, 70, 76, 65, 66, 68, 72, 73, 74, 78, 75, 77, 79, 82, 83, 84], [81], [80, 87, 85, 86, 88]]
150: [[7, 4], [37, 5], [19, 3, 10], [9, 2, 1], [6, 14], [15, 12, 22], [24, 8, 11], [17, 21, 18], [29, 13, 23], [16, 28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42], [32, 35, 46], [60, 41], [36, 43, 61], [45, 48, 44], [50, 51], [55, 52, 59], [49, 57, 53], [63, 58], [62, 64, 69], [67, 71, 70], [76, 65, 66], [68, 72, 73], [74, 78, 75], [77, 79, 82], [83, 84, 81], [80, 87], [85, 86, 88]]
151: [[7, 4, 37], [5, 19, 3], [10, 9, 2], [1, 6], [14, 15, 12], [22, 24, 8], [11, 17, 21], [18, 29, 13], [23, 16, 28, 20], [25, 27], [56, 47, 31], [54, 26, 30], [33, 34, 40], [39, 38, 42], [32, 35, 46], [60, 41, 36], [43, 61], [45, 48, 44], [50, 51, 55], [52, 59, 49, 57], [53, 63, 58, 62, 64], [69, 67, 71], [70, 76, 65, 66, 68, 72, 73], [74, 78, 75], [77, 79, 82, 83, 84, 81, 80, 87, 85, 86, 88]]
152: [[7, 4], [37, 5], [19, 3, 10], [9, 2], [1, 6, 14], [15, 12], [22, 24, 8], [11, 17], [21, 18, 29], [13, 23, 16], [28, 20], [25, 27, 56], [47, 31, 54], [26, 30, 33], [34, 40, 39], [38, 42, 32], [35, 46, 60], [41, 36, 43], [61, 45, 48], [44, 50, 51], [55, 52, 59], [49, 57, 53], [63, 58, 62], [64, 69, 67], [71, 70], [76, 65, 66], [68, 72], [73, 74, 78], [75, 77], [79, 82, 83], [84, 81, 80, 87], [85, 86, 88]]
