0: [[46, 3, 36, 1, 71, 12, 13, 22], [2, 11, 6, 4, 29, 5, 8, 9], [74, 75, 24, 21, 56, 31, 23], [20, 14, 41, 15, 16, 58], [52, 84, 82, 19, 26], [17, 34, 54, 60, 32, 18, 27, 25, 28, 7], [42, 40, 30, 62, 43, 51, 38, 33, 35], [37, 39, 45, 57, 59, 44, 10], [53, 63, 47, 48, 55, 65, 49], [50, 64, 61, 67, 68, 70, 69, 72], [76, 78, 73, 79, 81, 85, 80], [66, 77, 83, 86, 87, 88]]
102: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
103: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
104: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
105: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
106: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
107: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
108: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
109: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
110: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
111: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
112: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
113: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
114: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
115: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
116: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
117: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
118: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
119: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
120: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
121: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
122: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
123: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
124: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
125: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
126: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
127: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
128: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
129: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
130: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
131: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
132: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
133: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
134: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
135: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
136: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
137: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
138: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
139: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
140: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
141: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
142: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
143: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
144: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
145: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
146: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
147: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
148: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
149: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
150: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
151: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
152: [[23, 3, 36, 1, 70, 14, 2, 5, 22, 4, 28, 10, 7, 67, 12, 24, 9, 8, 6, 11, 15, 29, 13, 43, 17, 16, 48, 25, 20], [19, 18, 21, 27, 26, 30, 31, 38, 34, 33, 40, 32, 35, 39, 37, 45, 44, 41, 42, 46, 47, 59, 54, 51, 49, 50, 53, 60, 56, 57], [52, 61, 62, 58, 63, 55, 64, 76, 74, 68, 65, 66, 71, 69, 73, 72, 77, 78, 75, 79, 84, 80, 81, 86, 82, 83, 85, 87, 88]]
