0: [[37, 7], [4, 3], [9, 8, 39, 10], [1, 2, 6, 29, 11, 24, 28, 12, 22], [18], [5, 15, 14], [21, 17, 16], [20, 19, 26, 30, 25, 50, 59, 44, 61], [33], [27, 31, 42, 47, 38], [34, 32, 36, 55, 43, 13, 23], [41, 35, 40], [56, 45, 58, 46, 51, 49, 54, 48], [53, 52, 57, 60, 63, 62, 66, 67, 64, 65, 68], [69, 73, 70, 76, 71, 74, 77, 72, 75], [79, 78, 83, 82], [84, 86, 85, 80, 81, 87, 88]]
102: [[37, 7], [4, 3], [9, 8, 5, 1, 2, 13, 6, 27, 10, 11, 14, 19, 12, 15, 29, 21, 16, 24, 17], [20, 28], [49, 30], [18, 22, 51, 23], [26, 25, 31, 33, 34, 46, 36, 47, 42, 44, 32, 50, 38, 40, 41, 39], [45, 43, 63, 54, 56, 57, 58, 48, 35, 52, 55, 53, 59, 62, 61, 60, 64, 66], [77, 67, 70, 65, 73, 68, 76, 69, 71, 75, 74, 72, 79, 78, 82, 80, 86, 83, 81, 84, 85, 87, 88]]
103: [[37, 7], [4, 3], [9, 8, 1, 5, 2, 14, 13, 12, 10, 40, 23, 28, 17, 11, 18, 48, 6, 53, 19, 22, 46, 20, 29], [24, 30, 38, 15, 54, 21], [16, 35], [61, 25, 32, 36, 26, 27, 31], [42, 41, 44, 33, 34, 45, 39, 43, 52, 47], [58, 49], [60, 57, 59, 50, 51, 55, 62, 63, 56, 64, 65, 68, 71, 66, 67, 76, 69, 70, 78, 72, 73, 77, 79, 74, 80, 82, 81, 75, 84, 83], [85], [86, 87, 88]]
104: [[37, 7], [4, 3], [9, 8, 2, 38, 12, 1, 5, 30, 6, 13, 11, 17, 26, 10, 45, 16, 14, 62, 22, 15, 21, 31, 18, 58, 20, 55, 25, 19], [27, 28, 24], [29, 56, 41, 23, 32, 39, 33, 42, 46, 40, 36, 34, 43, 52, 35, 44, 61, 47, 60, 48, 49, 50, 53, 57, 54, 59, 80, 51, 65, 68, 70, 75, 63, 74, 64, 66, 67, 69, 72, 71, 76, 73, 79, 77, 86, 82, 81, 78, 83, 87, 84, 85, 88]]
105: [[37, 7], [4, 3], [9, 8], [33, 2], [1, 30, 14, 5, 6, 10, 26, 11, 18, 12, 22, 15, 23, 21, 24, 17, 25, 16, 62, 19, 31, 63, 27, 28, 20, 29, 50, 47], [32, 42, 13], [35, 48, 36, 38, 34, 39, 40, 59, 45, 53, 41, 52, 44, 51, 60], [43, 46, 49, 54, 55, 58, 56, 57, 61, 65, 66, 69, 64, 71, 68, 79, 70, 72, 77, 74, 67, 73, 75, 78, 84, 76, 80, 81, 86, 85, 83, 82], [87, 88]]
106: [[37, 7], [4, 3, 9, 8, 5, 1, 14, 2], [13, 11, 10, 15, 31, 12, 27, 21, 28, 6, 23, 16, 19, 18, 22, 17, 20, 46, 25, 30, 57, 26, 29, 51, 24, 58, 54, 33, 32, 39, 34, 35, 40, 43, 38, 56, 36, 45, 41, 47, 42, 44, 50, 53, 52], [59, 48, 60, 55, 63, 49, 61, 62, 66, 64, 68, 76, 70, 65, 77, 67, 72, 69, 78, 79, 74, 73, 71, 75, 80, 84, 85, 82, 81, 83, 86, 87, 88]]
107: [[37, 7], [4, 3], [9, 8, 5], [1, 2, 19, 30], [14, 10], [13, 23], [6, 11], [17, 50], [15, 12, 18, 48, 28, 20], [22, 16, 31, 24, 51, 26], [21, 25, 27, 38, 29, 34, 40, 43, 39, 32, 58, 36, 46, 45, 33, 47, 49, 44, 35], [41, 53, 54, 52, 56, 55, 57, 42, 62, 61, 63, 60, 59, 66, 64, 74, 65, 69, 77, 67, 68, 76], [78, 70, 72, 71, 75, 73, 80, 79, 81, 82, 86, 83, 87, 85, 84, 88]]
108: [[37, 7], [4, 3], [9, 8], [5, 1, 6, 2], [11, 13, 30, 12, 14, 10, 16, 26, 15, 24, 17, 31, 21, 19], [22, 18, 23, 56, 29, 27, 20, 28, 59, 33, 25, 42, 45, 32, 34, 35, 36, 39, 40, 38, 41], [43, 44, 54, 47, 46, 49, 58, 50, 53, 51, 52], [48, 61, 55, 57, 62, 60, 63, 66, 64, 73, 68, 69, 77, 70, 75, 67, 65, 74, 71, 78, 76, 72, 79, 85], [80, 84, 81, 82], [83, 86, 87, 88]]
109: [[37, 7], [4, 3], [9, 8], [5, 2, 1, 28, 12, 6, 15], [30, 10, 11, 19, 13, 16, 27, 20, 22, 24, 17, 14, 18, 48, 58, 26, 23, 42, 21, 25, 29, 50, 39], [38, 52, 33, 35, 47, 36, 31, 40, 32, 34, 41, 63, 46, 45, 49, 44, 55, 61, 43], [51, 53, 54], [59, 62, 60, 56], [75, 64], [72, 66], [68, 78, 70, 77], [57, 67, 65, 71], [73], [69, 74], [76, 85, 86, 80, 79], [83, 82, 84, 81, 87, 88]]
110: [[37, 7], [4, 3, 9, 8, 5, 2, 1], [17, 14, 10, 12, 29, 18, 13, 19, 15, 6, 21, 22, 25, 16, 27, 28, 23, 56, 52], [47, 26, 20, 31, 30, 51, 24, 46, 35, 34, 62, 32, 36, 11, 33, 42, 45, 63, 40], [38, 39, 41], [44, 53, 50, 43, 49, 60, 48, 54, 55, 57, 59, 58, 61, 65, 64, 67, 66, 70, 68, 77, 73, 76, 75, 69, 78, 72, 74, 79, 86, 81, 82, 71, 80, 84, 85, 83, 87, 88]]
111: [[37, 7], [4, 3, 9, 32, 1, 2, 5, 24, 6, 27, 14, 13, 12, 29, 8, 10, 26, 20, 21, 11, 15, 16, 19, 28, 25, 17, 30, 22, 60, 18, 23, 31, 36, 49, 43, 44, 38, 39, 34, 46, 40, 42, 41, 33, 47, 50, 45, 35, 61, 52, 53, 48, 54, 62, 63, 51], [56, 55, 57, 58, 59, 64, 72, 76, 67, 70, 66, 73, 65, 68, 69, 78, 75, 77, 71, 74, 79, 84, 81, 80, 87, 82, 83, 86, 85, 88]]
112: [[37, 7], [4, 3], [9, 8, 33], [2, 1], [14, 6], [15, 13, 5, 10, 26, 12], [11, 17, 16, 18, 51, 22, 19], [25, 20, 24, 60, 31, 21, 23, 27, 28, 58, 42, 29], [48, 30], [34, 35], [32, 50], [43, 41, 44, 56, 46, 36, 38, 39, 40, 59, 61, 53, 52, 45, 57, 47, 49, 54, 55, 62], [63, 64, 67, 68, 69, 65, 70, 66, 71, 78, 74, 72, 76, 79, 81, 77, 75, 82], [73, 80, 86, 85, 87, 83, 84, 88]]
113: [[37, 7], [4, 3], [9, 8], [35, 2, 1, 12], [14, 17, 5, 13, 6, 15, 25, 18, 10], [11], [28, 43, 21], [52, 29, 26], [54, 31], [20, 22], [19, 23, 57, 24, 27, 59, 48, 50, 51], [16, 41, 30, 36, 40, 32, 38, 33, 34, 45], [44, 47, 62], [39, 46, 42, 49, 55, 58, 53, 56, 61, 60, 63, 66], [67, 65], [70, 64], [68, 72, 73, 78, 69, 74, 77, 71, 75, 76, 85, 79, 84, 80, 86, 81, 83, 82], [87, 88]]
114: [[37, 7], [4, 3], [9, 8], [5, 2, 1, 14], [11, 6, 18, 12, 13, 55, 15, 20, 21, 25, 16, 23, 26, 27], [28], [17, 54, 47, 29, 19, 24, 61, 30, 41, 42, 31, 35, 45, 10, 51, 22, 34, 33, 32, 36, 43, 63, 48, 39, 38, 44, 40, 49, 46, 50, 52, 53, 57, 56, 58], [60, 59, 62, 66, 64, 77, 72, 69], [73, 68, 76, 65, 70, 67, 71, 75], [79, 74, 78, 82, 86, 84, 80, 81, 83, 85, 87, 88]]
115: [[37, 7], [4, 3], [9, 10], [1, 2, 6, 5], [14, 8, 15, 26, 12, 28], [19, 11, 25, 20, 16, 13, 31, 18, 27, 17], [55, 30, 21, 29, 56, 34, 22, 23, 45, 43, 49, 51, 42, 24], [32, 40, 52, 36, 39, 33, 38, 41, 35, 44, 46, 60, 53, 50, 47, 57, 58, 48, 61], [54, 59, 62, 63, 66, 73, 68, 64, 67, 71, 79], [65, 76, 69, 78, 75, 70, 88, 72, 77, 80, 74, 81, 83, 85, 82, 86, 84, 87]]
116: [[37, 7], [4, 3], [9, 8, 33, 1, 14, 2, 12, 29, 28, 13, 25, 18, 15, 21, 11, 20, 27, 58, 6, 16, 17], [23, 10], [24, 31], [62, 49, 19, 5, 26, 30, 38, 48, 41, 34, 32], [39, 54, 35, 56], [40, 36, 46, 43, 42, 47, 45, 44, 53, 51, 55, 52, 61, 50, 57, 60], [59, 63, 67, 64, 68, 66, 79, 69, 70, 77, 72, 22, 73, 74, 71, 76, 65, 75, 78, 80, 86, 84], [82, 81, 83, 85, 87, 88]]
117: [[37, 7], [4, 3], [9, 8, 33, 1, 2, 6], [12, 13, 14, 11, 27, 5, 44, 54, 15, 16, 17, 20, 21, 10, 29, 18, 22, 56], [28, 23], [19, 24, 25, 39, 32, 26, 30, 42, 38], [45, 31, 47, 34, 41], [35, 36, 40, 46, 49, 43, 62, 53, 51, 48, 50, 57], [55, 59, 60, 58, 63, 52, 61], [64, 65, 73, 67, 71, 69, 68, 79, 66], [72, 70, 74], [76, 75, 78, 77], [86, 82, 80, 84, 81], [87, 85], [83, 88]]
118: [[37, 7, 4], [3, 9], [8, 5], [2, 6, 18, 14, 1, 23, 11, 10, 13, 12], [17, 21, 19, 30, 16, 15, 22, 27, 24, 31, 20, 25, 57, 26, 58, 39, 28, 32, 34, 35, 29, 52], [42, 33, 36, 38, 63, 41, 43, 44, 46, 47, 48, 40, 49, 62, 45, 56, 50, 55, 51, 53, 59], [54, 60, 77, 61, 65, 69, 64, 71, 74, 66, 70, 73, 67, 72, 68, 76, 75], [79, 78, 82, 80, 85, 83, 84, 81, 86, 87, 88]]
119: [[37, 7, 4], [3, 9], [8, 5], [1, 6], [26, 10, 2, 14, 11, 15, 28, 12, 13, 24, 20, 19], [16, 17, 48, 31, 29, 30, 18, 23, 25, 53, 27, 33, 47], [34, 50, 21, 22, 32], [43, 35], [38, 36, 42, 40, 41, 39, 44, 45, 61, 46, 51, 54, 56, 60, 55, 49, 57, 59, 58, 62, 63, 52, 64, 71, 65, 73, 72, 74, 76, 70, 66, 68, 67, 69, 77], [79, 75, 78, 82, 84, 80, 81, 83], [85, 86, 88, 87]]
120: [[37, 7], [4, 3, 9], [8, 33, 1, 6, 2, 12, 13, 11, 15, 10, 5, 18, 14, 29], [17, 19, 21, 60, 20, 22, 49, 25, 30, 27], [36, 23, 51, 24, 59, 35, 43, 16, 26, 28, 61, 31, 32, 44, 34, 40, 38, 56, 57, 46, 39, 42, 41, 47, 54, 48], [53, 55, 45, 50, 52, 58, 63, 62, 64, 65, 69, 67, 66, 73, 68, 76, 71, 74, 70, 77, 75, 72, 78, 79, 81, 80, 85, 82, 84], [83, 86, 87, 88]]
121: [[37, 7], [4, 3, 9, 8, 5, 2, 1, 12], [14, 19, 6, 28, 22, 30, 10, 25, 15, 11, 16, 17, 13, 21, 23, 18, 59, 20, 24, 51, 26, 27, 61, 29, 42, 53, 46, 34, 31, 36, 38, 32, 33, 40, 45, 35, 62, 44, 39, 41, 43, 47, 50, 49, 58, 55, 56, 54, 48, 52, 57, 63, 60, 64, 65, 68, 71, 66, 67, 78, 69, 76, 70, 72, 73, 74, 75, 77, 79, 82, 84, 85, 80, 83, 86, 81, 87, 88]]
122: [[37, 7], [4, 3, 9, 32], [33, 1], [18, 10, 2, 28, 30, 15, 12, 14, 27, 17, 19, 6, 16, 59, 25, 8, 22, 13, 56, 11, 60, 24], [62, 20, 21, 38, 23, 40, 63, 45, 31, 49, 26, 51, 44, 34, 29, 36, 39, 35, 46], [52, 53, 41, 5, 42, 58, 43, 50, 47, 48, 55, 54, 57, 84, 65, 67, 64, 61, 79, 72, 70, 74, 75], [66, 76, 68, 71, 73, 78, 77, 85, 82, 80], [87, 83, 86, 88, 69, 81]]
123: [[37, 7], [4, 3, 9, 8, 5, 1, 11, 2, 14, 15, 12, 6, 26, 10, 13, 27, 18, 29, 25, 20, 17, 16, 22, 57, 19, 21, 60, 52, 55, 43, 23, 42, 28, 24, 35, 39, 30, 47, 51, 31, 32, 38, 33], [44, 56, 41, 34, 45, 58, 36, 40, 48, 50, 46, 49, 59, 61, 63, 53, 54, 62, 64, 75, 68, 66, 67, 79, 65, 71, 69, 70, 72, 74, 78, 73, 76, 80, 77, 82, 84, 83, 81, 86, 85], [87, 88]]
124: [[37, 7], [4, 3], [9, 5], [1, 2, 6, 28], [12, 8], [26, 25, 11, 13, 14, 17, 23, 22, 19, 18, 24, 16, 15, 47, 63, 48, 29, 30, 20, 21, 55, 27, 38, 34, 31, 60, 32], [33, 58, 46, 43, 35, 40, 36, 45, 44, 53, 39, 41, 42, 49, 52, 51, 50, 54, 57, 59, 61, 56, 62, 66, 65, 72, 68, 70, 71, 74, 67, 64, 77], [73, 75, 78, 69, 88, 76, 86, 79, 81, 83, 85, 80, 82, 87, 84, 10]]
125: [[37, 7], [4, 3], [9, 8, 5, 2], [6, 1, 15], [14, 12, 29], [13, 10], [11, 18, 16, 21, 20, 23, 17, 22, 24, 27], [19, 31, 59, 25, 28, 26, 57, 50, 38, 30, 34, 41, 32, 33, 44, 35, 42, 40, 36, 43, 46, 39, 51, 48, 45, 62, 47, 54, 55, 56, 49], [60, 52, 53, 58, 63, 61, 66, 72, 64, 69, 68, 70, 78, 74, 67, 65, 75, 77, 71, 73, 76, 79, 84, 80, 82, 86, 83, 81, 85, 87, 88]]
126: [[37, 7], [4, 3, 9, 8, 33, 1, 2, 14, 12, 6, 13, 5, 26, 28, 10, 11, 15, 25, 21, 16, 18, 22, 24, 59, 19, 30, 27], [20, 23, 50, 17, 43, 31], [63, 40, 34, 36, 61, 51, 38, 29, 32, 39, 44, 42, 46, 45, 60, 49, 35, 41, 58, 47, 55, 52, 56, 48, 57, 53, 54, 62, 64, 67, 65, 66, 68], [74, 75, 71], [69, 72, 70, 73, 77, 78, 76, 79, 81, 82, 84], [83, 80, 85, 86, 87, 88]]
127: [[37, 7], [4, 3], [9, 8], [5, 2], [1, 28], [10, 25, 17, 13, 23, 22, 27, 6, 15], [19, 24, 21, 20, 18, 29, 30], [60], [11, 31, 32, 26, 61], [14, 12, 46, 33, 54, 16, 35], [34, 62, 36, 39, 41, 43, 40, 38, 42, 55, 45, 47, 44, 49, 48, 57, 50, 51, 59, 58, 52, 53, 56, 73, 66, 67, 69, 64, 68, 63, 71, 76, 65], [75, 74, 70, 72, 77, 78, 79, 82], [86, 80, 85, 81, 83, 84, 87, 88]]
128: [[37, 7], [4, 3, 9, 2, 33, 1, 6, 5, 14, 10, 13, 12, 18, 26, 11, 15, 21, 20], [23, 16, 25, 17, 60, 19], [57, 22, 61, 47, 27, 43, 41, 58, 24, 35, 40, 28, 29, 39, 30, 36, 44, 38, 31, 32, 34, 45, 51, 42, 50, 46, 52, 49, 48, 59, 53, 55, 54, 62, 56, 63, 66, 64, 65, 69, 68, 70, 77, 73, 67, 72, 74, 76, 79, 81, 75, 78, 80, 71, 83, 82, 86, 84, 88, 87, 85, 8]]
129: [[37, 7], [4, 3], [9, 8], [5, 1, 6, 14], [11, 20, 10, 12, 28, 13, 46, 2, 15], [16], [19, 21, 26], [18, 22, 17], [24, 54, 31, 36, 25, 61, 29, 48, 34], [49], [53, 27, 38, 39, 32], [35, 44, 56, 23, 30, 33, 47], [40, 41, 45], [58, 42, 43, 50, 55, 52, 51, 57], [59, 60, 62, 86, 66, 85, 64, 63, 68, 73, 70, 67, 77], [69, 74, 71, 72, 79, 75, 76, 87, 78, 81, 82, 65, 83, 80, 84, 88]]
130: [[37, 7], [4, 3], [9, 8], [5, 2, 11, 22], [12, 6], [15, 13], [28, 10, 30, 14], [1, 16, 20, 19, 17, 18, 27, 21, 23, 54, 25, 61, 29, 26, 24, 58, 33, 62, 49, 34, 56], [39, 35, 38, 32, 42, 36, 31, 40, 41, 44, 45, 60, 46, 43, 47, 48, 50], [51, 52, 57, 53, 59, 63, 76, 80, 67, 65, 64, 68, 72, 55, 70, 78, 66, 75, 69, 71, 79, 73, 74, 83, 82, 81, 87, 77, 84, 85, 86, 88]]
131: [[37, 7], [4, 3], [9, 8, 5, 2], [1, 6, 10, 11, 27, 24, 15, 18, 32, 31, 17, 14, 12], [13, 21], [20, 28, 16, 23, 30, 25, 19, 22, 41, 59, 26, 48, 60, 50, 29, 43, 33, 44, 35, 42, 34, 39, 40, 36, 38, 56, 45, 58, 46, 47, 51, 54, 52, 53, 49, 55, 57, 63, 61, 62, 65, 64, 68, 69, 67, 74, 76, 66, 70, 79, 72, 73, 71, 77, 83, 75, 82, 85, 81, 78, 88, 80, 87, 86, 84]]
132: [[37, 7], [4, 3], [9, 8, 33, 1, 18, 6, 22, 12, 14, 25, 2, 5, 11, 13, 10, 16, 29, 27, 17, 20, 26, 19], [62, 56, 21, 24, 60, 23, 28, 35, 31, 34, 39, 40, 30, 42, 50, 36, 47, 45, 15], [43, 44, 32, 46, 41, 53, 54], [55, 38, 57, 51, 49, 58, 48, 52, 59], [63, 61], [66, 65, 67, 64, 68, 69, 77, 78, 76, 70, 74, 71, 73, 72, 79, 75, 82, 80, 86, 83, 81, 84, 87, 85, 88]]
133: [[37, 7], [4, 3], [9, 8], [35, 1, 2, 18, 10, 30, 13, 31, 5, 6, 14, 26, 17, 11, 20, 16, 12, 48, 27], [22, 21, 15, 57, 19, 59, 23, 63, 24, 40, 42, 25, 28, 52, 34, 36, 47, 39], [29, 44, 41, 45, 43, 32, 33, 51, 38, 49], [46, 54, 50, 53, 61, 55], [56, 58, 60, 62, 80, 67, 65, 64, 68], [69, 66, 70, 71, 72, 77, 76, 73, 74], [75, 86, 82, 78], [84, 79, 83, 81, 85, 87, 88]]
134: [[37, 7], [4, 3, 9, 32], [5, 1, 10], [6, 12, 24, 30, 13, 21, 2, 15, 19, 14, 17, 16, 61, 25, 8, 23, 29, 11, 56, 18, 20, 26, 27, 60, 46, 22, 47], [42, 45, 28, 51, 31, 50, 44, 38, 52, 33], [43, 39, 53, 34, 35, 36], [58, 49, 40, 41, 48, 55, 57, 54, 59, 62, 63, 64, 65, 73, 71, 66, 67, 68, 70, 69, 76, 72, 75, 74, 77, 79, 78, 84, 83, 80, 81, 82, 86, 85, 87, 88]]
135: [[37, 7], [4, 3, 9, 8, 5, 1, 10, 2, 28, 13, 12, 31], [11, 25, 15, 21, 14, 29, 18, 6], [17, 16, 22, 49, 26, 19, 23, 20, 27, 24], [30, 34, 36, 54, 46, 35, 42, 38, 32, 39, 33, 41, 43, 45, 63, 47], [48, 40, 44, 53, 55, 59, 56, 51], [50, 52, 57, 62, 58, 61, 60, 66, 64, 68, 72, 69, 71, 67, 65, 78], [75, 76, 79, 74, 77, 73, 86, 70, 81, 80, 82, 84, 85, 83, 87, 88]]
136: [[37, 7], [4, 3], [9, 32, 5], [2, 1], [10, 6, 11, 14, 8, 31, 30, 12, 52, 17, 13], [18, 15], [28, 19], [16, 23], [22, 20], [62, 29, 21, 26], [58, 24, 27, 25, 49, 34, 38, 33, 35, 45, 39], [43, 42, 44, 41, 40, 46, 48, 50, 54, 36, 57, 55, 47, 51, 56, 60, 53, 63, 61], [59, 66, 64, 67, 70, 69, 65, 68, 71, 75, 74, 73, 76, 77, 72, 79, 78], [82, 81, 80, 85, 86, 83, 84, 87, 88]]
137: [[37, 7], [4, 3, 9, 8, 5, 2, 12, 14, 24, 26, 13, 23, 28, 1, 6, 20, 19, 31, 10, 16, 15, 17, 18, 22, 30, 48, 25, 60, 21, 42], [29, 27, 40, 39], [58, 11, 46, 43, 33, 34, 32], [38, 41, 44, 57, 47, 50, 51, 45, 62, 35, 36, 53, 52, 49, 56, 61, 54, 63, 55, 59, 64, 73, 70, 68, 65, 79, 66, 67, 71, 74, 76, 69, 84, 77, 72, 75, 80, 85, 78, 82, 81, 86, 83, 87, 88]]
138: [[37, 7], [4, 3, 9, 8, 5, 10, 6, 1, 26, 13, 22], [14, 2, 15, 31, 16, 11, 12, 18, 19, 17, 23, 21, 51, 25, 58, 20, 24, 54, 27, 28, 29, 32, 33, 30], [45, 48, 36, 52], [34, 44, 35, 38], [49, 42], [39, 47, 62, 40], [60, 56, 41, 43, 59, 46, 50, 53, 63, 55, 57, 61, 66, 64, 65, 76, 69, 70, 72, 67, 68, 74, 71, 75, 78, 73, 79, 77, 84, 80, 82, 83, 86, 81, 87], [85, 88]]
139: [[37, 7], [4, 3], [9, 10, 1, 2], [6, 13], [14], [16, 5, 31, 8, 11, 12, 28, 15], [19, 20, 17, 22, 50, 23, 51, 21, 52, 29, 60, 59, 43, 24, 25, 58, 26, 33, 27, 18, 39, 35], [34, 32], [40, 46, 44, 45], [47, 36, 38, 41, 42, 48, 53], [55, 57, 49, 54, 56, 61, 62, 63, 67, 64, 73, 68, 30, 69, 66, 65, 78, 70, 71, 74, 72, 75, 79, 83, 76, 81, 82, 84, 80, 77, 85, 87, 86, 88]]
140: [[37, 7], [4, 3], [9, 8, 1, 2, 11, 5, 10, 12], [19, 13, 14, 15, 6, 52, 16, 17, 24, 23, 29, 31, 22, 18, 21, 20, 26], [62, 48, 42, 30, 27, 36, 39, 34, 25], [28, 32, 33, 35, 41, 46, 40, 43, 45, 61, 47, 49, 38, 50, 44, 51], [58, 55, 54, 60, 53, 59, 56, 57, 63], [64, 68, 69, 67, 66, 73, 65, 79, 70, 72, 76, 74, 77, 75, 78, 71, 81, 80, 85, 83, 84, 87, 82, 86, 88]]
141: [[37, 7], [4, 3], [9, 8], [5, 2, 1, 6], [30, 10, 14, 12, 11, 40, 13, 24, 17, 23, 31, 16, 18, 26, 15, 20, 19], [22, 49, 61, 25, 58, 27, 56, 28, 29, 32, 21, 35, 54], [33, 43, 36, 42, 39], [41, 44], [38, 45, 46, 34, 47, 55, 62, 51, 63, 50, 48, 52, 53, 57, 59, 60], [66, 65, 68, 64, 71, 78, 73, 67, 76, 69, 70, 72, 77, 88, 75, 79, 80, 74], [81, 83, 84, 82, 86, 87, 85]]
142: [[37, 7], [4, 3], [9, 8], [5, 1, 2, 6], [14, 13, 11, 28, 12, 44, 22], [18], [10, 15, 19], [20, 16, 26], [30, 21, 24, 27, 25, 58, 29, 32, 61], [57], [17, 39, 42, 31, 36], [34, 33, 43, 38, 63, 45, 23], [41, 35, 40], [48, 46, 56, 54, 47, 55, 62, 50], [52, 49, 59, 51, 53, 60, 66, 65, 68, 64, 69], [67, 73, 70, 76, 71, 74, 77, 72, 78], [79, 75, 87, 80], [84, 82, 83, 81, 85, 86, 88]]
143: [[37, 7], [4, 3], [9, 34, 1, 2], [5, 6], [13, 30], [14, 12, 15, 11, 8, 25, 48, 21, 17, 10, 28, 18, 16, 20, 46, 22, 58, 24, 26, 27, 61, 19, 62], [54, 29], [31, 45], [51, 32, 35, 33, 42, 38, 23, 41, 36, 44, 49, 40, 55, 53, 39, 43, 47, 50, 52, 56, 63, 57, 59, 60], [65, 64, 69, 67, 68, 71, 66, 72, 74, 70, 73, 76, 79, 75, 77, 78, 81, 85, 80, 83, 82, 86, 84, 87, 88]]
144: [[37, 7], [4, 3], [9, 8, 5, 1], [6, 2, 20, 28], [14], [31, 11], [29, 18], [10, 21], [25, 22, 12, 13, 23, 19, 17, 15], [16, 26, 59, 24, 30], [27, 36, 48, 58, 34, 42, 61, 32, 35, 33, 44, 43], [38, 39, 41, 40, 45, 46, 50, 49], [47, 51, 55, 52, 53, 62, 63, 56, 54], [60, 57, 64], [66, 76, 69, 77, 65, 71, 72, 70, 67, 68, 79, 73, 74, 78, 81, 80, 84, 83, 75, 82, 87, 85, 86, 88]]
145: [[37, 7], [4, 3], [9, 8, 1, 5, 10, 2, 6, 15, 11, 25, 14, 21, 42, 12, 31, 17, 18, 16, 30, 13, 22, 56, 23, 20], [24, 27, 63, 26, 52, 32, 28, 33, 36, 19, 53, 35, 41, 62, 34, 40, 43, 44, 46, 45, 47, 48, 51, 54, 55, 38], [39, 50], [57, 58], [49, 59], [60, 61, 29, 66, 64], [73, 65, 77, 70, 69, 67, 68, 71, 72, 76, 74, 78, 79, 75, 84, 81, 86, 85, 82, 83, 80, 87, 88]]
146: [[37, 7], [4, 3, 9, 8, 34, 2, 1, 21, 6], [12, 15, 31, 16], [11, 10, 19, 22, 23, 20, 24], [26, 18, 27, 17, 30, 60, 13, 28, 62, 25, 33, 36, 39, 49, 38, 41, 29, 46, 32, 43, 44, 42, 45, 14, 40, 47, 48, 50, 35, 54, 61, 51, 52, 53, 63, 57, 55, 56, 58, 59, 67, 64, 65, 68, 69, 73, 77, 66, 70, 71, 74, 72, 75, 76, 80, 79, 78, 85, 83, 81, 87, 5, 84, 82, 86, 88]]
147: [[37, 7], [4, 3, 9, 8], [33, 1], [5, 26, 13, 22], [2, 10, 6, 15], [11], [60, 12, 19], [20, 17, 29], [48, 23, 18, 14, 24, 25, 27, 61, 28], [55], [16, 21, 30, 34, 31], [32, 62, 39, 35, 36, 40, 57], [42, 41, 45], [38, 44, 43, 53, 46, 50, 47, 49], [51, 52, 54, 58, 63, 56, 72, 59, 64], [70, 69, 66, 74, 67, 76, 71, 65, 68], [75, 73, 79, 77], [85, 81, 86, 80, 78, 83, 84, 87], [82, 88]]
148: [[37, 7, 4, 3, 9, 8, 5, 2, 1, 24, 12, 22], [30, 16, 31, 11, 6, 10, 14, 25, 29, 23, 17, 13, 15, 18, 48], [20, 53, 57, 19, 21, 27, 50, 44, 32, 55, 58, 26, 33, 28, 46, 35, 47, 34, 36, 42, 38, 43, 39, 63, 40, 45, 41, 62, 49, 61, 51, 59, 52, 54, 56, 60, 66, 65, 64, 69, 78, 67, 68, 71, 72, 74, 75, 73, 76, 70, 77, 79, 87, 82, 81, 80, 83, 86, 85, 84, 88]]
149: [[37, 7], [4, 3], [9, 8, 5, 2, 1], [6, 22], [30, 12, 10, 13], [11, 15, 48, 17], [14], [19, 16, 62], [18, 31, 20], [26], [23, 33, 61, 24, 34], [21, 56, 29, 51, 25, 32, 35], [27, 36, 28, 38], [46, 39, 41, 40, 42, 43, 45, 50, 47], [44, 52, 54, 55, 63, 49, 57, 53, 58], [59, 60, 81, 65, 64, 66, 70], [77, 69], [67, 68], [71, 76, 73, 74], [79, 72, 80, 75], [86, 85], [82, 84, 78, 83, 87, 88]]
150: [[37, 7], [4, 3, 9, 8, 34, 2, 1, 12, 28, 20, 14, 18, 21, 15, 5, 17, 13, 30], [11, 19, 24], [16, 10, 22, 57, 49, 61, 44, 23, 25, 53, 31, 6], [26, 38, 42, 27, 29, 40, 46, 33, 47, 32, 35, 43, 36, 39, 48, 63, 41, 45, 51, 50, 59, 52, 55, 54, 62, 56, 58, 60, 66, 64, 68, 69, 65, 78, 67, 70, 74, 71, 75, 79, 77, 73, 72, 84, 76, 81, 83, 86, 80, 82, 85, 87], [88]]
151: [[37, 7], [4, 3], [9, 8], [5, 2], [1, 6], [14, 13, 10, 31, 12, 29, 11, 18, 15, 19, 30, 17], [16, 20], [21, 52], [26, 22], [23, 61, 27, 43, 24, 36, 28, 34, 32, 25, 59, 35, 39, 62, 40, 33, 38, 44, 46, 41], [42, 45, 47, 49, 51, 48, 50, 53, 55, 56, 57, 58, 54, 60, 63, 66, 65, 64, 69, 70, 68, 67, 71, 78, 75, 73, 72, 74, 76, 77, 85, 80, 79, 83, 82, 84, 86, 88], [87, 81]]
152: [[37, 7], [4, 3], [9, 8], [5, 2, 6, 1], [14, 11, 12, 26, 13, 19, 10, 29, 15, 18, 21, 17, 20, 16], [23, 28], [25, 54, 30, 22, 56, 27, 31, 59, 24], [38], [34, 35, 53, 44, 32], [40, 36, 39, 33, 41, 43, 42], [45, 57, 46, 49, 50, 52, 51, 55, 58, 47, 48, 60, 61, 63, 62, 65, 64, 75, 68, 67, 66, 76, 78, 69], [70, 71, 72, 79, 73, 77, 74, 82], [83, 84, 80, 86, 81, 85, 87, 88]]
