0: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
102: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
103: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
104: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
105: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
106: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
107: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
108: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
109: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
110: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
111: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
112: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
113: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
114: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
115: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
116: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
117: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
118: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
119: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
120: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
121: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
122: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
123: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
124: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
125: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
126: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
127: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
128: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
129: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
130: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
131: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
132: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
133: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
134: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
135: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
136: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
137: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
138: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
139: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
140: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
141: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
142: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
143: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
144: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
145: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
146: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
147: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
148: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
149: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
150: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
151: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
152: [[21, 82, 59, 86], [38, 19, 64, 50], [9, 22, 78, 12], [5, 10, 7, 37], [13, 16, 6, 8, 29], [87, 14, 68, 15], [67, 32, 1, 27], [61, 41, 4, 48, 60], [75, 2, 56, 3], [85, 11, 46, 17], [25, 18, 20, 28], [23, 24, 26, 80], [63, 53, 40, 43], [30, 36, 33, 65], [74, 70, 55, 58], [35, 31, 51, 57], [44, 39, 69, 66], [62, 34, 77, 45], [49, 42, 52, 72], [47, 79, 76, 71, 54], [73, 88, 84, 81, 83]]
