0: [[68, 65, 33], [4, 3, 18], [2, 1, 12, 22], [5, 38, 7], [6, 9, 10], [11, 30, 15, 14], [29, 16, 25, 13], [20, 17], [19, 26, 21, 58], [51, 28, 24, 23], [63, 42, 31], [55, 35], [32, 27, 37], [45, 47, 36], [40, 34, 39], [41, 44, 46, 8], [54], [48, 53, 60], [49, 50, 57], [61, 56, 59, 52], [62, 64, 43], [67, 66, 71, 76], [69, 70, 72], [75, 74, 73, 77], [79, 82], [87, 88, 81, 78], [80, 85, 83], [84, 86]]
102: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5], [7, 6, 10, 12, 14, 8, 13], [15, 9, 27, 23], [11, 17, 21, 29, 16, 31, 25, 30, 19, 60, 20, 22, 26, 28, 45, 62, 32, 46, 55, 52, 35], [36, 34, 39, 37, 41, 43], [42, 44, 59, 47, 54, 50, 40, 49, 48, 53, 57, 61, 56, 51, 58, 63, 64, 66, 67, 70, 69, 79, 71, 72, 78, 75, 73, 74, 76, 77, 85, 80, 84], [81, 82, 86, 83, 87, 88]]
103: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5, 7, 6, 8, 14, 11, 10, 12, 29, 20, 13, 22, 27, 26, 16, 17, 19, 28, 21, 58, 30, 56, 23, 55, 31, 44, 61, 34, 37, 32, 59, 49, 15, 36, 40, 39, 35], [47, 42, 43, 45, 41, 50, 48, 46, 52, 51, 53, 54, 60, 57, 63, 62, 64, 25, 9, 67, 66, 70, 78, 69, 76, 77, 72, 74, 73, 71, 75, 79, 87, 80, 81, 86, 82, 83, 85, 84, 88]]
104: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7], [5, 10, 12], [8, 11, 15], [6, 9, 14], [13, 16], [27, 21, 26], [20, 19, 22, 23, 59], [48, 25, 17, 29, 53, 58, 30, 40, 28, 61, 46, 45], [52, 31, 39, 32, 34, 37, 36, 35, 49, 41, 42, 43, 44, 62, 50, 47, 51, 55, 56, 60, 57], [54, 63, 64, 72, 67, 71, 66, 77, 70, 78, 69, 73, 74], [76, 79, 75, 82, 81, 80, 83, 87, 84, 85, 86, 88]]
105: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 6, 11, 14, 8, 9, 15, 19, 25], [13, 30, 10], [12, 16, 27], [23, 20, 21, 22, 17, 26, 60], [29, 28, 53, 31, 39, 35, 32, 36], [54, 40, 43, 42], [46, 44, 34], [45, 41, 47], [50, 37, 58], [48, 52, 49], [57, 55], [51], [56, 59, 61], [63, 62, 64], [66, 74], [70, 76, 78], [71, 67, 75], [69, 72], [73, 79, 77, 84, 82, 80], [83, 81, 85, 87, 86, 88]]
106: [[68, 65, 33, 4], [3, 18, 2], [1, 24, 38], [5, 7, 10, 11, 6, 12, 41, 8, 15, 13, 17, 9, 20, 27, 16, 21, 25, 28, 23, 29], [60, 19, 22, 30, 26, 57, 50, 54, 14, 63], [32, 49, 31, 35, 44, 37, 34, 39, 36, 40, 47], [45, 46, 42, 43, 55, 51, 52, 56, 48, 59, 61, 53, 58, 62, 64, 66, 73, 72, 79, 70, 69, 77, 67, 74, 71, 78, 76, 75, 84, 80, 83, 81, 82, 85, 87, 86, 88]]
107: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 10, 14], [12, 8, 9], [15, 13, 11], [25, 16, 22, 21], [17, 20, 19], [31, 26], [23, 60, 27, 30, 28, 29, 45, 54, 36, 46, 34, 32, 47, 37, 39, 35, 40, 41, 43, 42, 44], [58, 48, 51], [50, 49, 53], [52, 57, 55, 56], [59, 63, 62, 61, 66, 64, 70, 67, 73, 77, 79, 69, 78, 71, 72, 74, 76, 75, 82, 81, 84, 80, 85, 87, 83, 86, 88]]
108: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 22], [5, 37, 7], [6, 10, 11], [13, 28, 15, 8], [29, 20, 9, 12], [16, 21], [17, 42, 19, 62], [51, 25, 56, 23], [63, 14, 31, 26], [35], [48, 43, 27], [46, 47, 30, 41, 32], [39, 34, 44], [36, 38, 50], [40, 53, 57], [61, 45, 49, 52], [55, 59, 54], [58, 76], [60, 67, 66, 78], [77, 69, 71, 64, 73, 72, 70, 75, 80, 79, 84, 82, 81, 74, 87, 85, 83, 88, 86]]
109: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 6, 7], [10, 5, 9], [8, 11, 13, 31], [12, 14, 16], [30, 17, 20, 29, 27, 23, 19], [21, 22, 59], [25, 56, 28, 57, 50, 45, 26], [40, 51, 36, 15, 48], [39, 37, 32, 34], [47, 35, 58], [41, 43, 44], [46, 42, 49], [52, 55, 53, 54, 63], [62, 60, 61], [64, 72, 67, 71, 74, 66, 78], [69, 77, 73, 70, 76, 75, 79], [82, 83, 80, 87, 81, 86, 85, 84, 88]]
110: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [36, 21, 7], [6, 8, 5], [12, 60, 9], [10, 14, 29], [13, 26, 17], [11, 25, 20], [19, 23, 16, 22], [31, 49, 30, 15, 27, 41, 28], [58, 57, 34, 54], [32, 46], [43, 45, 35, 42, 37, 38, 51, 56, 48, 39, 53, 40, 47, 50, 44, 52, 55, 59, 61, 62, 63, 64, 72, 70, 67, 75, 69, 71, 74, 66, 78, 77, 73, 76, 79, 81, 82, 80, 83, 86, 85, 84, 87, 88]]
111: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 11, 14, 13, 8], [10, 15, 12, 23], [16, 21], [17, 19, 22], [9, 28, 20, 25], [61, 31], [26, 27], [29, 51, 60], [30, 32, 37], [35, 34, 36, 39], [44, 40, 41, 58], [47, 42], [43, 45, 46], [49, 56], [48, 52, 50], [63, 62, 54], [55, 53, 79, 57], [67, 64, 59, 70, 75, 71, 73], [72, 77], [66, 69, 74], [76, 78, 82], [80, 81], [83, 84, 85, 87, 86, 88]]
112: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5, 7, 10, 9, 12, 14, 6, 15, 16, 27, 8, 31, 30, 11, 13, 19, 20, 22, 21, 23, 17, 25, 59, 28, 26, 42, 29, 32, 35, 36, 61], [40, 39, 43], [45, 34, 46, 41, 47, 49, 50, 54, 37, 44, 48, 52, 51, 53, 63, 55, 57, 58, 60, 56, 62, 64], [66, 67, 70, 77, 69, 73, 76, 71, 74, 72, 78, 79, 75, 85, 80, 82, 83, 87, 84, 86, 88, 81]]
113: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 6, 12, 44], [14, 8, 13], [27, 11, 9, 10, 20, 15, 21], [16, 17, 19, 29], [22, 30, 25, 26, 23, 28, 45, 31, 46, 32, 58, 34], [35, 37, 36, 39, 42, 47, 41, 59, 43, 40, 50, 51, 49, 55, 48, 52, 53, 60, 54, 56, 57, 61, 62, 63, 64, 72, 70, 67, 75, 69], [79, 66, 74, 71, 73, 77, 76, 78, 84], [82, 81, 80, 87, 83, 85, 86, 88]]
114: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38], [7, 5, 6, 9, 8, 12, 14, 13, 26, 11, 22, 28, 10, 16, 20, 19, 23, 41, 17, 25, 21, 15], [53, 29, 31, 30, 58, 27, 39, 44, 37, 34, 45, 42, 32, 46, 40, 35, 36, 63, 60, 56, 47, 43, 50, 49, 51, 52, 55, 54, 57, 48], [59, 61, 62, 66, 64, 76, 70, 75, 71, 67, 72, 69, 79, 73, 74, 78, 77, 81, 80, 85, 83, 82, 86, 87, 84, 88]]
115: [[68, 65, 33], [4, 3, 18, 2, 1, 24, 36, 21, 38, 9, 15, 5, 44, 6, 26, 7, 8, 11, 14, 16, 48, 19, 28, 52, 55, 17, 57, 27, 23, 25, 46], [43, 50, 35, 12, 13, 22], [29, 30, 47, 20, 53], [31], [39, 34, 37, 42, 41, 45, 49, 32, 63, 10], [40, 58, 51], [61, 62, 54, 59, 56, 60, 64, 66, 74, 69, 75, 67, 71, 70, 72, 79, 73], [76, 77, 78, 82, 81, 84, 86, 80, 83, 87, 85, 88]]
116: [[68, 65, 33], [4, 3, 18], [2, 1, 12], [38, 7, 5], [6, 9, 13], [8, 11, 10], [15, 31, 17], [14, 23, 21], [20, 16, 48], [19, 30, 49], [27, 22, 25], [24, 29, 26, 46], [32, 54], [28, 55, 40], [37, 39, 35, 42, 43, 36, 41, 34, 44, 47, 61, 51, 53, 45, 56, 50, 62], [52, 60, 57, 58], [63, 59, 64, 66, 67, 71], [70, 78, 72, 77, 69, 79, 74, 73, 76, 75, 84, 83, 80], [81, 86, 85, 87, 82, 88]]
117: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 12, 21], [8, 25, 10, 15], [31, 9, 17, 29], [11, 13, 14], [16, 19, 20], [23, 51, 22, 28, 27, 30], [45], [62, 32, 46], [50, 36, 39], [44, 26, 34], [35, 37, 41], [47, 40, 42], [58, 43, 49, 56, 48], [63, 52, 60, 53, 57, 59, 55, 54, 61, 66, 64, 67, 71, 73, 70, 69, 74, 78, 75, 72, 79, 76, 77, 82, 81, 83, 80, 84, 85, 86], [87, 88]]
118: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [14, 5, 7, 10, 6, 12, 42], [15, 17, 8, 25, 20, 22, 9, 11, 26, 16], [60, 19, 13, 23, 21, 28, 58, 29, 27], [30, 31, 38, 59, 37, 34, 39, 40, 36, 41, 45, 47, 43, 44, 35], [32, 46, 53, 61, 48, 49, 54, 50, 52, 55, 51, 56, 57, 62, 63, 66, 64, 75, 67, 77, 71, 70, 69, 73, 74, 78, 72], [76, 79, 84, 80, 86, 81, 83, 85, 82, 87, 88]]
119: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 8], [6, 9, 11, 15, 10], [14, 17, 12, 5, 31, 13, 16], [25, 23], [21, 19, 22, 27], [26, 20, 29], [42, 55, 58], [30, 46, 60, 28, 34], [35, 43, 51, 37, 32, 45, 36, 39, 40, 41, 59], [44, 47, 53, 63, 57, 49, 52, 48, 54, 50, 56, 62, 61, 66, 64], [70, 71, 69], [74, 67, 72], [75, 79, 73, 77, 76, 78, 83, 80, 81, 82, 84, 85, 86, 87, 88]]
120: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 9, 14], [10, 11, 13], [8, 25, 30], [23, 12, 20], [15, 22, 17], [16, 19, 21], [53, 29, 26], [47, 27, 44], [62, 28, 35], [40, 39, 32, 36], [37, 41, 45], [56, 31, 34, 51, 42], [43, 46, 57], [50, 48, 52, 63, 49, 54, 55], [60, 59, 58, 61, 66, 64, 75, 67, 77, 70], [69, 71, 72, 74, 79, 76, 73, 78, 84], [80, 82, 83, 81, 85, 86, 87, 88]]
121: [[68, 65, 33, 4, 3], [18, 2, 1, 24], [38, 5, 7, 14, 8, 6, 15, 13, 10, 11, 28], [12, 9, 27, 17, 19, 20, 16, 22, 23, 31, 53, 49, 52, 21, 29, 25, 30, 26, 34, 50, 51, 45, 35, 44, 46, 32, 36, 41, 37, 40, 39, 42, 43, 47, 54, 58, 55, 63, 59, 57, 48, 56, 62, 60, 61, 64, 73, 67, 70, 66, 75, 69, 74, 77, 72, 71, 76, 78, 79, 85, 83, 80, 81, 82, 84, 86, 87, 88]]
122: [[68, 65, 33], [4, 3, 18, 2, 1, 24, 38, 7, 6, 5, 14, 12, 9, 8, 25, 19, 60, 21, 10, 11, 23, 50, 13, 15, 16, 53, 17, 20, 26, 28, 27, 22, 29, 44, 40, 43], [34, 59, 30, 31, 37, 54, 42, 45, 46, 62, 36, 49, 32, 35, 47, 51, 52, 39, 56, 57, 55, 41, 48, 63, 58, 61, 66, 64, 70, 67, 75, 73, 77, 69, 72, 78, 74, 76, 71, 79, 82, 83, 80, 81, 84, 87, 85, 86, 88]]
123: [[68, 65, 33], [4, 3, 18], [2, 1, 26], [6, 7, 5], [11, 44, 14, 10], [8, 9, 24], [12, 15], [19, 13, 51, 23, 16, 17, 20, 31, 30, 21, 55, 25, 22, 27, 28, 43, 29, 34, 54, 36, 32], [47, 41, 46], [35, 45, 37], [50, 40], [39, 42, 38, 49, 58, 48], [52, 56, 57, 53, 60, 59, 61, 63], [62, 66, 64, 69, 67, 75, 73, 70, 71, 74, 79, 72, 76, 77, 78, 84, 88, 82, 81, 80, 87, 83, 85, 86]]
124: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5, 6, 14], [7, 11, 12, 10, 13, 8, 15, 30, 16, 22, 19], [21, 23, 31, 20], [60, 25, 27, 62, 17, 28, 26, 59], [35, 29], [42, 46, 34, 32, 44, 63], [47, 43, 36, 9, 45, 48, 37, 41, 39, 49, 50, 40, 53, 61, 57, 54, 58, 56, 51, 52, 55, 66, 64, 70, 71, 67, 73, 72, 77, 75, 69, 74, 76, 78, 79, 83, 80, 81, 82, 84, 85, 86, 87, 88]]
125: [[68, 65, 33], [4, 3, 18], [2, 1], [24, 38, 7, 5, 6, 44], [12, 10, 8], [29, 9, 14, 23, 11, 19, 13], [17, 15, 16, 20], [25, 22, 30, 21], [28, 27, 26], [31, 47, 40, 34, 54, 53, 32, 36, 39, 35, 43, 37, 42, 50, 41, 49, 62, 55, 58, 45, 48, 63, 52, 56, 46, 57, 60, 51, 59, 61, 66, 64, 67, 70, 71], [75, 69, 77, 74, 73, 76, 72, 78, 79], [81, 83, 80, 82, 84, 87, 85, 86, 88]]
126: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7, 10, 8, 45, 6, 9, 13, 11, 14, 27], [15, 16, 22], [17, 21, 48], [23, 25], [19, 20, 60, 30, 31, 26], [28, 34, 57], [29, 58, 53, 12, 39, 42, 32], [35, 37, 41, 43], [40, 36, 44, 46, 47], [56, 49, 50], [52, 51, 59, 54, 63, 61, 55, 62, 66, 64, 67, 69, 75, 71, 70, 77, 74, 72, 73, 78, 76, 79], [81, 84, 80, 82, 83, 87, 85, 86, 88]]
127: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 37], [7, 5, 10, 9], [12, 6, 42], [11, 14, 13], [15, 29, 8, 23, 27, 16, 49, 28, 17, 19, 20, 59, 22, 25, 21, 51, 26, 31, 30, 40], [46, 50, 34, 35, 41, 38, 36, 39, 32, 43, 45, 56, 44, 61, 47, 48, 52, 53, 58, 54, 57, 55], [63, 60, 62, 66, 64, 67, 70, 79, 73, 69, 78], [75, 74, 71, 72, 76, 77, 81, 83, 80, 82, 86, 84, 87, 85, 88]]
128: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 37], [7, 5, 10, 9], [12, 6, 42], [11, 14, 13], [15, 29, 8, 23, 27, 16, 49, 28, 17, 19, 20, 59, 22, 25, 21, 51, 26, 31, 30, 40], [46, 50, 34, 35, 41, 38, 36, 39, 32, 43, 45, 56, 44, 61, 47, 48, 52, 53, 58, 54, 57, 55], [63, 60, 62, 66, 64, 67, 70, 79, 73, 69, 78], [75, 74, 71, 72, 76, 77, 81, 83, 80, 82, 86, 84, 87, 85, 88]]
129: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38], [5, 6, 14], [10, 13, 42], [7, 8, 11], [9, 31], [12, 20, 15], [17, 27, 23, 22, 52, 61, 16], [19, 57, 21, 29, 25, 26, 28, 50, 32, 35, 30], [34, 36, 44, 39], [37, 41, 46, 59, 43, 40, 47, 45], [56, 48, 49, 58, 55, 51, 53, 54, 62, 60, 63, 66, 64, 74, 75, 70, 69], [71, 72, 78, 67], [73, 79, 76, 77, 83, 80], [81, 82], [87, 84, 85, 86, 88]]
130: [[68, 65, 33, 4, 3, 18, 2, 1, 24, 38, 5, 7, 12, 8, 14, 15, 6, 9, 11, 10, 31, 25, 17, 19], [22, 13, 23], [20, 52, 16, 21, 26, 51, 27, 28, 29, 42, 37, 58, 32, 62, 57, 30, 48, 36, 35, 46, 34, 40, 41, 45, 43, 44, 39, 47, 49, 61, 54, 56, 55, 53, 59, 50, 60, 63, 64, 66, 73, 71, 76, 69, 67, 70, 72, 74, 75], [79, 77, 78, 82, 81, 85, 80, 83, 87, 84, 86, 88]]
131: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 6, 7], [10, 11, 12, 13, 8], [15, 22, 14, 9], [31, 19], [25, 16, 17], [20, 21, 29, 23], [37, 27], [26, 28, 56, 30], [42, 43, 34, 32, 35], [62], [5, 41, 36, 44], [39, 40, 47, 45, 52, 57, 46, 58, 49, 48, 51, 50, 53, 54, 59, 60, 55, 61, 63, 66, 64, 69, 70, 77, 72, 73, 76, 67, 75, 79, 71, 74, 78, 83, 80, 84, 85, 81, 82, 86], [87, 88]]
132: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 13], [9, 10], [8, 12, 30], [15, 11, 29], [23, 28, 14], [16, 19, 21], [22, 26, 34], [27, 62, 17], [20, 25, 31], [40, 58], [48, 35, 32], [36, 37, 45], [39, 43], [41, 44, 47], [54, 46, 42, 50], [57], [49, 51, 53, 52], [55, 61, 56], [60, 63, 59], [66, 64, 69, 78], [67, 71], [70, 72, 75, 74, 76], [79, 73, 77, 85, 81, 82, 80, 83, 87, 84, 86, 88]]
133: [[68, 65, 33], [4, 3, 18], [2, 1, 14], [7, 5, 8], [6, 13, 10], [12, 24, 11, 15], [17, 19, 21], [9, 23, 16, 22, 55, 31, 26], [25, 20, 30], [29, 59, 27, 39], [56, 42], [38, 49, 41, 28], [32, 40, 34], [43, 36], [47, 35, 37], [48, 44, 63, 50, 58, 52, 51, 45, 46, 57, 61, 53, 54, 60, 62, 67, 66, 69, 71, 76, 70, 75, 72, 74, 73, 79, 78, 77, 80, 85, 82, 81, 64, 84, 86, 83, 87, 88]]
134: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 6], [14, 11, 7], [43, 9, 8], [10, 20, 12, 28], [15, 29, 21, 16, 17, 22, 52, 49, 30], [19, 56, 55, 23], [60, 25, 35, 50, 32, 27], [26, 36], [37, 40, 39, 42], [45, 46, 47], [44, 41, 31], [13, 54, 53, 48, 51], [58, 34, 57, 59], [63, 62, 61, 64, 72, 67, 70], [78, 69, 74, 71, 66, 75, 73, 79, 77, 76, 84, 80], [81, 83, 87, 86, 82, 85, 88]]
135: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 5, 7], [6, 12, 41], [14, 8], [13, 10, 31, 9, 11, 15, 21], [25, 16], [20, 19, 26, 62, 28, 17], [22, 27, 29, 30], [23, 32, 46], [49, 44, 35], [36, 42, 54], [39, 37, 45], [47, 43], [40, 51, 53], [34, 48, 52, 55], [57, 60, 50, 56], [58, 63, 59], [61, 64, 66, 67], [70, 77, 72, 79], [69, 74, 71, 73, 75, 76, 78, 81, 82, 84, 80, 85, 86, 87, 83, 88]]
136: [[68, 65], [33, 4, 3], [18, 2, 1], [24, 38, 5, 7], [6, 9, 46], [8, 10], [26, 11, 30, 14, 27, 23, 12, 19, 13, 15, 17, 22, 16, 21, 28, 25, 57, 29, 20, 36, 63], [31, 54, 32], [48, 43, 39], [44, 41, 35, 45], [34, 37, 56, 40, 42, 47, 49, 50, 55, 52, 51, 53, 62, 60, 59, 58, 61, 66, 64, 69, 71, 73, 67, 70, 77, 74, 72, 75, 78, 76, 79, 82, 83, 80, 81, 86], [87, 85, 84, 88]]
137: [[68, 65, 33], [4, 3, 18, 2], [1, 24, 38], [5, 7, 11, 6], [9, 8, 14], [13, 10, 31], [30, 15, 12, 19], [17, 21, 23], [20, 53], [29, 16, 26, 22, 27, 25, 58, 32, 50, 52, 28, 41, 34], [40, 35, 44], [37, 39, 36, 42, 45], [49, 43, 46, 55, 48, 62, 47, 54, 56, 63, 57], [51, 59, 60, 61, 66, 64, 75, 71, 73, 69, 70, 67, 77, 72, 74], [76, 79, 78, 81, 82, 83, 80, 87, 86, 84, 85, 88]]
138: [[68, 65, 33], [4, 3, 18, 2, 1, 24, 38, 5, 7, 6, 10, 13, 9, 8, 12], [11, 15, 27, 19, 16, 20, 23, 17, 54, 14, 21, 29, 25, 28, 26], [22, 30, 58, 31, 42, 51, 36, 34, 35, 43, 44, 59, 41, 37, 39, 49, 40, 45], [46, 61, 47, 32, 53, 48, 50, 52, 60, 55, 56, 57, 62, 63, 64, 72, 75, 66, 79, 69, 78, 67, 73, 70, 76, 71, 77, 74, 82, 84, 81, 85, 80, 87, 83, 86, 88]]
139: [[68, 65], [33, 4, 3, 18, 2, 1, 24, 38, 5], [7, 6, 9, 12, 14, 8, 10, 11, 30, 28, 13, 22, 21, 17, 19, 15, 23, 29, 16, 27, 25, 20, 61, 26, 59, 31, 51, 50, 36, 32, 46, 42, 41, 37, 43, 44, 39, 52, 34, 48, 35, 40, 45, 60, 47, 49, 57, 54, 53, 55, 56, 58, 62, 63, 64, 72, 75, 71, 69, 66, 78, 70, 67, 77, 74, 76, 79, 73, 82, 83, 80, 81, 86, 84, 85, 87, 88]]
140: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 6, 7], [5, 11, 12], [8, 40, 29, 10, 13], [9, 31, 26, 16], [20, 23], [51, 53, 28], [14, 21, 25, 15], [17, 61], [22, 62, 56, 34], [19, 32, 54, 35, 41], [36, 37, 39, 27, 47, 58, 30, 42, 43], [44, 50, 48, 45, 46, 52, 49, 59, 60, 55, 57, 63, 66, 64, 69, 67, 74, 77, 72, 75, 70, 73, 71, 76, 78, 79, 83, 80, 84, 81, 82, 86, 85, 87, 88]]
141: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [14, 6, 7, 10, 11, 5], [8, 9], [21, 15, 12], [26, 28, 13], [16, 17], [19, 60], [53, 20, 22, 31, 27, 25, 23, 29, 30, 38, 32, 57, 41, 44, 37, 36, 40, 34, 42, 39, 35, 43, 59, 45, 55, 47, 48], [62, 51, 46, 58, 50, 49, 52, 61, 54, 56, 66, 63, 64, 73, 76, 77, 67, 74, 71, 69, 72, 75], [70, 79, 78, 82, 84, 80, 81, 85, 87, 83, 86, 88]]
142: [[68, 65, 33], [4, 3], [18, 2, 1], [24, 38, 5], [7, 6, 9], [13, 8, 10], [11, 12, 27], [16, 14, 31], [20, 23, 15], [17, 25, 21, 22, 29, 60, 19, 26, 28, 57, 30, 58, 34, 36, 51, 32, 35, 39, 43, 42, 41, 37, 45, 44, 47, 40, 48, 53, 49, 55, 50, 52, 56, 54, 46, 61, 59, 63, 62, 66, 64, 71, 77, 67, 69, 70, 74, 72, 76, 73, 75, 79, 78, 81, 80, 82, 83, 85, 86, 84, 87, 88]]
143: [[68, 65, 33], [4, 3, 18], [2, 1, 12], [38, 7, 5], [6, 13, 9], [11, 14], [10, 31, 8], [26, 27, 17], [22, 16, 15, 23], [19, 20], [57, 50, 54, 24], [30, 21], [58, 60, 28], [29, 34, 35, 37], [25, 45], [36, 43, 32], [40], [46, 47, 41, 42], [44, 48, 63, 49], [51, 39, 52], [61, 53, 55], [56, 59, 62, 66], [64, 75, 70], [67, 78, 71, 69], [72, 74, 76], [73, 77, 79, 82], [80, 83, 81, 86, 84], [85, 87, 88]]
144: [[68, 65, 33, 4, 3, 18, 2], [1, 24, 38, 5, 7, 6, 8, 43, 11], [26, 13, 9, 31, 16, 50, 28, 14, 15, 17, 19, 20, 22, 21, 25, 29, 10, 58, 27, 12, 30], [41, 32, 52, 39, 51, 34, 35, 36, 45, 63, 37, 44, 40, 42, 54, 47, 46, 49, 48, 53], [55, 60], [59, 56, 61, 70, 57], [62, 66, 72, 64], [71, 67, 69, 79], [74, 75, 73, 76, 85, 86, 77, 82], [81, 83, 80, 87, 84, 78, 23, 88]]
145: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7], [5, 6, 17], [10, 11, 12], [8, 30, 9, 13], [14], [15, 16, 21], [28, 20, 42, 19, 46], [53, 25, 56], [27, 22, 23], [63, 26, 39], [50, 35, 29, 34], [44, 31, 41], [32, 36], [37, 40, 43, 49, 51, 54, 48, 57, 45, 55, 60, 47, 52, 59, 58, 61, 62, 66, 67, 64, 78], [77, 69, 71, 70, 72, 73, 74, 75, 76, 79, 84, 82, 81, 80, 83, 87, 85, 86, 88]]
146: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [36, 22, 38], [9, 7, 12, 15, 10], [8, 30, 21], [13, 5, 19], [17, 28, 20, 63, 6, 23, 11, 14, 27, 26, 29, 31, 16, 62, 25, 35, 32, 40, 39, 37, 41], [44, 46, 47, 57, 42, 43, 45, 49, 34, 53, 52, 50], [54, 51, 48, 59, 61, 56, 55, 58, 60, 64, 66, 70, 67, 75, 69, 78, 71, 73, 74, 79, 76, 77, 72, 83, 81, 80, 82, 85, 84, 87, 86, 88]]
147: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5], [7, 8, 13, 12], [14, 6, 25], [15, 11, 9], [16, 19, 17], [21, 20, 28], [23, 26, 27], [22, 60, 29], [58, 30, 10], [31, 51, 35, 32], [34, 36, 46], [37, 45, 43, 39], [40, 41, 44], [47, 50, 42, 59, 55], [53, 49, 48, 52], [56, 54, 57, 62], [63, 61, 66], [64, 70, 67, 77], [69, 71, 75], [73, 76, 72, 79], [74, 78], [81, 83, 82, 86], [80, 85, 84, 87], [88]]
148: [[68, 65, 33], [4, 3, 18], [2, 1, 24, 38, 5, 7, 6, 8, 13, 11, 9, 10], [28, 12, 14], [17, 15, 20], [29, 25, 30, 23, 19, 21], [27], [60, 53, 52], [22, 16, 42], [39, 26, 63], [31, 41, 45, 46], [32, 40, 44], [35, 34, 36, 54, 37], [48, 55, 61, 58, 49, 51, 43, 56, 47, 50, 57, 59, 62, 66, 64, 70, 75, 67, 74, 71, 69, 78, 73, 72, 77, 79, 81, 83, 76, 82, 80, 84, 86, 85, 87, 88]]
149: [[68, 65, 33], [4, 3, 18, 2, 1, 24, 38, 5, 7, 6, 20, 9, 8, 14, 12, 25, 15, 10, 27, 11, 23, 13, 16, 19, 17, 21, 22, 26, 28, 29, 31, 30, 36, 60, 32, 35, 37, 53, 56, 34, 40], [63, 43, 41, 46, 39, 42, 45, 44, 54, 47, 48, 50, 55, 51, 59, 52, 49, 61, 57, 58, 62, 64, 72, 67, 70, 78, 69, 74, 71, 75, 73, 66, 77, 79, 76, 84, 83, 80, 85, 81, 87, 82, 86, 88]]
150: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7, 5], [6, 8, 13], [15, 10, 9], [12, 17, 31], [20, 28, 21], [23, 16], [26, 22, 53, 29, 27, 25, 14, 57, 11, 30, 32, 39], [58, 42, 35, 43], [34, 37], [36, 45, 60, 59], [46, 40], [44, 41, 47, 62, 48], [51, 52, 55, 49], [50, 61, 54, 56], [81, 63, 64, 67, 70, 79, 66, 73], [77, 72, 80, 69, 76, 71, 74, 75, 82, 78, 83, 84, 86, 85, 88, 87, 19]]
151: [[68, 65, 33, 4, 3], [18, 2, 1, 24, 38, 7, 5, 10, 8, 13, 14, 9, 30, 6, 27, 11, 12, 15, 19, 16, 25, 20, 23, 17, 26, 29, 28, 49, 31, 59], [21, 40, 37, 48, 45, 44, 41, 32, 42], [39, 43, 34, 35, 22, 36, 46, 47, 57, 51, 60, 50, 53, 52, 54, 58, 55, 62, 56, 61, 63, 66, 64, 67, 70, 79, 73, 76, 71, 72, 69, 74, 78, 75, 77, 82, 84, 81, 80, 87, 83, 85, 86, 88]]
152: [[68, 65, 33], [4, 3, 18], [2, 1, 24], [38, 7], [5, 6, 9, 42], [10, 28, 11, 31], [8, 26, 30], [20, 14, 21], [16, 12, 13], [59, 23, 15, 25], [17, 19, 22], [27, 63, 39], [56, 60, 29], [35, 32, 34, 45, 36], [40, 37, 41, 43], [44, 46, 50, 54], [49, 52, 47], [48, 53, 57, 58], [51, 61, 55], [62, 66, 64, 67], [69, 77], [71, 78, 70, 72, 75, 73, 76, 79, 74, 85, 81, 82, 84, 87, 80, 83, 86, 88]]
